物件名稱,售價,經度,緯度,屋齡
吉林路邊間金店面(三),2900.0,121.530300271,25.0671358192,39.3
榮星花園優質美三房,3650.0,121.537310585,25.0589278706,41.3
濱江市場金店面,4250.0,121.538042011,25.0656444461,43.1
244中山捷運新妝2室,1688.0,121.524051554,25.0550553159,47.3
吉林路邊間金店面(四),2900.0,121.530299182,25.0671660134,39.3
專約-興安華城捷運美三房,3388.0,121.543916085,25.0572276392,40.0
中山國小捷運美妝3室美廈,1398.0,121.527385421,25.0656140472,
新東京宅高樓邊間美宅,2360.0,121.53217589,25.0518451344,15.5
中山捷運晶華電梯2室,1688.0,121.524051554,25.0550553159,47.3
華山長安雙語方正美居,1168.0,121.52833387,25.0494336375,48.2
長安雙語學區收租宅(三),1220.0,121.52833387,25.0494336375,48.2
松江南京新東京宅高樓邊間戶,2360.0,121.53217589,25.0518451344,15.5
松江南京新東京宅高樓邊間戶,2360.0,121.53217589,25.0518451344,15.5
長安雙語學區收租宅(二),1268.0,121.52833387,25.0494336375,48.2
華山置產飯店式雙套房,1220.0,121.52833387,25.0494336375,48.2
忠泰繪高樓美宅(一),3588.0,121.523859739,25.0665292542,2.3
長安雙語學區收租宅(一),1168.0,121.52833387,25.0494336375,48.2
中山國小捷運電梯可塑二房,1750.0,121.525444293,25.0601350255,29.8
長安雙語學區收租宅,1168.0,121.52833387,25.0494336375,48.2
中山國小站電梯採光2房+陽台,2188.0,121.528033092,25.0653941888,48.0
A047松江南京新東京宅,2138.0,121.53217589,25.0518451344,15.5
小靜精選-捷運中山國小輕奢寧靜電梯大二室,3380.0,121.526666927,25.0648128012,46.9
台北松江稀有物件,2820.0,121.533149821,25.0477396179,28.8
近內科一品花園採光屋,13800.0,121.563298042,25.0782092686,24.7
首璽一品花園一樓庭園戶,10800.0,121.562556238,25.0787719391,24.7
長安東路靜巷稀有宅,1780.0,121.526620653,25.0492511373,47.8
松江六福潛力店辦,8800.0,121.533475895,25.0542895366,54.1
獨賣雙連捷運邊間採光二房,1138.0,121.524310527,25.0581974667,45.6
龍門大苑採光三房有車位A,5928.0,121.541389877,25.0486873851,1.8
松江佳元2房新成屋,3880.0,121.532421416,25.0591436585,1.1
龍門大苑二房露台戶,4088.0,121.541389877,25.0486873851,1.8
龍門大苑採光三房有車位B,5728.0,121.541389877,25.0486873851,1.8
雙連冠堤挑高美宅+車,2498.0,121.526497219,25.0575878997,18.5
行天宮捷運景觀兩房露台戶,3880.0,121.532319622,25.0591619192,1.1
興盛【大直JOJO紐約寓所】,1280.0,121.55305699,25.0821215633,18.3
大直明水路百坪辦公室,22000.0,121.551793195,25.0814426891,24.6
C27中山國小雙城街正店面,6230.0,121.525410496,25.0645088618,41.5
【中山・松江南京站｜收租四套】,1968.0,121.527275778,25.0501506309,55.3
民權雙捷百坪金店,13000.0,121.520108973,25.0635649963,49.3
稀有釋出 大直北安4房車位華廈,3860.0,121.548522127,25.082193856,45.8
晴光高投報收租房,3060.0,121.522993451,25.0648714821,49.4
台北大學邊間華廈附車位,4380.0,121.540144956,25.0551949409,32.8
中山捷運挑高小宅,1680.0,121.525410122,25.0503113067,11.5
Y12建北店辦,3950.0,121.536124309,25.0653188372,43.7
Y17晴光商圈金店不二價,5998.0,121.523682989,25.0662806544,46.2
華山電梯四房,3500.0,121.527934852,25.0484786618,53.0
晴光金萬萬小金店舖,260.0,121.522457786,25.0652001744,48.2
鎮金殿車位,90.0,121.520547083,25.0638682879,21.3
超便宜收租金店面,868.0,121.524038301,25.0559140637,26.9
EZ7專任中山凱宴｜品味宅,3888.0,121.52666909,25.0566901467,9.8
中山國小高樓美兩房,1288.0,121.527228381,25.0571897238,53.8
248面林森公園電梯鼎家,3188.0,121.52777945,25.0539110713,42.1
Y617中山區新生北景觀套房,590.0,121.527203534,25.0561115181,45.7
松江smile精緻美屋,1599.0,121.535795837,25.0537420928,24.6
善導寺捷運長安學區電梯三房,1780.0,121.526620653,25.0492511373,47.8
松江smile溫馨美套含車,1785.0,121.535795837,25.0537420928,24.6
南京復興捷運旁大廈全棟,65000.0,121.541058933,25.048209826,43.1
南京復興捷運邊間採光3房大露台,4989.0,121.541389877,25.0486873851,1.8
中山區雙連豪美宅,1288.0,121.527228381,25.0571897238,53.8
南京復興商圈地主戶3房,5849.0,121.541389877,25.0486873851,1.8
雙連捷運電梯美妝兩房,1288.0,121.527228381,25.0571897238,53.8
中山國小明亮美宅,1788.0,121.530477544,25.0650584473,46.3
中山國小低總美二房,1288.0,121.527228381,25.0571897238,53.8
條通穩定收租金店面,3800.0,121.525694075,25.0496910641,58.6
Y626大直博物館B3-5樓戶,13350.0,121.558179647733,25.0827926308186,-1.0
榮星花園住店辦一樓,4280.0,121.538042011,25.0656444461,43.1
Y624大直博物館A1露台戶,22358.0,121.558179647733,25.0827926308186,-1.0
Y625大直博物館A2露台戶,21856.0,121.558179647733,25.0827926308186,-1.0
捷運雙連1+1小資富貴屋,1160.0,121.524310527,25.0581974667,45.6
南京復興捷運站商業用一樓,4898.0,121.541689724,25.0567784167,44.3
專任南京復興站挑高美宅,1620.0,121.539554875,25.054786052,18.2
中山龍江路店面,5380.0,121.540643766,25.0620814977,29.3
中山匯泰鴻,6380.0,121.536448251,25.0545731053,1.7
捷運雙連站千金樣,2180.0,121.525316644,25.0561018876,15.9
中山捷運450米低總價美屋,960.0,121.522983751,25.0497777701,38.8
雙連捷運電梯採光大套,1000.0,121.524454344,25.0575651084,48.5
雙連捷運電梯大套,1000.0,121.524454344,25.0575651084,48.5
雙連捷運收租聖品(二),650.0,121.524729882,25.0579350594,46.6
天祥路雙連捷運地下室,2100.0,121.521140523,25.0606607723,39.3
榮星花園美寓,2280.0,121.539582427,25.0671242944,44.9
林森公園四季芳庭精品3房,4100.0,121.526997479,25.0538891148,36.8
六條商三滿租金雞母,3300.0,121.524147594,25.0504718521,48.5
民生馬偕收租王(30套房),20900.0,121.525117851,25.0581945286,43.1
榮星花園4房2衛,1888.0,121.539721646,25.0663002723,47.9
行天宮商圈優質店住辦,3680.0,121.534717891,25.0637420205,41.0
D2法國玫瑰4米5置產宅,1650.0,121.533475509,25.0497049059,21.3
松江長安傳家金店面,15000.0,121.535247204,25.0485180008,18.1
馬偕中山北收租店,10800.0,121.523718,25.05944,25.6
南京復興2+1房面公園含車,3480.0,121.539140524,25.0556922749,7.8
中山美麗國賓店面,1580.0,121.523977813,25.0559142402,26.9
合江低總稀有公寓,1900.0,121.539295,25.060603,53.0
大直峰閣潛力金店辦,10800.0,121.552934,25.081262,18.3
建國長安金店面,8050.0,121.537124,25.047741,40.7
488中山北高投報收租套房,3280.0,121.521455245,25.0609385569,40.3
建國長安美店面,6500.0,121.537124,25.047741,40.7
南京復興店王,15000.0,121.542359,25.052122,51.3
南京復興捷運店面,15000.0,121.54240215,25.0520886953,51.3
晴光商圈黃金三角窗,15000.0,121.524387434,25.0650090069,50.0
力欣百漾景觀高樓,2200.0,121.525209667,25.0606160219,10.3
南京復興捷運靜巷一樓,3700.0,121.542334,25.050884,52.9
榮星高樓大三房,4268.0,121.536392598,25.0646756193,40.0
復興南京捷運一樓,3700.0,121.542369308,25.0508428956,52.9
大直豐匯~頂級A辦,19880.0,121.558257666,25.0801524866,11.0
林森北全聯收租金店,28750.0,121.525770533,25.0645357449,47.9
南京復興三角窗透天,12000.0,121.541987108,25.0537069289,57.8
松江民權優質店面,3680.0,121.534717891,25.0637420205,41.0
大直河岸巴黎花園豪邸,12580.0,121.56467837,25.0773500718,16.5
南京復興大使用美一樓,3700.0,121.542369308,25.0508428956,52.9
濱江商圈1+2樓,5200.0,121.541654719,25.0660727114,49.7
Y05中山行政大樓金店面,3680.0,121.534717891,25.0637420205,41.0
長春精品旅店,15500.0,121.526253206,25.0548187912,45.9
C8力欣百漾挑高4米2兩房,2200.0,121.525209667,25.0606160219,10.3
松江南京捷運優質美辦,3580.0,121.532715682,25.0468653584,40.3
松江南京捷運優質美辦,3580.0,121.532715682,25.0468653584,40.3
合江街大面寬三角窗金店面,7800.0,121.539103794,25.0583605507,40.7
松江南京錫安辦公,3580.0,121.532715682,25.0468653584,40.3
南京復興捷運站1樓,3700.0,121.542369308,25.0508428956,52.9
大直CBD豪辦時代廣場3,9860.0,121.560344832,25.0800789514,10.4
A6基泰之星高樓美景宅,1860.0,121.523328823,25.064836371,16.8
美麗華收租店辦,43000.0,121.552041746,25.0829871051,23.8
捷運3線生活無限.中山居2F,2488.0,121.520861373,25.0563002833,6.8
大直CBD豪辦時代廣場1,9850.0,121.560344832,25.0800789514,10.4
明水路皇甫,3688.0,121.55209292,25.0791037032,29.8
長安商辦附車位,2500.0,121.5233947,25.0493111506,46.3
東京行館美店面附雙車位,6300.0,121.534427193,25.0493895162,12.5
松江南京站整層辦公,12800.0,121.533905861,25.0485350484,45.0
捷運3線生活無限.中山居3F,2550.0,121.520861373,25.0563002833,6.8
中山北路1～3房昇中山多戶可選,2836.0,121.524762792,25.0573688636,3.0
大直CBD豪辦時代廣場2,10050.0,121.560344832,25.0800789514,10.4
369捷運面圓山大喆雙坡車,9688.0,121.531057,25.058672,4.3
錦西街天祥旁金店面,4288.0,121.521225992,25.0604222264,56.2
218中山捷運高樓景觀2房,2600.0,121.524512632,25.0548435263,41.3
捷運收租挑高金店,3980.0,121.544037604,25.0641527851,17.4
T33亞都正三角窗透天店面,9900.0,121.531765036,25.0631625534,61.7
Y273晴光市場投報2.5%店,5280.0,121.525406036,25.0648339563,36.7
濱江市場三角窗店面,4880.0,121.536150542,25.066898767,45.5
020中山國小面寬可格兩房住辦,1750.0,121.525444293,25.0601350255,29.8
華山一二樓大戶收租等改建,3980.0,121.529050623,25.0474057099,57.3
國賓飯店芳鄰小透天,2680.0,121.523643906,25.0556307413,65.8
133行天宮捷運美屋,1488.0,121.528030879,25.060473607,48.1
中山北路豪美辦公大樓,15000.0,121.520992141,25.0490608841,54.3
大直巴黎花園超大庭院一樓,11300.0,121.564464393,25.0773594814,16.5
中山低總電梯美2房,1388.0,121.524870727,25.0599603109,49.5
中山•雙連站電梯3房+陽台,2688.0,121.523614586,25.055905095,48.3
中山低總秒殺金店面,2488.0,121.532187348,25.0664804465,42.3
大直景泰園千坪中庭豪邸,19800.0,121.564089162,25.077144306,23.1
德惠低總一樓金店面,2488.0,121.532187348,25.0664804465,42.3
中山官道稀有正兩房,1650.0,121.522508426,25.0660380745,43.3
幸運四房豪邸,4880.0,121.540824939,25.0580906082,41.6
大直豐匯七樓,19888.0,121.558099033,25.0801530832,11.0
中山國小捷運燙金店,28750.0,121.525770533,25.0645357449,47.9
行天宮鼎家美寓,3750.0,121.534712547,25.0641409057,45.2
親友專任稀有公寓3房,1988.0,121.525476143,25.0614055163,52.8
【中山站｜電梯二房・住三之二】,1788.0,121.527501493,25.0508437198,44.3
046-林森北晴光金店面,28750.0,121.525819,25.064534,47.9
民生東路電梯大氣四房雙衛,3349.0,121.53772098,25.0599895345,41.8
安家卡爾頓,2850.0,121.537145706,25.0651018594,10.4
獨家北市低總價金店面,2680.0,121.525571425,25.0555567281,49.2
中山北路商四電梯獨棟透天住辦,21000.0,121.524915015,25.0565911942,45.8
中山北路商四電梯獨棟透天住辦,21000.0,121.524915015,25.0565911942,45.8
040台北時代廣場A辦3,12980.0,121.560344832,25.0800789514,10.4
498行天宮捷運商三登記,22323.0,121.533409899,25.0621390344,45.3
041台北時代廣場A辦1,12980.0,121.560344832,25.0800789514,10.4
Y271大直穩定收租店面,11800.0,121.552217633,25.0818643851,22.3
Y272大直辦公收租店面,9800.0,121.552217633,25.0818643851,22.3
大直峰閣珍稀店辦,10500.0,121.552932298,25.0812237371,18.3
中山農安面大馬路黑金透天,8800.0,121.529626254,25.0647548727,59.8
正四平街收租極品,7980.0,121.535059736,25.0537135478,38.9
中山長安天津住辦大樓,1980.0,121.522978348,25.0496304575,37.3
松江電梯美妝二房,1788.0,121.532734988,25.0679515391,29.7
雙連捷運400米面公園陽台2房,1160.0,121.524310527,25.0581974667,45.6
中山民權雙捷運大辦公,12888.0,121.522297467,25.063210234,44.3
興盛【晴光雙城】臨路聚財旺鋪,7800.0,121.524817967,25.0629048425,41.8
松江南京站整層大坪數辦公,12800.0,121.533905861,25.0485350484,45.0
近捷運行天宮站店辦,3660.0,121.531894403,25.0588711638,41.5
中山國小捷運高樓邊間2房,1680.0,121.527228381,25.0571897238,53.8
雙連屋新高樓挑高雙套房,2188.0,121.526519194,25.0573148897,18.5
建國長春金店面,22500.0,121.537226569,25.0552930571,37.8
中山民生預售店面,5888.0,121.52509,25.058042,-3.8
興盛【現租銀行】聚富金店鋪,7280.0,121.540847856,25.0545336281,33.0
晶華邊露臺3房,6800.0,121.523733238,25.0532410168,8.7
中山國中捷運銀行店面帶車位,39806.0,121.544032579,25.0631306226,13.1
民權大土地三角窗透天,9900.0,121.531765036,25.0631625534,61.7
南京復興四房一樓,3700.0,121.542369308,25.0508428956,52.9
晴光商圈正民權東路捷運金店面,7800.0,121.5248117,25.0629349,41.8
濱江市場三角窗金店面,12000.0,121.537042043,25.0658686293,40.7
濱江市場三角窗金店面,12000.0,121.537042043,25.0658686293,40.7
復興南京捷運11米大面寬噴錢金,25000.0,121.537637506,25.0546166569,31.6
琴韻家商業樓中樓,4999.0,121.55319493,25.0828077503,19.3
遼寧南京捷運一樓,3700.0,121.542369308,25.0508428956,52.9
大直明水路金店面,7900.0,121.551770981,25.08349706,22.1
326晴光華誼3房附休旅車位,5500.0,121.526947203,25.0658323167,10.4
松江南京採光美辦可店面,4500.0,121.534590696,25.048322487,25.0
昀集柏寓1+2店面,19800.0,121.523575089,25.0578737562,-3.8
興盛【林森條通】高投報收租金店,3480.0,121.527463181,25.0496762269,31.3
煙波巴洛可樓中樓,12888.0,121.563182489,25.0777727538,25.3
松江羅浮名宮高樓三房,5389.0,121.533039488,25.0656972968,41.3
三輝白宮板信銀行金店,39806.0,121.544032579,25.0631306226,13.1
民權西蒔尚極*日系雅緻捷運宅,2280.0,121.521224694,25.0638085501,14.8
南京松江站商務中心,12800.0,121.533905861,25.0485350484,45.0
喜來登花園,3988.0,121.537310585,25.0589278706,41.3
捷運傳家收租金店面,28750.0,121.525819,25.064534,47.9
中山北路收租金店面,10800.0,121.523752734,25.059414029,25.6
民權安家美宅附車位,2850.0,121.537145706,25.0651018594,10.4
中山南京絕美店辦,12175.0,121.524274191,25.050973479,19.3
興盛【林森條通】高投報金鑽店面,2500.0,121.525820408,25.050905057,49.3
松江南京三角窗金店面,7980.0,121.535059736,25.0537135478,38.9
松江民權美邸,2980.0,121.534554382,25.0639215579,42.0
Y98民權東正馬路金店面,7800.0,121.524817967,25.0629048425,41.8
062捷運南京復興A辦,24538.0,121.539288487,25.052144428,23.1
捷運面公園綠蔭附車,2598.0,121.539150841,25.0556240709,7.8
獨家中山站標準正邊間溫馨美妝正兩房,2388.0,,,48.2
正吉林路收租傳家金雞母,5980.0,121.5303082,25.067178,39.3
正松江路大器百坪純辦,17342.0,121.532735589,25.0482438602,53.2
松江德惠收租店面,2488.0,121.532187348,25.0664804465,42.3
152中山捷運漂亮寶貝高樓,1488.0,121.523667982,25.0499855158,29.8
正吉林路低總價金店面,3500.0,121.5303106,25.0671085,39.3
中山行政大樓旁店面,3680.0,121.5347699,25.0637279,41.0
新生國賓無公設電梯二房,1680.0,121.527228381,25.0571897238,53.8
227中山國小捷運電梯時尚2房,1388.0,121.524870727,25.0599603109,49.5
中山國小捷運高樓景觀邊間2房,1478.0,121.527391631,25.0639315636,31.5
新生國賓無公設電梯三房,1688.0,121.527228381,25.0571897238,53.8
▲南京復興活巷庭院好宅,3700.0,121.5423917,25.0508524,52.9
中山條通旺店,4380.0,121.52428556,25.0512789846,46.8
興盛【林森條通】三角窗聚富金店,9850.0,121.524968652,25.051003321,37.3
220雙捷運時尚電梯2房,1288.0,121.530477544,25.0650584473,46.3
羅馬大面寬金店面,13800.0,121.529862115,25.0475520341,37.7
中山北農安電梯二房,1650.0,121.522508426,25.0660380745,43.3
雙捷運金庫極品收租金店面,7280.0,121.540847856,25.0545336281,33.0
雙捷運金庫極品收租金店面,7280.0,121.540847856,25.0545336281,33.0
雙捷運金庫極品收租金店面,7280.0,121.540847856,25.0545336281,33.0
雙捷運金庫極品收租金店面,7280.0,121.540847856,25.0545336281,33.0
晶華商圈電梯美妝3房,2120.0,121.52557212,25.0555872963,49.2
晶華商圈電梯美妝3房,2120.0,121.52557212,25.0555872963,49.2
中山區漂亮寶貝,1360.0,121.523667982,25.0499855158,29.8
南西商圈低總三房,1688.0,121.52557212,25.0555872963,49.2
中山凱宴頂樓景觀精美套房,2388.0,121.52666909,25.0566901467,9.8
中山商圈精美三房,2120.0,121.52557212,25.0555872963,49.2
J2捷運人潮店面,28750.0,121.525770533,25.0645357449,47.9
華山特區置產優選,3980.0,121.529050623,25.0474057099,57.3
一江公園雅苑(2),3980.0,121.530847141,25.0532465017,-1.0
邊間三面採光電梯3房(公設0),1688.0,121.527228381,25.0571897238,53.8
中山國小景觀稀有陽台2房,2098.0,121.527224051,25.0567108194,28.3
晶華商圈低總價3房,1688.0,121.52557212,25.0555872963,49.2
國賓大廈高樓亮麗美屋-公設0,1680.0,121.527228381,25.0571897238,53.8
中山站小資宅,1280.0,121.523667982,25.0499855158,29.8
行天宮站大面寬1樓,6689.0,121.535067598,25.0591133915,47.0
高樓採光低總3房,1688.0,121.527228381,25.0571897238,53.8
松江南京捷運優質美辦,3580.0,121.532715682,25.0468653584,40.3
松江南京捷運優質美辦,3580.0,121.532715682,25.0468653584,40.3
松江賺錢面寬金店,7990.0,121.533865448,25.0492716527,46.3
美麗國賓中山店面$,1580.0,121.523977813,25.0559142774,26.9
大直北安金店面,3900.0,121.549085199,25.0820658376,48.3
