路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型,行政區
台北市松山區光復北路,25.049081,121.557233,21.2年,78.93,7500,2,3房2廳2衛,0,11,7,['L'],松山區
台北市松山區八德路四段,25.049797,121.563222,50.8年,46.2,3288,0,7房7衛1室,1,5,5,['A'],松山區
台北市松山區光復北路,25.051029,121.558828,0.5年,73.17,11600,2,2房2廳2衛,0,23,21,['L'],松山區
台北市松山區復興北路,25.059062,121.546753,44.5年,74.84,5188,1,4房4廳4衛3室,0,7,3,['M'],松山區
台北市松山區八德路三段,25.047319,121.554086,41.4年,81.25,4588,0,5房4廳3衛,1,7,B1-1,['M'],松山區
台北市松山區塔悠路,25.057379,121.569603,21.1年,10.9,1288,0,1房1廳1衛,1,4,2,['M'],松山區
台北市松山區三民路,25.057545,121.563708,51.6年,48.76,3588,0,3房3衛,0,8,2,['M'],松山區
台北市松山區南京東路四段,25.052931,121.551196,48.1年,45.19,4780,0,3房2廳2衛,0,7,2,['M'],松山區
台北市松山區光復北路,25.050896,121.557472,16.5年,72.79,6880,2,4房2廳2衛,0,7,5,['M'],松山區
台北市松山區南京東路五段,25.051686,121.570725,8.5年,15.69,1980,0,1房1廳1衛,1,12,12,['L'],松山區
台北市松山區復興北路,25.056213,121.544451,40.8年,31.44,3150,0,5房3衛,0,14,8,['L'],松山區
台北市松山區八德路三段,25.045603,121.550415,64.1年,19.85,3150,0,2房3廳3衛,1,2,1-2,['D'],松山區
台北市松山區八德路四段,25.049672,121.571113,23.8年,51.9,5988,1,4房2廳2衛,1,13,12,['L'],松山區
台北市松山區南京東路四段,25.051431,121.5549,15.5年,109.88,11780,1,2房1廳2衛3室,0,15,8,['L'],松山區
台北市松山區八德路四段,25.049831,121.57449,12.2年,19.43,2088,0,1房1廳1衛1室,1,13,3,['L'],松山區
台北市松山區光復北路,25.054279,121.555662,28.7年,63.4,5388,0,4房2廳2衛,0,12,7,['L'],松山區
台北市松山區八德路四段,25.049558,121.5641,35.0年,33.23,3680,0,3房2廳2衛,0,5,4,['M'],松山區
台北市松山區南京東路四段,25.051424,121.554626,15.5年,94.32,9950,1,2房1廳2衛1室,0,15,8,['L'],松山區
台北市松山區八德路四段,25.050255,121.573773,3.0年,16.2,2480,0,1房1廳1衛,0,12,7,['L'],松山區
台北市松山區長春路,25.054675,121.545117,38.5年,204.23,13300,3,8房5廳7衛,0,14,6,['L'],松山區
台北市松山區市民大道五段,25.045496,121.558162,18.1年,9.57,1380,0,1房1廳1衛,1,9,6,['M'],松山區
台北市松山區八德路四段,25.049831,121.57449,12.2年,12.89,1890,0,1房1廳1衛,0,13,9,['L'],松山區
台北市松山區八德路二段,25.048328,121.546527,19.6年,11.8,2900,0,1房1廳1衛,1,13,7,['L'],松山區
台北市松山區光復北路,25.056332,121.555105,47.9年,102.63,6850,0,3房3廳2衛,0,7,B1-1,['M'],松山區
台北市松山區民生東路五段,25.0591,121.562398,43.1年,15.86,1580,0,1房1廳1衛,0,15,7,['L'],松山區
台北市松山區復興南路一段,25.045574,121.544087,44.3年,34.8,4350,0,4房2廳1衛1室,1,12,5,['L'],松山區
台北市松山區敦化北路,25.050513739321,121.54858645046,7.3年,197.06,60000,4,2廳1室,0,23,22-23,['L'],松山區
台北市松山區八德路四段,25.049184,121.566407,47.1年,23.39,1720,0,2房2廳2衛,0,5,4,['A'],松山區
台北市松山區八德路四段,25.049831,121.57449,12.2年,14.43,2095,0,1廳1衛,0,13,4,['L'],松山區
台北市松山區南京東路五段,25.051285,121.560489,46.1年,40.19,3580,0,3房2廳1衛1室,0,13,5,['L'],松山區
台北市松山區民生東路五段,25.0591,121.562398,43.1年,38.21,4688,0,6房3廳3衛,0,15,15,['L'],松山區
台北市松山區八德路四段,25.049845,121.575045,19.3年,39.2,3490,1,3房2廳1衛1室,0,13,2-3,['L'],松山區
台北市松山區八德路二段,25.047785,121.545304,17.1年,28.44,3268,1,2房2廳1衛,0,14,9,['L'],松山區
台北市松山區八德路三段,25.047917,121.555837,19.9年,20.2,3999,0,3房2廳2衛1室,1,11,5,['L'],松山區
台北市松山區三民路,25.056338,121.561131,19.2年,67.93,6380,1,4房2廳2衛,0,14,13,['L'],松山區
台北市松山區三民路,25.054773,121.565008,34.0年,40.27,3980,0,3房2廳2衛,0,7,2,['M'],松山區
台北市松山區光復南路,25.047781,121.558353,39.5年,47.4,4180,0,4房2廳2衛,0,6,2,['M'],松山區
台北市松山區八德路三段,25.047753,121.556012,19.9年,9.01,1718,0,1房1廳1衛,1,11,8,['L'],松山區
台北市松山區健康路,25.053343,121.558212,47.7年,45.44,4288,1,3房2廳2衛,0,13,6,['L'],松山區
台北市松山區延吉街,25.044923,121.553528,48.0年,50.17,4800,0,3房2廳2衛1室,0,7,5,['M'],松山區
台北市松山區八德路三段,25.047753,121.556012,19.9年,8.58,1788,0,1房1廳1衛,1,11,6,['L'],松山區
台北市松山區寶清街,25.052942,121.567984,66.8年,23.52,4588,0,3房3廳2衛1室,1,2,1-2,['D'],松山區
台北市松山區民生東路五段,25.058444,121.562764,46.8年,41.36,4288,0,3房2廳2衛,0,15,11,['L'],松山區
台北市松山區南京東路五段,25.051103,121.567764,47.4年,25.39,2790,0,3房2廳1衛,0,11,11,['L'],松山區
台北市松山區敦化南路一段,25.046125,121.548028,2.9年,60.77,7380,2,1房2廳2衛1室,0,12,10,['L'],松山區
台北市松山區敦化南路一段,25.045867,121.547843,11.8年,34.01,5600,1,3房2廳2衛1室,1,7,1,['M'],松山區
台北市松山區三民路,25.056577,121.565264,0.7年,48.36,5388,1,3房2廳2衛,0,24,8,['L'],松山區
台北市松山區八德路四段,25.049845,121.575045,19.3年,27.48,2280,1,1房2廳2衛1室,0,13,2-3,['L'],松山區
台北市松山區民權東路五段,25.063291,121.565167,51.7年,30.94,3480,0,10房1廳9衛,1,4,4,['A'],松山區
台北市松山區民權東路三段,25.061515,121.547327,47.6年,37.54,2990,0,5房2廳2衛,0,5,4,['A'],松山區
台北市松山區民生東路五段,25.060075,121.565357,50.7年,31.01,3088,0,3房2廳2衛,0,4,2,['A'],松山區
台北市松山區八德路三段,25.047917,121.555837,19.9年,9.97,1980,0,1房1廳1衛1室,1,11,7,['L'],松山區
台北市松山區南京東路五段,25.051903,121.565618,40.6年,38.88,3180,0,2房2廳1衛1室,1,5,1,['A'],松山區
台北市松山區撫遠街,25.065764,121.565735,51.0年,27.67,2168,0,3房2廳1衛,0,4,4,['A'],松山區
台北市松山區八德路三段,25.04539,121.552242,40.2年,45.39,4688,0,3房2廳2衛1室,0,6,3,['M'],松山區
台北市松山區民生東路五段,25.058908462241,121.56708524094,42.9年,35.38,3380,0,5房5衛,0,5,2,['A'],松山區
台北市松山區民生東路四段,25.058433,121.551114,51.2年,40.83,4800,0,4房4廳2衛1室,1,4,4,['A'],松山區
台北市松山區南京東路三段,25.053431,121.547567,40.6年,15.3,2418,0,1房1廳1衛,0,7,3,['M'],松山區
台北市松山區光復北路,25.057822,121.556029,56.4年,36.16,3980,0,6房6衛,1,4,4,['A'],松山區
台北市松山區饒河街,25.050694,121.574534,45.7年,10.73,1100,0,1廳1衛,0,8,8,['M'],松山區
台北市松山區三民路,25.057721839945,121.56252332034,53.2年,35.43,2950,0,6房6衛,0,4,4,['A'],松山區
台北市松山區八德路二段,25.047649,121.546449,59.2年,29.3,3980,0,4房1廳1衛1室,1,4,1,['A'],松山區
台北市松山區寶清街,25.05245,121.568989,44.2年,35.92,3280,0,6房4廳4衛1室,1,7,7,['M'],松山區
台北市松山區新東街,25.061741429508,121.5653611943,51.9年,28.94,2800,0,4房1廳1衛,0,4,1,['A'],松山區
台北市松山區南京東路五段,25.051886,121.565877,66.7年,16.75,2880,0,3房2廳1衛,1,3,2,['A'],松山區
台北市松山區八德路三段,25.045639,121.55079,58.1年,17.45,2250,0,2房1廳1衛,0,4,2,['A'],松山區
台北市松山區民族東路,25.06424,121.547092,44.6年,40.62,2680,0,3房2廳2衛,0,7,5,['M'],松山區
台北市松山區民生東路四段,25.058145,121.552273,56.5年,32.89,4200,0,6房6衛,0,4,3,['A'],松山區
台北市松山區南京東路三段,25.053431,121.547567,40.6年,22.79,2485,0,2房2廳1衛,0,7,5,['M'],松山區
台北市松山區八德路四段,25.048908,121.563416,39.9年,46.47,3980,0,4房2廳2衛,0,7,6,['M'],松山區
台北市松山區八德路四段,25.050284,121.564031,50.9年,34.39,2998,0,3房2廳2衛,0,4,4,['A'],松山區
台北市松山區八德路三段,25.048024,121.55722,23.5年,67.96,5500,2,1廳1室,0,13,11,['L'],松山區
台北市松山區光復南路,25.046557,121.555612,33.7年,41.14,4986,0,2房2廳2衛,0,9,9,['M'],松山區
台北市松山區光復北路,25.048508,121.557377,37.1年,34.03,2958,0,4房4衛,0,12,1,['L'],松山區
台北市松山區民生東路三段,25.058353,121.546904,45.2年,54.78,4680,0,6房6衛,1,7,7,['M'],松山區
台北市松山區南京東路五段,25.052333,121.566439,37.5年,21.21,1880,0,3房2廳1衛,0,5,4,['A'],松山區
台北市松山區敦化北路,25.055275426312,121.55089262374,58.2年,21.03,5880,0,3房2廳3衛,1,4,1,['A'],松山區
台北市松山區三民路,25.056692,121.565057,0.7年,48.81,5380,1,3房2廳2衛,0,24,6,['L'],松山區
台北市松山區塔悠路,25.057379,121.569603,21.1年,19.04,1800,0,1房2廳1衛1室,1,4,2,['M'],松山區
台北市松山區民生東路五段,25.058254,121.557561,56.3年,36.16,3680,0,4房4衛,0,4,2,['A'],松山區
台北市松山區八德路三段,25.045044,121.551632,60.2年,22.96,3600,0,1房1廳2衛,1,3,1,['A'],松山區
台北市松山區南京東路五段,25.051825,121.569813,43.7年,26.52,2100,0,7房3衛,1,5,5,['A'],松山區
台北市松山區新東街,25.058042592286,121.5649760203,52.6年,33.21,5880,0,8房2廳10衛,1,4,1,['A'],松山區
台北市松山區八德路三段,25.045045,121.551574,60.7年,35.94,5688,0,5房3廳3衛2室,1,2,1-2,['D'],松山區
台北市松山區八德路四段,25.047582415747,121.56053659546,50.2年,38.58,4000,0,5房2廳2衛,1,4,1,['A'],松山區
台北市松山區寶清街,25.052429,121.568926,60.7年,40.14,4500,0,9房1廳11衛,1,2,1-2,['D'],松山區
台北市松山區八德路三段,25.047955,121.55529,36.4年,11.14,1700,0,1房1衛,0,12,6,['C'],松山區
台北市松山區敦化北路,25.054103,121.549503,55.7年,61.82,7680,0,4房2廳2.5衛4室,1,12,5-6,['L'],松山區
台北市松山區八德路三段,25.046503,121.552122,50.2年,83.7,8768,0,5房4廳4衛,0,4,B1-1,['A'],松山區
台北市松山區塔悠路,25.052389,121.570457,31.0年,54.62,3780,1,4房4衛,0,12,10,['L'],松山區
台北市松山區民權東路三段,25.063065,121.54588,41.0年,35.62,3750,0,3房2廳2衛,0,7,1,['M'],松山區
台北市松山區寶清街,25.051836,121.567819,56.4年,15.44,1570,0,4房4衛,1,4,4,['A'],松山區
台北市松山區新東街,25.061755,121.565471,51.9年,28.94,2698,0,4房2廳1衛,0,4,1,['A'],松山區
台北市松山區民生東路五段,25.0591,121.562398,43.1年,15.68,1588,0,1房1廳1衛,1,15,2,['L'],松山區
台北市松山區南京東路三段,25.053431,121.547567,40.6年,8.71,1300,0,1房1廳1衛,0,7,5,['C'],松山區
台北市松山區健康路,25.053865,121.561218,58.9年,44.96,4380,0,4房2廳2衛1室,0,4,2,['A'],松山區
台北市松山區八德路三段,25.047252,121.550327,46.1年,52.76,1900,0,4房1廳2衛2室,0,7,-1,['M'],松山區
台北市松山區復興北路,25.063656,121.544433,42.9年,42.44,3500,0,5房5衛,0,12,5,['L'],松山區
台北市松山區民生東路四段,25.058529,121.552222,52.5年,31.96,4988,0,2廳3衛3室,1,4,1,['A'],松山區
台北市松山區新東街,25.058115,121.5664,53.2年,35.01,3280,0,7房7衛,1,4,4,['A'],松山區
台北市松山區民生東路五段,25.057841,121.560005,47.8年,37.1,5880,0,3房3廳2衛,1,4,4,['A'],松山區
台北市松山區撫遠街,25.064847832387,121.56529992424,52.6年,26.09,2200,0,7房7衛,1,4,4,['A'],松山區
台北市松山區新中街,25.061306,121.560387,44.8年,41.86,12500,0,1廳1衛,0,4,1,['M'],松山區
台北市松山區撫遠街,25.06285,121.565832,49.9年,34.29,2798,0,3房2廳2衛,0,4,2,['A'],松山區
台北市文山區辛亥路四段,25.006585,121.55936,43.5年,33.61,1430,0,3房2廳1衛1室,0,5,5,['A'],文山區
台北市文山區景華街,24.996313,121.547997,18.5年,43.64,3380,1,3房2廳2衛,0,7,2,['M'],文山區
台北市文山區福興路,25.006857,121.551147,42.5年,21.79,1388,0,2房2廳1衛,0,5,2,['A'],文山區
台北市文山區試院路,24.990366,121.546028,40.2年,43.02,1850,0,7房2廳2衛,0,5,1,['A'],文山區
台北市文山區景華街,24.996552,121.547996,48.9年,44.72,2088,0,5房3廳2衛1室,0,4,4,['A'],文山區
台北市文山區辛亥路四段,25.008661,121.561555,22.5年,13.31,998,0,1房1廳1衛,0,14,4,['L'],文山區
台北市文山區興德路,25.003209,121.557744,47.6年,28.28,1750,0,3房2廳1衛,0,4,2,['A'],文山區
台北市文山區辛亥路五段,24.99808,121.553112,42.6年,41.19,2768,0,3房2廳2衛1室,0,7,7,['M'],文山區
台北市文山區景福街,24.995978,121.536368,44.8年,33.8,1888,0,3房2廳2衛,0,5,4,['A'],文山區
台北市文山區辛亥路四段,25.008921,121.560663,22.5年,62.23,3688,1,3房2廳2衛,0,11,7,['L'],文山區
台北市文山區福興路,25.005534,121.551807,36.3年,30.65,1880,0,3房2廳2衛,0,5,1,['A'],文山區
台北市文山區景仁街,24.998615,121.537437,46.1年,32.49,2288,0,3房2廳2衛,0,4,2,['A'],文山區
台北市文山區福興路,25.006146,121.550107,16.3年,46.47,2898,1,3房2廳2衛,0,12,7,['L'],文山區
台北市文山區景華街,24.999044,121.547555,54.6年,38.02,2150,0,4房2廳2衛,0,4,4,['A'],文山區
台北市文山區羅斯福路五段,25.003159,121.538255,46.6年,41.46,2688,0,4房2廳2衛,0,5,4,['A'],文山區
台北市文山區木柵路二段,24.992526,121.561958,29.5年,34.6,1968,0,3房2廳2衛,0,17,4,['L'],文山區
台北市文山區福興路,25.005984,121.551704,34.9年,44.04,2288,0,3房2廳2衛,0,6,5,['M'],文山區
台北市文山區木柵路三段,24.989841,121.568757,1.2年,65.92,5800,1,4房2廳2衛,0,29,19,['L'],文山區
台北市文山區木柵路一段,24.987749,121.546837,43.2年,22.35,1220,0,2房2廳1衛,0,5,2,['A'],文山區
台北市文山區景興路,24.993061,121.545334,43.7年,24.42,1450,0,3房2廳1衛,0,5,4,['A'],文山區
台北市文山區木柵路一段,24.98684,121.548205,20.8年,34.39,2568,0,2房2廳2衛1室,1,9,9,['M'],文山區
台北市文山區仙岩路,24.995958,121.549926,28.0年,41.74,1998,1,3房2廳2衛,0,3,3,['A'],文山區
台北市文山區辛亥路四段,25.008779,121.561218,22.5年,13.85,1240,0,1房1廳1衛,0,14,13,['L'],文山區
台北市文山區福興路,25.006708,121.549781,13.5年,63.71,3480,2,3房2廳2衛,0,14,12,['L'],文山區
台北市文山區萬芳路,24.996575,121.562943,17.7年,70.85,5688,1,4房2廳2衛1室,0,15,4,['L'],文山區
台北市文山區興隆路二段,25.003319,121.546525,11.8年,60.26,4280,1,3房2廳2衛,0,11,9,['L'],文山區
台北市文山區興隆路二段,25.002468,121.549325,29.7年,46.9,2988,1,3房2廳2衛,0,13,7,['L'],文山區
台北市文山區木柵路一段,24.98684,121.548205,20.8年,48.29,2788,1,2房2廳2衛,1,9,8,['M'],文山區
台北市文山區木新路三段,24.982648,121.565209,51.5年,27.55,1658,0,3房2廳1衛,0,4,3,['A'],文山區
台北市文山區指南路二段,24.988468,121.574558,48.4年,29.28,1780,0,4房2廳2衛,1,4,4,['A'],文山區
台北市文山區萬隆街,25.000368,121.536841,44.3年,44.68,2680,0,3房2廳2衛,0,5,2,['A'],文山區
台北市文山區興隆路三段,24.992837,121.559582,46.7年,34.45,1650,0,5房4廳3衛,1,5,5,['A'],文山區
台北市文山區興隆路二段,24.999908,121.55261,50.9年,27.51,3280,0,3房2廳2衛,0,4,1,['A'],文山區
台北市文山區秀明路一段,24.990198,121.563603,42.8年,30.98,1680,0,3房2廳1衛,0,5,4,['A'],文山區
台北市文山區木柵路二段,24.992031,121.561494,29.5年,34.38,1988,1,3房2廳1.5衛,0,17,12,['L'],文山區
台北市文山區福興路,25.006367,121.5501,16.3年,32.17,1985,1,2房2廳1衛,0,12,10,['L'],文山區
台北市文山區福興路,25.006594,121.550801,42.5年,29.14,1580,0,3房2廳2衛,0,5,4,['A'],文山區
台北市文山區興隆路二段,24.999576,121.552753,46.4年,29.78,1885,0,3房2廳1衛,0,5,3,['A'],文山區
台北市文山區興隆路三段,24.995984,121.561353,42.6年,28.04,1688,0,2房2廳1.5衛,0,5,3,['A'],文山區
台北市文山區興隆路二段,25.00215,121.553876,37.7年,37.54,2480,0,3房2廳2衛,0,7,4,['M'],文山區
台北市文山區政大一街,24.985468,121.586524,14.9年,26.96,1999,0,1房1廳1衛,0,11,7,['L'],文山區
台北市文山區辛亥路四段,25.008921,121.560663,22.5年,43.2,3268,0,3房2廳2衛1室,0,11,4,['L'],文山區
台北市文山區福興路,25.004607,121.549606,33.3年,32.74,1800,0,3房2廳2衛1室,0,5,-1,['M'],文山區
台北市文山區羅斯福路五段,25.007905,121.538549,22.4年,25.13,2500,0,2房1廳1衛,0,9,5,['M'],文山區
台北市文山區政大一街,24.987877,121.587442,23.2年,43.96,2480,1,3房2廳1衛,0,7,3,['M'],文山區
台北市文山區和興路,24.98476,121.546118,36.1年,32.93,1480,0,2房2廳1衛,0,5,4,['A'],文山區
台北市文山區羅斯福路六段,24.996912,121.539609,30.0年,80.47,4650,3,3房2廳2衛,0,10,3,['M'],文山區
台北市文山區興隆路三段,24.994565,121.562475,41.6年,30.58,1398,0,5房3廳3衛,1,5,5,['A'],文山區
台北市文山區景福街,24.998422,121.537152,57.8年,41.56,3500,0,3房3廳2衛,0,4,1,['A'],文山區
台北市文山區一壽街,24.979782,121.557233,35.8年,46.54,2980,1,4房2廳2衛,0,8,4,['M'],文山區
台北市文山區福興路,25.006708,121.549781,13.5年,52.11,3198,2,2房2廳2衛1室,0,14,11,['L'],文山區
台北市文山區木柵路三段,24.989906,121.56755,17.3年,29.1,2580,1,2房2廳1衛,0,7,3,['M'],文山區
台北市文山區樟新街,24.979368,121.555648,29.1年,24.3,1620,1,2房2廳1衛,1,7,3,['M'],文山區
台北市文山區景隆街,24.998183,121.543615,32.9年,64.71,2979,1,3房2廳2衛,0,14,3,['L'],文山區
台北市文山區久康街,24.989498,121.56577,19.5年,61.58,4088,1,4房2廳2衛,0,9,6,['M'],文山區
台北市文山區興隆路四段,24.98449,121.564228,32.7年,22.63,1168,0,1房2廳1衛,0,5,5,['A'],文山區
台北市文山區和興路,24.985057,121.546194,32.1年,64.89,3000,0,3房2廳3衛1室,0,5,B1-1,['A'],文山區
台北市文山區萬芳路,24.997257,121.562921,30.1年,33.67,2730,0,3房2廳2衛,0,12,12,['L'],文山區
台北市文山區萬壽路,24.98555,121.587975,17.8年,55.24,2980,1,4房2廳3衛1室,0,5,4,['M'],文山區
台北市文山區汀州路四段,25.00465,121.535839,15.4年,58.4,4388,1,4房2廳2衛,0,8,8,['M'],文山區
台北市文山區辛亥路四段,25.008956,121.559129,30.6年,46.02,2988,1,3房2廳2衛,0,18,14,['L'],文山區
台北市文山區政大二街,24.988299,121.586986,22.8年,43.1,1688,1,3房2廳1衛1室,0,5,5,['A'],文山區
台北市文山區和興路,24.985282,121.546786,46.1年,33.34,1588,0,3房2廳1衛,0,5,2,['A'],文山區
台北市文山區三福街,24.996732,121.541497,36.9年,48.78,3398,0,4房2廳2衛,0,8,2,['M'],文山區
台北市文山區木新路三段,24.981459,121.563387,11.4年,127.12,8580,3,2廳2衛,0,14,4,['L'],文山區
台北市文山區辛亥路四段,25.009855,121.559164,39.7年,32.46,1888,0,3房2廳2衛,0,5,2,['A'],文山區
台北市文山區萬壽路,24.986706,121.587369,18.4年,12.77,899,1,1房1衛,0,5,1,['M'],文山區
台北市文山區指南路三段,24.981874,121.580716,18.5年,57.48,3080,2,3房2廳2衛,0,10,3,['M'],文山區
