路段,緯度,經度,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
台北市南港區研究院路二段,25.046602168094,121.61597697153,0,0,0,0,0,1,0,0,0,0,0,0,32.1,80.49,4280,2,6.0,2.0,3.0,0.0,1,2,-1,2,3,0,0,0,0,1
台北市南港區研究院路二段,25.036213,121.61241,0,0,0,0,0,1,0,0,0,0,0,0,45.3,35.95,2400,0,2.0,2.0,5.0,0.0,0,2,1,2,2,0,0,0,0,1
台北市南港區南深路,25.037773,121.621264,0,0,0,0,0,1,0,0,0,0,0,0,0.2,40.16,3588,1,3.0,2.0,2.0,0.0,0,5,5,5,1,0,0,0,1,0
台北市南港區港東街,25.056215,121.620362,0,0,0,0,0,1,0,0,0,0,0,0,0.5,40.8,4688,1,3.0,2.0,2.0,0.0,0,10,4,4,1,0,0,0,1,0
台北市南港區研究院路二段,25.037240000318,121.61584438708,0,0,0,0,0,1,0,0,0,0,0,0,46.6,36.75,3320,0,7.0,3.0,3.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市南港區南港路三段,25.054715,121.591987,0,0,0,0,0,1,0,0,0,0,0,0,56.2,21.97,2490,0,1.0,2.0,1.0,1.0,1,4,2,2,1,1,0,0,0,0
台北市南港區南深路,25.037773,121.621264,0,0,0,0,0,1,0,0,0,0,0,0,0.2,40.16,3550,1,3.0,2.0,2.0,0.0,0,5,3,3,1,0,0,0,1,0
台北市南港區東新街,25.045137,121.593326,0,0,0,0,0,1,0,0,0,0,0,0,39.8,38.0,2168,0,5.0,3.0,5.0,1.0,1,5,5,5,1,1,0,0,0,0
台北市南港區南港路二段,25.054449,121.600262,0,0,0,0,0,1,0,0,0,0,0,0,32.3,36.08,2800,1,2.0,2.0,1.0,0.0,0,12,6,6,1,0,1,0,0,0
台北市南港區興中路,25.055353,121.606967,0,0,0,0,0,1,0,0,0,0,0,0,13.4,51.04,4888,1,2.0,2.0,2.0,0.0,0,25,15,15,1,0,1,0,0,0
台北市南港區八德路四段,25.051368,121.581751,0,0,0,0,0,1,0,0,0,0,0,0,12.5,81.6,6988,2,3.0,2.0,2.0,0.0,0,12,8,8,1,0,1,0,0,0
台北市南港區福德街,25.039075,121.592035,0,0,0,0,0,1,0,0,0,0,0,0,27.8,38.72,2858,0,3.0,2.0,1.0,0.0,0,19,18,18,1,0,1,0,0,0
台北市南港區南港路三段,25.052021,121.581252,0,0,0,0,0,1,0,0,0,0,0,0,41.2,29.03,2380,0,3.0,3.0,3.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市南港區重陽路,25.06182,121.612314,0,0,0,0,0,1,0,0,0,0,0,0,19.9,66.01,5700,1,5.0,2.0,5.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市南港區重陽路,25.055427,121.595399,0,0,0,0,0,1,0,0,0,0,0,0,4.1,22.21,1990,1,1.0,1.0,1.0,0.0,0,14,10,10,1,0,1,0,0,0
台北市南港區重陽路,25.057877489117,121.59702219876,0,0,0,0,0,1,0,0,0,0,0,0,16.5,93.12,10888,2,3.0,2.0,2.0,2.0,0,9,1,1,1,0,0,0,1,0
台北市南港區昆陽街,25.048134,121.594016,0,0,0,0,0,1,0,0,0,0,0,0,9.5,100.11,12588,1,2.0,2.0,2.0,0.0,0,17,9,9,1,0,1,0,0,0
台北市南港區忠孝東路六段,25.046066,121.585042,0,0,0,0,0,1,0,0,0,0,0,0,41.7,30.26,2980,0,3.0,2.0,2.0,0.0,1,7,1,1,1,0,0,0,1,0
台北市南港區興華路,25.056585,121.604723,0,0,0,0,0,1,0,0,0,0,0,0,46.8,25.07,2288,0,3.0,2.0,1.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市南港區忠孝東路六段,25.046568,121.58475,0,0,0,0,0,1,0,0,0,0,0,0,41.6,31.45,2750,0,3.0,2.0,1.0,0.0,0,7,4,4,1,0,0,0,1,0
台北市南港區八德路四段,25.051224,121.582162,0,0,0,0,0,1,0,0,0,0,0,0,47.3,22.27,1788,0,3.0,2.0,1.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市南港區重陽路,25.061781,121.612042,0,0,0,0,0,1,0,0,0,0,0,0,19.9,66.96,6700,1,5.0,2.0,4.0,1.0,1,2,1,2,2,0,0,0,0,1
台北市南港區研究院路三段,25.034911,121.613871,0,0,0,0,0,1,0,0,0,0,0,0,47.6,18.39,1498,0,8.0,0.0,8.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市南港區福德街,25.038308,121.59019,0,0,0,0,0,1,0,0,0,0,0,0,48.8,13.92,1198,0,2.0,2.0,1.0,0.0,1,4,1,1,1,1,0,0,0,0
台北市南港區福德街,25.039823,121.591892,0,0,0,0,0,1,0,0,0,0,0,0,27.8,45.94,3680,0,3.0,2.0,2.0,0.0,0,12,9,9,1,0,1,0,0,0
台北市南港區興中路,25.056764,121.606312,0,0,0,0,0,1,0,0,0,0,0,0,31.3,31.2,3250,0,3.0,2.0,1.0,0.0,0,17,5,5,1,0,1,0,0,0
台北市南港區經貿二路,25.061819,121.615308,0,0,0,0,0,1,0,0,0,0,0,0,13.3,111.05,10220,2,0.0,1.0,0.0,0.0,0,14,1,1,1,0,1,0,0,0
台北市南港區經貿二路,25.061539,121.614318,0,0,0,0,0,1,0,0,0,0,0,0,15.3,48.78,4380,1,2.0,2.0,5.0,1.0,0,13,9,9,1,0,1,0,0,0
台北市南港區向陽路,25.056954,121.59376,0,0,0,0,0,1,0,0,0,0,0,0,2.3,35.28,4300,1,2.0,2.0,1.0,0.0,0,10,5,5,1,0,0,0,1,0
台北市南港區經貿二路,25.062093,121.613922,0,0,0,0,0,1,0,0,0,0,0,0,12.0,114.14,11988,2,3.0,2.0,2.0,1.0,0,21,3,3,1,0,1,0,0,0
台北市南港區經貿二路,25.061456,121.614926,0,0,0,0,0,1,0,0,0,0,0,0,12.0,81.09,6988,2,3.0,2.0,2.0,0.0,0,9,5,5,1,0,0,0,1,0
台北市南港區興華路,25.054476,121.60529,0,0,0,0,0,1,0,0,0,0,0,0,36.2,39.16,3780,0,3.0,2.0,5.0,0.0,0,13,3,3,1,0,1,0,0,0
台北市南港區重陽路,25.062949,121.614688,0,0,0,0,0,1,0,0,0,0,0,0,19.1,33.72,2888,2,2.0,2.0,2.0,0.0,1,12,3,3,1,0,1,0,0,0
台北市南港區港東街,25.056902,121.620876,0,0,0,0,0,1,0,0,0,0,0,0,19.2,29.55,3188,1,2.0,2.0,1.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市南港區福德街,25.040942,121.591032,0,0,0,0,0,1,0,0,0,0,0,0,27.8,38.58,2988,0,3.0,2.0,1.0,0.0,0,18,17,17,1,0,1,0,0,0
台北市南港區東新街,25.04539,121.586398,0,0,0,0,0,1,0,0,0,0,0,0,41.5,48.09,3430,0,4.0,2.0,2.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市南港區松河街,25.06146,121.611936,0,0,0,0,0,1,0,0,0,0,0,0,16.3,36.79,3288,1,2.0,2.0,1.0,0.0,0,7,3,3,1,0,0,0,1,0
台北市南港區重陽路,25.060314,121.611849,0,0,0,0,0,1,0,0,0,0,0,0,9.9,78.14,6600,2,2.0,2.0,2.0,0.0,0,15,4,4,1,0,1,0,0,0
台北市南港區經貿二路,25.062059,121.61506,0,0,0,0,0,1,0,0,0,0,0,0,12.6,33.18,3480,1,2.0,2.0,1.0,0.0,0,11,2,2,1,0,1,0,0,0
台北市南港區玉成街,25.043889,121.583044,0,0,0,0,0,1,0,0,0,0,0,0,42.8,41.31,3988,0,3.0,2.0,3.0,0.0,0,7,4,4,1,0,0,0,1,0
台北市南港區忠孝東路六段,25.045763,121.582813,0,0,0,0,0,1,0,0,0,0,0,0,41.3,44.29,4980,0,6.0,0.0,6.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市南港區研究院路二段,25.048152,121.614254,0,0,0,0,0,1,0,0,0,0,0,0,40.3,31.66,1680,0,3.0,2.0,5.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市南港區重陽路,25.05525,121.595312,0,0,0,0,0,1,0,0,0,0,0,0,4.1,24.77,2888,0,2.0,1.0,1.0,0.0,0,14,10,10,1,0,1,0,0,0
台北市南港區港東街,25.056353,121.620474,0,0,0,0,0,1,0,0,0,0,0,0,0.5,48.11,5730,1,3.0,2.0,2.0,0.0,0,10,10,10,1,0,0,0,1,0
台北市南港區大坑街,25.040641,121.620975,0,0,0,0,0,1,0,0,0,0,0,0,2.6,16.5,2056,0,2.0,2.0,1.0,0.0,1,12,10,10,1,0,1,0,0,0
台北市南港區重陽路,25.062549,121.613411,0,0,0,0,0,1,0,0,0,0,0,0,3.2,28.56,2898,1,2.0,2.0,1.0,0.0,0,12,4,4,1,0,1,0,0,0
台北市南港區大坑街,25.040641,121.620975,0,0,0,0,0,1,0,0,0,0,0,0,2.6,19.14,2206,0,3.0,2.0,1.0,0.0,1,12,4,4,1,0,1,0,0,0
台北市南港區大坑街,25.040641,121.620975,0,0,0,0,0,1,0,0,0,0,0,0,2.6,20.0,3726,0,3.0,2.0,2.0,0.0,1,12,12,12,1,0,1,0,0,0
台北市南港區大坑街,25.040641,121.620975,0,0,0,0,0,1,0,0,0,0,0,0,2.6,25.63,2938,0,3.0,1.0,1.0,0.0,1,12,7,7,1,0,1,0,0,0
台北市南港區經貿二路,25.061074,121.617273,0,0,0,0,0,1,0,0,0,0,0,0,17.8,81.64,8888,2,4.0,2.0,2.0,0.0,0,9,1,1,1,0,0,0,1,0
台北市南港區經貿二路,25.062093,121.613922,0,0,0,0,0,1,0,0,0,0,0,0,12.0,100.47,10888,1,3.0,2.0,0.0,0.0,0,18,2,2,1,0,1,0,0,0
台北市南港區忠孝東路六段,25.048824,121.589211,0,0,0,0,0,1,0,0,0,0,0,0,51.2,28.17,1878,0,3.0,2.0,1.0,0.0,0,4,4,4,1,1,0,0,0,0
台北市南港區重陽路,25.058841,121.595268,0,0,0,0,0,1,0,0,0,0,0,0,18.3,39.4,2950,1,2.0,2.0,1.0,0.0,0,10,5,5,1,0,0,0,1,0
台北市南港區南港路一段,25.054507,121.613018,0,0,0,0,0,1,0,0,0,0,0,0,51.1,28.18,1988,0,3.0,2.0,1.0,1.0,0,4,3,3,1,1,0,0,0,0
台北市南港區舊莊街二段,25.038164,121.623538,0,0,0,0,0,1,0,0,0,0,0,0,31.4,35.24,2488,0,3.0,2.0,2.0,0.0,0,7,3,3,1,0,0,0,1,0
台北市南港區福山街,25.045276,121.616789,0,0,0,0,0,1,0,0,0,0,0,0,53.4,18.27,3380,0,6.0,3.0,3.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市南港區忠孝東路七段,25.052975,121.615758,0,0,0,0,0,1,0,0,0,0,0,0,43.7,30.83,2850,0,4.0,0.0,4.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市南港區研究院路二段,25.038565,121.616694,0,0,0,0,0,1,0,0,0,0,0,0,52.6,28.69,2088,0,3.0,2.0,2.0,1.0,1,4,1,1,1,1,0,0,0,0
台北市南港區南港路一段,25.054632,121.614155,0,0,0,0,0,1,0,0,0,0,0,0,51.7,24.99,2180,0,6.0,6.0,6.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市南港區福德街,25.03884,121.589737,0,0,0,0,0,1,0,0,0,0,0,0,48.8,24.65,1873,0,3.0,2.0,1.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市南港區重陽路,25.057016,121.600482,0,0,0,0,0,1,0,0,0,0,0,0,42.1,32.45,2888,0,3.0,2.0,2.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市南港區重陽路,25.060179,121.611743,0,0,0,0,0,1,0,0,0,0,0,0,9.9,67.6,5685,2,2.0,2.0,2.0,0.0,0,15,15,15,1,0,1,0,0,0
台北市南港區玉成街,25.043851,121.584217,0,0,0,0,0,1,0,0,0,0,0,0,31.0,77.16,7888,1,3.0,3.0,4.0,0.0,0,3,1,3,3,0,0,0,0,1
台北市南港區八德路四段,25.050926,121.580351,0,0,0,0,0,1,0,0,0,0,0,0,30.2,40.57,2238,1,2.0,1.0,1.0,0.0,1,16,5,5,1,0,1,0,0,0
台北市南港區重陽路,25.0594,121.609503,0,0,0,0,0,1,0,0,0,0,0,0,43.7,31.61,2150,0,3.0,2.0,2.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市南港區興東街,25.055664,121.6129,0,0,0,0,0,1,0,0,0,0,0,0,30.3,75.98,12172,2,3.0,4.0,4.0,0.0,0,7,5,5,1,0,0,0,1,0
台北市南港區富康街,25.051943,121.616966,0,0,0,0,0,1,0,0,0,0,0,0,51.2,32.6,2498,0,3.0,2.0,5.0,1.0,0,4,4,4,1,1,0,0,0,0
台北市南港區園區街,25.059449,121.613371,0,0,0,0,0,1,0,0,0,0,0,0,52.0,45.85,6788,0,12.0,0.0,12.0,0.0,1,2,1,2,2,0,0,0,0,1
台北市南港區東新街,25.045493,121.59312,0,0,0,0,0,1,0,0,0,0,0,0,39.6,40.64,3150,0,3.0,2.0,2.0,1.0,1,5,2,2,1,1,0,0,0,0
台北市南港區福德街,25.039023,121.588662,0,0,0,0,0,1,0,0,0,0,0,0,50.3,23.9,1862,0,3.0,2.0,1.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市南港區研究院路二段,25.037935,121.616876,0,0,0,0,0,1,0,0,0,0,0,0,53.3,24.93,1788,0,3.0,2.0,1.0,0.0,0,4,2,2,1,1,0,0,0,0
台北市南港區舊莊街一段,25.036173,121.623649,0,0,0,0,0,1,0,0,0,0,0,0,49.3,26.86,1688,0,4.0,3.0,5.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市南港區經貿二路,25.0626,121.615014,0,0,0,0,0,1,0,0,0,0,0,0,6.1,32.33,4088,0,2.0,2.0,1.0,0.0,0,9,5,5,1,0,0,0,1,0
台北市南港區福德街,25.038986,121.589305,0,0,0,0,0,1,0,0,0,0,0,0,50.1,17.91,1538,0,4.0,3.0,2.0,0.0,1,4,4,4,1,1,0,0,0,0
台北市南港區成福路,25.037835,121.590107,0,0,0,0,0,1,0,0,0,0,0,0,41.2,32.62,2450,0,3.0,2.0,2.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市南港區舊莊街一段,25.037827,121.622998,0,0,0,0,0,1,0,0,0,0,0,0,62.7,31.28,2980,0,8.0,3.0,4.0,0.0,1,1,1,1,1,0,0,0,0,1
台北市大同區雙連街,25.058972,121.519381,0,0,0,0,0,0,0,1,0,0,0,0,49.3,39.57,3980,0,4.0,2.0,2.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市大同區酒泉街,25.072237,121.511822,0,0,0,0,0,0,0,1,0,0,0,0,14.7,86.13,4988,2,6.0,3.0,3.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市大同區重慶北路二段,25.059577,121.513763,0,0,0,0,0,0,0,1,0,0,0,0,6.8,27.87,2728,1,2.0,1.0,1.0,0.0,0,15,4,4,1,0,1,0,0,0
台北市大同區歸綏街,25.058094,121.512328,0,0,0,0,0,0,0,1,0,0,0,0,37.9,26.77,1988,0,3.0,2.0,2.0,0.0,0,10,2,2,1,0,0,0,1,0
台北市大同區延平北路二段,25.05815,121.511392,0,0,0,0,0,0,0,1,0,0,0,0,2.3,38.47,3980,1,2.0,2.0,2.0,0.0,0,12,7,7,1,0,1,0,0,0
台北市大同區西寧北路,25.055181,121.508522,0,0,0,0,0,0,0,1,0,0,0,0,93.9,24.72,2220,0,3.0,2.0,1.0,0.0,0,2,2,2,1,1,0,0,0,0
台北市大同區延平北路二段,25.05815,121.511392,0,0,0,0,0,0,0,1,0,0,0,0,2.3,28.03,2980,0,1.0,2.0,1.0,0.0,0,12,7,7,1,0,1,0,0,0
台北市大同區敦煌路,25.075758,121.517101,0,0,0,0,0,0,0,1,0,0,0,0,16.4,53.55,4980,0,4.0,2.0,2.0,2.0,0,15,3,3,1,0,1,0,0,0
台北市大同區鄭州路,25.050319,121.51097,0,0,0,0,0,0,0,1,0,0,0,0,36.7,42.25,3778,0,4.0,2.0,2.0,0.0,0,17,8,8,1,0,1,0,0,0
台北市大同區民生西路,25.056975,121.508948,0,0,0,0,0,0,0,1,0,0,0,0,55.5,22.73,1750,0,2.0,3.0,1.0,2.0,1,4,4,4,1,1,0,0,0,0
台北市大同區寧夏路,25.054715,121.515004,0,0,0,0,0,0,0,1,0,0,0,0,29.4,14.11,1158,0,1.0,1.0,1.0,0.0,0,14,5,5,1,0,0,1,0,0
台北市大同區寧夏路,25.054715,121.515004,0,0,0,0,0,0,0,1,0,0,0,0,29.4,17.94,1480,0,1.0,1.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市大同區重慶北路二段,25.058108,121.513817,0,0,0,0,0,0,0,1,0,0,0,0,0.9,64.98,6899,1,4.0,2.0,3.0,1.0,0,15,12,12,1,0,1,0,0,0
台北市大同區通河西街一段,25.079456,121.515108,0,0,0,0,0,0,0,1,0,0,0,0,16.8,82.6,5600,3,2.0,2.0,3.0,0.0,0,15,11,11,1,0,1,0,0,0
台北市大同區哈密街,25.075786,121.516555,0,0,0,0,0,0,0,1,0,0,0,0,43.2,38.62,1888,0,3.0,3.0,2.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市大同區天水路,25.052868,121.512917,0,0,0,0,0,0,0,1,0,0,0,0,17.3,38.88,3599,1,1.0,2.0,1.0,1.0,0,14,2,2,1,0,1,0,0,0
台北市大同區南京西路,25.053569,121.507724,0,0,0,0,0,0,0,1,0,0,0,0,43.9,78.91,5360,0,6.0,4.0,4.0,0.0,0,12,6,6,1,0,1,0,0,0
台北市大同區承德路二段,25.061412,121.518021,0,0,0,0,0,0,0,1,0,0,0,0,16.6,107.25,9988,3,3.0,2.0,2.0,1.0,0,15,12,12,1,0,1,0,0,0
台北市大同區通河西街一段,25.079456,121.515108,0,0,0,0,0,0,0,1,0,0,0,0,16.8,158.69,10788,6,5.0,3.0,6.0,0.0,0,15,11,11,1,0,1,0,0,0
台北市大同區民權西路,25.06275,121.516409,0,0,0,0,0,0,0,1,0,0,0,0,36.0,24.48,2200,0,2.0,2.0,1.0,0.0,0,18,8,8,1,0,1,0,0,0
台北市大同區寧夏路,25.054715,121.515004,0,0,0,0,0,0,0,1,0,0,0,0,29.4,13.96,1298,0,1.0,1.0,1.0,0.0,0,14,7,7,1,0,1,0,0,0
台北市大同區市民大道一段,25.049133,121.518412,0,0,0,0,0,0,0,1,0,0,0,0,16.6,14.52,668,0,0.0,1.0,1.0,0.0,0,16,14,14,1,0,1,0,0,0
台北市大同區承德路一段,25.050546,121.517167,0,0,0,0,0,0,0,1,0,0,0,0,3.4,83.08,9980,1,3.0,2.0,3.0,2.0,0,32,15,15,1,0,1,0,0,0
台北市大同區通河西街一段,25.079498,121.515058,0,0,0,0,0,0,0,1,0,0,0,0,16.8,76.09,5188,3,3.0,2.0,3.0,0.0,0,15,11,11,1,0,1,0,0,0
台北市大同區南京西路,25.053569,121.507724,0,0,0,0,0,0,0,1,0,0,0,0,43.9,40.4,2738,0,4.0,2.0,2.0,0.0,0,12,6,6,1,0,1,0,0,0
台北市大同區南京西路,25.053588,121.507656,0,0,0,0,0,0,0,1,0,0,0,0,43.9,38.51,2620,0,2.0,2.0,2.0,0.0,0,12,6,6,1,0,1,0,0,0
台北市大同區太原路,25.055318,121.516729,0,0,0,0,0,0,0,1,0,0,0,0,24.1,108.22,8250,2,0.0,1.0,1.0,0.0,0,19,3,3,1,0,1,0,0,0
台北市大同區民族西路,25.068833,121.509924,0,0,0,0,0,0,0,1,0,0,0,0,44.2,50.36,3380,0,4.0,2.0,2.0,0.0,0,7,5,5,1,0,0,0,1,0
台北市大同區市民大道一段,25.04913,121.51841,0,0,0,0,0,0,0,1,0,0,0,0,16.6,19.95,860,1,1.0,1.0,1.0,0.0,0,16,12,12,1,0,1,0,0,0
台北市大同區南京西路,25.053766,121.509322,0,0,0,0,0,0,0,1,0,0,0,0,48.5,32.94,2688,0,3.0,2.0,5.0,0.0,0,6,4,4,1,0,0,0,1,0
台北市大同區華陰街,25.049837,121.517426,0,0,0,0,0,0,0,1,0,0,0,0,46.8,16.84,3080,0,0.0,1.0,1.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市大同區延平北路二段,25.0574,121.511647,0,0,0,0,0,0,0,1,0,0,0,0,46.9,8.9,1058,0,2.0,2.0,1.0,1.0,0,11,9,9,1,0,1,0,0,0
台北市大同區歸綏街,25.059172,121.515919,0,0,0,0,0,0,0,1,0,0,0,0,30.4,12.76,1188,0,1.0,1.0,1.0,0.0,0,7,4,4,1,0,0,0,1,0
台北市大同區民權西路,25.063115,121.51721,0,0,0,0,0,0,0,1,0,0,0,0,38.3,33.65,2998,0,3.0,2.0,2.0,0.0,0,12,7,7,1,0,1,0,0,0
台北市大同區迪化街二段,25.068995,121.511043,0,0,0,0,0,0,0,1,0,0,0,0,45.1,42.63,2700,0,5.0,2.0,2.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市大同區太原路,25.055074,121.516385,0,0,0,0,0,0,0,1,0,0,0,0,13.0,74.31,8588,1,3.0,2.0,2.0,1.0,0,12,8,8,1,0,1,0,0,0
台北市大同區重慶北路一段,25.050466,121.513782,0,0,0,0,0,0,0,1,0,0,0,0,37.4,171.99,13755,0,9.0,6.0,5.0,1.0,0,12,9,9,1,0,1,0,0,0
台北市大同區承德路二段,25.057803,121.518401,0,0,0,0,0,0,0,1,0,0,0,0,1.3,13.42,1710,0,1.0,1.0,1.0,0.0,0,15,2,2,1,0,1,0,0,0
台北市大同區民族西路,25.067639,121.511495,0,0,0,0,0,0,0,1,0,0,0,0,58.6,18.53,1898,0,2.0,1.0,1.0,0.0,0,4,1,1,1,1,0,0,0,0
台北市大同區延平北路四段,25.076246,121.512097,0,0,0,0,0,0,0,1,0,0,0,0,52.1,22.79,1280,0,2.0,2.0,1.0,0.0,0,4,3,3,1,1,0,0,0,0
台北市大同區延平北路二段,25.059328,121.511551,0,0,0,0,0,0,0,1,0,0,0,0,46.9,12.74,1198,0,2.0,1.0,1.0,0.0,0,11,5,5,1,0,1,0,0,0
台北市大同區太原路,25.055074,121.516385,0,0,0,0,0,0,0,1,0,0,0,0,13.0,47.22,5385,1,2.0,1.0,1.0,1.0,0,12,8,8,1,0,1,0,0,0
台北市大同區民生西路,25.057043,121.511942,0,0,0,0,0,0,0,1,0,0,0,0,48.8,33.55,2550,0,3.0,2.0,2.0,0.0,0,11,4,4,1,0,1,0,0,0
台北市大同區民族西路,25.06847,121.515365,0,0,0,0,0,0,0,1,0,0,0,0,3.5,45.73,3988,1,3.0,2.0,2.0,0.0,0,7,5,5,1,0,0,0,1,0
台北市大同區承德路二段,25.057803,121.518401,0,0,0,0,0,0,0,1,0,0,0,0,1.3,13.09,1833,0,1.0,1.0,1.0,0.0,0,15,4,4,1,0,1,0,0,0
台北市大同區安西街,25.060268,121.510067,0,0,0,0,0,0,0,1,0,0,0,0,42.5,21.47,2288,0,2.0,2.0,2.0,0.0,0,9,5,5,1,0,0,0,1,0
台北市大同區哈密街,25.072814,121.5132,0,0,0,0,0,0,0,1,0,0,0,0,46.5,19.36,1198,0,3.0,2.0,1.0,0.0,0,5,4,4,1,1,0,0,0,0
台北市大同區西寧北路,25.056719,121.508878,0,0,0,0,0,0,0,1,0,0,0,0,40.9,36.7,2880,0,3.0,2.0,2.0,0.0,0,7,2,2,1,0,0,0,1,0
台北市大同區太原路,25.055074,121.516385,0,0,0,0,0,0,0,1,0,0,0,0,13.0,27.09,3198,0,1.0,1.0,1.0,0.0,0,12,8,8,1,0,1,0,0,0
台北市大同區重慶北路三段,25.073629,121.513398,0,0,0,0,0,0,0,1,0,0,0,0,48.3,17.39,1338,0,2.0,2.0,1.0,0.0,1,5,4,4,1,1,0,0,0,0
台北市大同區南京西路,25.053083,121.519354,0,0,0,0,0,0,0,1,0,0,0,0,7.0,24.59,3480,1,1.0,1.0,1.0,0.0,0,19,13,13,1,0,1,0,0,0
台北市大同區長安西路,25.050339,121.51982,0,0,0,0,0,0,0,1,0,0,0,0,53.6,44.52,4788,0,5.0,4.0,4.0,0.0,0,8,4,4,1,0,0,0,1,0
台北市大同區太原路,25.054034,121.516136,0,0,0,0,0,0,0,1,0,0,0,0,52.4,17.4,2188,0,2.0,2.0,1.0,0.0,1,4,2,2,1,1,0,0,0,0
台北市大同區哈密街,25.074462,121.51772,0,0,0,0,0,0,0,1,0,0,0,0,55.2,26.51,2888,0,2.0,2.0,5.0,1.0,1,4,1,1,1,1,0,0,0,0
台北市大同區哈密街,25.07306,121.515028,0,0,0,0,0,0,0,1,0,0,0,0,46.2,43.16,2098,0,4.0,2.0,1.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市大同區迪化街二段,25.069331,121.511956,0,0,0,0,0,0,0,1,0,0,0,0,41.1,61.75,4300,1,4.0,2.0,2.0,0.0,0,7,6,6,1,0,0,0,1,0
台北市大同區民權西路,25.06343,121.511823,0,0,0,0,0,0,0,1,0,0,0,0,6.7,90.63,8600,2,4.0,2.0,3.0,0.0,0,19,17,17,1,0,1,0,0,0
台北市大同區承德路三段,25.065858679573,121.51886936602,0,0,0,0,0,0,0,1,0,0,0,0,28.1,66.71,4800,1,3.0,2.0,2.0,2.0,0,11,3,3,1,0,1,0,0,0
台北市大同區重慶北路二段,25.058108,121.513817,0,0,0,0,0,0,0,1,0,0,0,0,0.9,44.5,4670,1,3.0,2.0,2.0,0.0,0,15,13,13,1,0,1,0,0,0
台北市大同區承德路三段,25.067353,121.519277,0,0,0,0,0,0,0,1,0,0,0,0,49.1,40.15,3200,0,5.0,3.0,3.0,3.0,1,5,5,5,1,1,0,0,0,0
台北市大同區民族西路,25.069799,121.512187,0,0,0,0,0,0,0,1,0,0,0,0,43.9,42.74,3855,0,5.0,2.0,2.0,2.0,1,7,7,7,1,0,0,0,1,0
台北市大同區重慶北路三段,25.076274,121.514449,0,0,0,0,0,0,0,1,0,0,0,0,45.3,34.88,2168,0,3.0,2.0,2.0,0.0,0,5,3,3,1,1,0,0,0,0
台北市大同區延平北路四段,25.072614,121.511311,0,0,0,0,0,0,0,1,0,0,0,0,46.5,31.08,2020,0,5.0,2.0,2.0,0.0,1,5,5,5,1,1,0,0,0,0
台北市大同區迪化街二段,25.071714,121.51176,0,0,0,0,0,0,0,1,0,0,0,0,50.8,26.18,2450,0,0.0,2.0,1.0,0.0,1,4,1,1,1,1,0,0,0,0
台北市大同區昌吉街,25.065732,121.516661,0,0,0,0,0,0,0,1,0,0,0,0,55.5,30.12,2272,0,3.0,2.0,2.0,1.0,0,4,3,3,1,1,0,0,0,0
台北市大同區重慶北路三段,25.064302,121.513885,0,0,0,0,0,0,0,1,0,0,0,0,0.6,48.53,5088,1,3.0,2.0,2.0,0.0,0,15,2,2,1,0,1,0,0,0
台北市大同區天水路,25.052374,121.512489,0,0,0,0,0,0,0,1,0,0,0,0,43.7,24.95,2250,0,2.0,2.0,1.0,0.0,0,11,10,10,1,0,1,0,0,0
台北市大同區延平北路三段,25.06537,121.51027,0,0,0,0,0,0,0,1,0,0,0,0,47.5,30.39,1888,0,4.0,3.0,2.0,1.0,1,4,4,4,1,1,0,0,0,0
台北市大同區赤峰街,25.054031,121.519356,0,0,0,0,0,0,0,1,0,0,0,0,14.0,21.3,2688,1,2.0,1.0,1.0,0.0,1,7,6,6,1,0,0,0,1,0
