路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市大同區重慶北路三段,25.067312,121.513164,48.2年,19.12,1688,0,3房2廳1衛,0,5,4,['A']
台北市大同區重慶北路三段,25.068092,121.512369,51.9年,29.29,1988,0,3房2廳1衛,0,4,4,['A']
台北市大同區重慶北路一段,25.05113,121.512525,61.6年,42.73,4580,0,5廳4衛,1,3,1-3,['D']
台北市大同區承德路三段,25.066649,121.518583,53.4年,37.5,3680,0,4房2廳1衛,0,4,3,['A']
台北市大同區民族西路,25.068556,121.511037,37.4年,49.43,4399,0,3房3廳2衛,0,7,4,['M']
台北市大同區五原路,25.056671,121.51736,16.2年,29.98,2588,1,2房2廳1衛2室,1,14,4,['L']
台北市大同區昌吉街,25.066655,121.515654,50.7年,11.07,988,0,2房1廳1衛,0,5,5,['A']
台北市大同區承德路一段,25.05206767165,121.51810723047,46.2年,50.82,8288,0,3房4廳4衛1室,1,4,1-4,['D']
台北市大同區民族西路,25.068014,121.517881,50.9年,20.54,2580,0,3房1廳2衛1室,1,4,1,['A']
台北市大同區敦煌路,25.076882,121.509856,43.4年,34.47,1759,0,4房4衛1室,0,5,2,['A']
台北市大同區雙連街,25.059325,121.519527,55.9年,31.9,3190,0,3房2廳2衛1室,0,4,2,['A']
台北市大同區迪化街二段,25.06903,121.51105,47.3年,22.28,1588,0,4房3廳3衛,1,5,5,['A']
台北市大同區太原路,25.052064,121.516339,63.7年,52.63,9800,0,3房5廳4衛3室,1,3,1-3,['D']
台北市大同區歸綏街,25.058444,121.508786,91.2年,69.56,8100,0,2廳1衛,0,2,1-2,['D']
台北市大同區延平北路四段,25.07159,121.51002,59.4年,21.97,1860,0,2房2廳1衛,0,3,2,['A']
台北市大同區承德路三段,25.067353,121.519277,49.1年,40.15,3800,0,4房2廳2衛,0,5,4,['A']
台北市大同區哈密街,25.074193,121.515379,72.3年,4.91,1280,0,1房1衛,0,1,1-1,['D']
