路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市萬華區中華路二段,25.029758,121.503744,57.6年,6.82,858,0,1房1廳1衛1室,1,5,1,['A']
台北市萬華區華西街,25.037184,121.498656,52.7年,15.19,1298,0,3房1廳3衛,1,4,4,['A']
台北市萬華區康定路,25.039453,121.502041,9.9年,16.24,1480,0,1房1廳1衛,0,26,14,['L']
台北市萬華區貴陽街二段,25.039949,121.502458,52.9年,50.64,3788,0,7房4廳7衛,1,4,4,['A']
台北市萬華區梧州街,25.037422698543,121.49715785744,45.2年,28.57,1588,0,5房5衛,0,5,3,['A']
台北市萬華區長泰街,25.022666,121.500007,51.3年,25.86,1990,0,4房4廳2衛,1,4,4,['A']
台北市萬華區中華路二段,25.034017758872,121.50550641287,45.6年,30.12,2300,0,5房5衛,0,7,3,['M']
台北市萬華區昆明街,25.040219,121.504368,38.9年,32.57,2480,0,3房2廳2衛,0,11,10,['L']
台北市萬華區和平西路三段,25.03537,121.501648,15.0年,19.85,1808,0,1房1廳1衛,0,13,11,['L']
台北市萬華區興義街,25.026478,121.491643,55.9年,27.29,1398,0,3房2廳1衛,0,4,3,['A']
台北市萬華區康定路,25.043566,121.503896,59.4年,10.4,1100,0,3房1衛,0,4,2,['A']
台北市萬華區環河南路二段,25.039282,121.497757,5.6年,25.24,2330,0,2房1廳1衛,0,24,3,['L']
台北市萬華區西園路二段,25.024133479774,121.49223525108,56.6年,23.67,1750,0,5房5衛1室,1,4,4,['A']
台北市萬華區西園路一段,25.038062,121.499809,6.8年,45.12,2800,1,3房2廳2衛,0,12,4,['L']
台北市萬華區武成街,25.020143,121.494609,62.7年,17.95,1280,0,4房4衛,1,3,1-3,['D']
台北市萬華區東園街,25.026891046922,121.49754268031,12.6年,68.02,4960,1,3房2廳2衛,0,11,3,['L']
台北市萬華區桂林路,25.037604,121.505397,11.6年,49.45,4168,1,3房2廳2衛1室,0,19,7,['L']
台北市萬華區萬大路,25.019645,121.495656,56.8年,16.92,960,0,2房1廳1衛,0,4,3,['A']
台北市萬華區雅江街,25.043327,121.501337,67.9年,48.02,3980,0,13房13衛,1,3,1-3,['D']
台北市萬華區武成街,25.017654,121.495435,58.6年,12.96,1680,0,3房1廳1衛,1,3,1,['A']
台北市萬華區康定路,25.037942,121.501589,44.9年,14.45,888,0,2房1廳2衛,0,11,9,['L']
台北市萬華區中華路二段,25.024761,121.508714,47.0年,13.51,1150,0,2房1廳1衛1室,1,12,2,['L']
台北市萬華區武昌街二段,25.044813,121.5062,43.5年,10.19,815,0,1房1廳1衛,0,11,8,['L']
台北市萬華區華西街,25.037662,121.498216,51.5年,30.71,1580,0,5房5衛,0,4,3,['A']
台北市萬華區和平西路三段,25.034986,121.492302,54.9年,20.04,1150,0,3房2廳1衛,1,4,4,['A']
台北市萬華區康定路,25.037942,121.501589,44.9年,8.52,526,0,1房1廳1衛,0,11,11,['L']
台北市萬華區武昌街二段,25.044813,121.5062,43.5年,16.28,1300,0,1房1廳1衛,0,11,8,['L']
台北市萬華區艋舺大道,25.033928,121.504316,41.5年,11.6,798,0,1房2廳1衛,0,5,3,['A']
台北市萬華區萬大路,25.019513,121.497962,50.7年,24.01,1250,0,1房1廳1衛,0,4,2,['A']
台北市萬華區艋舺大道,25.033928,121.504316,41.5年,15.66,988,0,2房4廳2衛,1,5,5,['A']
台北市萬華區西園路二段,25.026038,121.491657,57.9年,23.19,1600,0,1廳1衛,0,4,1,['A']
台北市萬華區雙和街,25.027809,121.501298,50.9年,14.58,960,0,3房2廳1衛,0,5,4,['A']
台北市萬華區艋舺大道,25.033928,121.504316,41.5年,11.6,788,0,1房2廳1衛,0,5,4,['A']
台北市萬華區武成街,25.019024,121.494026,56.3年,63.48,7000,0,9房6廳6衛,1,3,1-3,['D']
台北市萬華區和平西路三段,25.034898,121.49072,47.7年,37.7,2098,0,4房2廳2衛,0,5,3,['A']
台北市萬華區開封街二段,25.047039,121.505345,43.1年,39.21,3330,0,4房2廳3衛,0,9,4,['M']
台北市萬華區環河南路二段,25.034058,121.48987,38.4年,37.61,2068,0,3房2廳2衛,0,16,4,['L']
台北市萬華區西寧南路,25.039999,121.506055,58.5年,35.76,5600,0,2房4廳4衛,1,4,2-4,['A']
