路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型
台北市文山區木柵路三段,24.990272,121.56752,36.6年,51.38,3398,1,3房2廳2衛,0,6,2,['M']
台北市文山區景華街,24.994692,121.546092,46.6年,27.61,1598,0,3房2廳1衛,0,5,5,['A']
台北市文山區萬盛街,25.005265,121.542782,38.7年,33.08,2250,0,3房2廳2衛,0,5,3,['A']
台北市文山區興隆路三段,24.994942,121.559785,41.6年,27.85,1618,0,2房2廳1衛,0,5,5,['A']
台北市文山區景華街,24.994672,121.545959,46.6年,28.71,2988,0,3房2廳2衛,1,5,1,['A']
台北市文山區試院路,24.988482,121.549559,31.8年,21.85,1680,1,2房2廳1衛,0,7,5,['M']
台北市文山區試院路,24.990684,121.547786,31.0年,17,988,0,1房2廳1衛1室,0,7,B1-1,['M']
台北市文山區木柵路一段,24.987537,121.553599,11.5年,38.89,2643,1,2房2廳2衛,0,7,5,['M']
台北市文山區興隆路一段,24.998923,121.544138,49.1年,32.46,2480,0,3房2廳2衛,0,7,6,['M']
台北市文山區景福街,24.998287,121.5372,57.8年,24.82,1858,0,4房2廳1.5衛,0,4,2,['A']
台北市文山區仙岩路,24.999542,121.549795,46.8年,35.2,2088,0,3房2廳1.5衛,0,5,5,['A']
台北市文山區景中街,24.992501,121.541976,35.4年,38.12,2488,0,3房2廳2衛,0,8,5,['M']
台北市文山區景興路,24.992681,121.545936,43.6年,31.09,2230,0,3房2廳1衛,1,5,1,['A']
台北市文山區新光路一段,24.992001,121.573457,37.7年,45.66,2268,0,3房2廳2衛1室,0,5,4,['A']
台北市文山區興隆路三段,24.992149,121.559922,44.3年,30.64,1188,0,4房2廳1衛,0,4,-2,['A']
台北市文山區福興路,25.006675,121.55144,42.5年,23.13,1680,0,2房2廳2衛,0,5,1,['A']
台北市文山區和興路,24.985081,121.548013,29.7年,28.2,1980,0,3房2廳1.5衛,0,7,7,['M']
台北市文山區景華街,24.999179,121.547985,54.6年,27.37,1760,0,5房1廳2衛1室,1,4,4,['A']
台北市文山區萬盛街,25.004971091415,121.54360243188,50.2年,37.61,2088,0,3房2廳2衛,0,4,3,['A']
台北市文山區景後街,24.991406,121.542677,10.6年,73.21,5758,1,3房2廳2衛,0,15,11,['L']
台北市文山區木新路三段,24.982092,121.563121,12.5年,94.64,5788,2,3房2廳2衛1室,0,15,4,['L']
台北市文山區羅斯福路五段,25.003145,121.537161,45.4年,35.61,2500,0,3房2廳2衛,0,5,3,['A']
台北市文山區萬壽路,24.986858,121.5882,30.2年,53.62,2688,1,2房2廳2衛,0,15,4,['L']
台北市文山區景華街,24.995908,121.546575,46.1年,26.61,2098,0,5房3廳2衛,1,5,1,['A']
台北市文山區政大一街,24.986775,121.585762,13.4年,110.84,6680,2,4房2廳3衛3室,0,5,4,['M']
台北市文山區政大一街,24.985531,121.586426,14.9年,82.91,5488,2,2房2廳2衛3室,0,11,7,['L']
台北市文山區木新路三段,24.982381,121.563012,14.7年,83.45,5688,2,3房2廳2衛,0,13,4,['L']
台北市文山區政大二街,24.987727,121.586772,15.6年,47.43,2680,1,2房2廳2衛1室,0,5,3,['M']
台北市文山區仙岩路,24.99697,121.550593,45.7年,36.81,2068,0,3房2廳2衛,0,5,5,['A']
台北市文山區政大二街,24.988544,121.58671,16.4年,75.94,3880,1,4房2廳2衛,1,4,3,['M']
台北市文山區木柵路一段,24.988416,121.54697,44.2年,26.02,1700,0,2房2廳1衛,0,5,5,['A']
台北市文山區興隆路四段,24.984459,121.563986,41.7年,32.21,1680,0,3房2廳2衛,0,7,2,['M']
台北市文山區興隆路四段,24.983836,121.562381,48.1年,22.64,1780,0,3房2廳1衛,1,5,1,['A']
台北市文山區溪口街,24.996009,121.53704,44.2年,26.4,1550,0,3房2廳1.5衛,0,5,5,['A']
台北市文山區辛亥路四段,25.008661,121.561555,22.5年,13.31,968,0,1房1廳1衛,0,14,2,['L']
台北市文山區仙岩路,24.998881,121.549841,30.9年,31.29,2500,0,3房2廳2衛,0,18,10,['L']
台北市文山區辛亥路五段,24.998694,121.553681,43.5年,30.63,1580,0,5房4廳2衛,1,5,5,['A']
台北市文山區木柵路二段,24.990759,121.562318,43.2年,23.65,1388,0,3房2廳1衛,0,4,3,['A']
台北市文山區試院路,24.990505631145,121.54789344953,31.0年,37.46,1650,0,6房2衛,0,7,B1-1,['M']
台北市文山區指南路三段,24.982778,121.580366,15.6年,51.67,2988,1,2房2廳2衛,0,13,13,['L']
台北市文山區秀明路一段,24.990352,121.566238,48.3年,33.8,1980,0,6房4廳2.5衛2室,1,4,4,['A']
台北市文山區景興路,24.992643,121.54558,29.6年,79.62,3880,1,4房3廳3衛,1,8,1,['M']
台北市文山區興隆路一段,24.999098504023,121.54471422524,48.6年,43.6,2850,0,3房2廳2衛,0,5,3,['A']
台北市文山區羅斯福路六段,24.993033,121.539846,57.8年,29.86,2580,0,7房7衛,1,4,1,['A']
台北市文山區興隆路四段,24.984233,121.562006,29.4年,31.93,1868,1,2房2廳2衛,0,8,8,['M']
台北市文山區興隆路二段,24.998374,121.552178,26.0年,40.84,2698,1,2房2廳2衛,0,7,4,['M']
台北市文山區興隆路四段,24.9851,121.5613,44.2年,39.06,1980,0,3房2廳2衛,0,5,2,['A']
台北市文山區興隆路二段,25.002395,121.550301,28.3年,37.79,2488,1,4房2廳2衛,1,6,2,['M']
台北市文山區富山路,24.989027,121.553946,17.3年,37.23,2680,1,2房2廳2衛,0,7,5,['M']
