區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
大安區,59660000,59660000,1468605.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,55500000,55500000,1367395.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,56880000,56880000,1402168.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,57680000,57680000,1421775.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,37200000,37200000,1354360.0,27.47,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,37280000,37280000,1357272.0,27.47,2,住宅大樓(11層含以上有電梯),住家用,四層
大安區,37640000,37640000,1370376.0,27.47,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,41220000,41220000,1384211.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,42000000,42000000,1408968.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,42630000,42630000,1437368.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,42870000,42870000,1444284.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,43350000,43350000,1461762.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,十一層
大安區,37950000,37950000,1381666.0,27.47,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,114320000,114320000,1452969.0,95.87,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,57200000,57200000,1415947.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,59760000,59760000,1471223.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,60250000,60250000,1486681.0,50.41,2,住宅大樓(11層含以上有電梯),住家用,十一層
大安區,58110000,58110000,1425177.0,50.49,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,43590000,43590000,1470499.0,39.71,2,住宅大樓(11層含以上有電梯),住家用,十二層
大安區,135000000,135000000,1627528.0,110.26,2,住宅大樓(11層含以上有電梯),住家用,十七層
大安區,19400000,19400000,1318244.0,14.72,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,16560000,16560000,1299715.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,23070000,23070000,1298819.0,21.03,2,住宅大樓(11層含以上有電梯),住家用,十層
大安區,138090000,138090000,1738011.0,105.53,2,住宅大樓(11層含以上有電梯),住家用,二十層
大安區,20250000,20250000,1507035.0,13.44,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,24560000,24560000,1498992.0,19.83,2,住宅大樓(11層含以上有電梯),住家用,十五層
大安區,19080000,19080000,1497498.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,十五層
大安區,26350000,26350000,1498638.0,21.03,2,住宅大樓(11層含以上有電梯),住家用,十五層
大安區,23660000,23660000,1567217.0,16.73,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,18600000,18600000,1263883.0,14.72,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,17880000,17880000,1214958.0,14.72,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,16920000,16920000,1213966.0,17.07,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,18420000,18420000,1445699.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,十四層
大安區,25580000,25580000,1443970.0,21.03,2,住宅大樓(11層含以上有電梯),住家用,十四層
大安區,17120000,17120000,1163314.0,14.72,2,住宅大樓(11層含以上有電梯),住家用,二層
大安區,14840000,14840000,1164723.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,二層
大安區,20920000,20920000,1163721.0,21.03,2,住宅大樓(11層含以上有電梯),住家用,二層
大安區,23000000,23000000,1495871.0,16.92,2,住宅大樓(11層含以上有電梯),住家用,十三層
大安區,15880000,15880000,1246346.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,16400000,16400000,1287160.0,12.74,2,住宅大樓(11層含以上有電梯),住家用,七層
大安區,13320000,13320000,1164901.0,11.43,2,住宅大樓(11層含以上有電梯),住家用,二層
大安區,21080000,21080000,1353285.0,16.92,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,13210000,13210000,1164214.0,11.35,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,19550000,19550000,1455266.0,13.43,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,22720000,22720000,1475031.0,16.92,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,19430000,19430000,1456830.0,13.34,2,住宅大樓(11層含以上有電梯),住家用,六層
大安區,19860000,19860000,1478010.0,13.44,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,21610000,21610000,1392426.0,16.92,2,住宅大樓(11層含以上有電梯),住家用,三層
大安區,19860000,19860000,1179625.0,19.83,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,13716000,13716000,1199533.0,11.43,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,13608000,13608000,1199288.0,11.35,2,住宅大樓(11層含以上有電梯),住家用,九層
大安區,15990000,15990000,1179767.0,16.55,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,15380000,15380000,1179195.0,16.46,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,40500000,40500000,1493789.0,28.66,2,住宅大樓(11層含以上有電梯),住家用,八層
大安區,31560000,31560000,1389415.0,24.11,2,住宅大樓(11層含以上有電梯),住家用,四層
大安區,32300000,32300000,1445643.0,23.82,2,住宅大樓(11層含以上有電梯),住家用,五層
大安區,19600000,19600000,1463603.0,13.39,2,住宅大樓(11層含以上有電梯),住家用,三層
