區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
南港區,39280000,39280000,787362.0,49.89,16,住宅大樓(11層含以上有電梯),住家用,十層
南港區,26600000,26600000,660168.0,40.29,28,住宅大樓(11層含以上有電梯),住家用,十層
南港區,78600000,78600000,902903.0,104.86,22,住宅大樓(11層含以上有電梯),住家用,十層
南港區,15630000,15630000,680132.0,22.98,50,公寓(5樓含以下無電梯),住家用,二層，陽臺
南港區,10760000,10760000,186917.0,57.57,13,住宅大樓(11層含以上有電梯),住家用,十一層，見其他登記事項
南港區,2830000,2830000,182652.0,15.49,42,公寓(5樓含以下無電梯),其他,地下層
南港區,6640000,6640000,190526.0,34.85,42,公寓(5樓含以下無電梯),住家用,一層
南港區,8960000,8960000,152295.0,58.83,39,公寓(5樓含以下無電梯),住家用,二層
南港區,13430000,13430000,343073.0,39.15,39,公寓(5樓含以下無電梯),住家用,一層
南港區,22400000,22400000,141650.0,158.14,20,住宅大樓(11層含以上有電梯),商業用,四層
南港區,24250000,24250000,1024613.0,23.67,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,26200000,26200000,1030725.0,25.42,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,45980000,45980000,1088312.0,49.61,2,住宅大樓(11層含以上有電梯),住家用,十層
南港區,27300000,27300000,1073202.0,29.93,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,18200000,18200000,810420.0,22.46,2,華廈(10層含以下有電梯),住家用,二層
南港區,17400000,17400000,863419.0,20.15,2,華廈(10層含以下有電梯),住家用,五層
南港區,20550000,20550000,925541.0,31.93,2,華廈(10層含以下有電梯),住家用,八層
南港區,16750000,16750000,1097565.0,15.26,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,27000000,27000000,1060527.0,29.93,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,26780000,26780000,1042782.0,29.93,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,28800000,28800000,1050398.0,31.68,2,住宅大樓(11層含以上有電梯),住家用,十一層
南港區,40080000,40080000,1067198.0,45.14,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,26500000,26500000,1042530.0,25.42,2,住宅大樓(11層含以上有電梯),住家用,九層
南港區,26300000,26300000,1034659.0,25.42,2,住宅大樓(11層含以上有電梯),住家用,八層
南港區,13100000,13100000,573629.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,12850000,12850000,565662.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十三層
南港區,12600000,12600000,570974.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十四層
南港區,13000000,13000000,565662.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十五層
