id,district,latitude,longitude,dist_zhongshan,dist_zhongzheng,dist_xinyi,dist_neihu,dist_beitou,dist_nangang,dist_shilin,dist_datong,dist_daan,dist_wenshan,dist_songshan,dist_wanhua,building_area,land_area,total_price,unit_price,has_parking,rooms,halls,bathrooms,type_apartment,type_building,type_mansion,type_house,transaction_date,distance_to_mrt
149,中山區,25.064265,121.523767,1,0,0,0,0,0,0,0,0,0,0,0,36.84,6.01,2700.0,73.29,0,3,2,2,0,0,1,0,11408,367
150,中山區,25.05908,121.533448,1,0,0,0,0,0,0,0,0,0,0,0,270.4,26.77,41888.0,175.56,1,1,0,0,0,1,0,0,11408,43
151,中山區,25.059979,121.53817,1,0,0,0,0,0,0,0,0,0,0,0,29.59,10.36,2100.0,70.98,0,2,2,2,1,0,0,0,11408,625
152,中山區,25.058902,121.539077,1,0,0,0,0,0,0,0,0,0,0,0,22.45,8.09,3450.0,153.68,0,1,2,1,1,0,0,0,11408,699
153,中山區,25.065469,121.534279,1,0,0,0,0,0,0,0,0,0,0,0,30.65,8.83,1750.0,57.1,0,3,2,2,1,0,0,0,11408,756
154,中山區,25.058584,121.534507,1,0,0,0,0,0,0,0,0,0,0,0,60.94,12.17,4538.0,74.47,1,4,2,2,0,0,1,0,11408,155
155,中山區,25.063664,121.528022,1,0,0,0,0,0,0,0,0,0,0,0,20.08,1.77,1430.0,71.2,0,2,1,1,0,1,0,0,11408,196
156,中山區,25.056306,121.530282,1,0,0,0,0,0,0,0,0,0,0,0,28.73,9.2,2270.0,79.01,0,2,2,1,0,0,1,0,11408,445
157,中山區,25.055902,121.532057,1,0,0,0,0,0,0,0,0,0,0,0,56.47,9.37,5880.0,104.13,1,3,2,2,0,0,1,0,11408,343
158,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,13.93,2.06,855.0,61.36,0,2,1,1,0,0,1,0,11408,626
159,中山區,25.065497,121.538895,1,0,0,0,0,0,0,0,0,0,0,0,29.74,8.29,1850.0,62.21,0,3,2,1,1,0,0,0,11408,948
160,中山區,25.067007,121.528128,1,0,0,0,0,0,0,0,0,0,0,0,13.93,2.06,1320.0,94.74,0,2,2,1,0,0,1,0,11408,626
161,中山區,25.066727,121.526918,1,0,0,0,0,0,0,0,0,0,0,0,11.14,1.21,660.0,59.27,0,1,1,1,0,0,1,0,11408,562
162,中山區,25.065054,121.523705,1,0,0,0,0,0,0,0,0,0,0,0,15.57,0.96,1355.0,87.03,0,1,1,1,0,1,0,0,11408,447
163,中山區,25.064465,121.525723,1,0,0,0,0,0,0,0,0,0,0,0,12.38,1.16,900.0,72.71,0,1,1,1,0,1,0,0,11408,239
164,中山區,25.063274,121.542958,1,0,0,0,0,0,0,0,0,0,0,0,36.29,6.79,2950.0,81.29,0,3,2,2,0,0,1,0,11408,378
165,中山區,25.063386,121.527982,1,0,0,0,0,0,0,0,0,0,0,0,48.7,5.07,3652.0,74.99,0,3,2,2,0,1,0,0,11408,170
166,中山區,25.065467,121.524846,1,0,0,0,0,0,0,0,0,0,0,0,10.29,1.07,1100.0,106.95,0,1,1,1,0,1,0,0,11408,413
167,中山區,25.065311,121.537058,1,0,0,0,0,0,0,0,0,0,0,0,31.19,3.11,2450.0,88.52,1,2,1,2,0,1,0,0,11408,891
168,中山區,25.065649,121.536809,1,0,0,0,0,0,0,0,0,0,0,0,38.2,6.29,2275.0,59.56,0,3,2,2,0,0,1,0,11408,912
