行政區,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,緯度,經度
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,30.39,1537.0,1,1,2,1,0,0,18,5,5,1,0,1,0,0,0,25.0491099692044,121.517789850262
大同區,台北市大同區民權西路,0,0,0,0,0,0,0,1,0,0,0,0,6.7,90.63,8600.0,2,4,2,3,0,0,19,17,17,1,0,1,0,0,0,25.0636370295042,121.51199407541
大同區,台北市大同區雙連街,0,0,0,0,0,0,0,1,0,0,0,0,1.2,27.2,3150.0,1,1,1,1,0,0,11,10,10,1,0,1,0,0,0,25.0578889636,121.519194503
大同區,台北市大同區雙連街,0,0,0,0,0,0,0,1,0,0,0,0,1.2,33.41,3780.0,1,2,1,2,0,0,11,9,9,1,0,1,0,0,0,25.0578889636,121.519194503
大同區,台北市大同區雙連街,0,0,0,0,0,0,0,1,0,0,0,0,1.2,29.55,3230.0,1,2,1,1,0,0,11,2,2,1,0,1,0,0,0,25.0578889636,121.519194503
大同區,台北市大同區重慶北路三段,0,0,0,0,0,0,0,1,0,0,0,0,0.6,29.26,3658.0,1,2,2,2,0,0,15,6,6,1,0,1,0,0,0,25.0642925208,121.513871182
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,66.6,64.67,8500.0,0,2,5,6,0,1,5,1,5,5,0,0,0,0,1,25.0574034,121.5114456
大同區,台北市大同區哈密街,0,0,0,0,0,0,0,1,0,0,0,0,45.1,25.58,1850.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0,25.0729471698,121.513006781
大同區,台北市大同區五原路,0,0,0,0,0,0,0,1,0,0,0,0,16.2,30.62,2788.0,1,2,2,1,0,1,14,9,9,1,0,1,0,0,0,25.0566684776,121.517353648
大同區,台北市大同區太原路,0,0,0,0,0,0,0,1,0,0,0,0,24.0,52.72,3570.0,1,1,1,1,0,0,19,1,1,1,0,1,0,0,0,25.0553292389116,121.51725766543
大同區,台北市大同區太原路,0,0,0,0,0,0,0,1,0,0,0,0,29.4,58.05,4968.0,1,3,2,3,0,0,9,7,7,1,0,0,0,1,0,25.0543224033,121.516202728
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,16.3,100.26,8888.0,2,4,2,2,0,0,14,14,14,1,0,1,0,0,0,25.0552817,121.5118087
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,23.8,97.38,6488.0,3,6,1,2,0,1,14,1,2,2,0,1,0,0,0,25.0626136936,121.510756728
大同區,台北市大同區環河北路二段,0,0,0,0,0,0,0,1,0,0,0,0,48.8,37.22,2790.0,0,1,3,1,0,0,4,1,1,1,1,0,0,0,0,25.0697363853,121.510065271
大同區,台北市大同區五原路,0,0,0,0,0,0,0,1,0,0,0,0,16.2,11.39,1360.0,1,1,1,1,0,1,14,13,13,1,0,0,1,0,0,25.0566684776,121.517353648
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,16.3,37.82,3828.0,1,3,2,1,0,0,14,14,14,1,0,1,0,0,0,25.0553024878,121.511760733
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,17.4,10.43,1248.0,0,2,1,1,0,1,7,6,6,1,0,0,0,1,0,25.0710345835,121.51924152
大同區,台北市大同區重慶北路三段,0,0,0,0,0,0,0,1,0,0,0,0,11.8,18.77,1988.0,1,2,1,1,0,1,12,7,7,1,0,1,0,0,0,25.0703975179372,121.513559149209
大同區,台北市大同區天水路,0,0,0,0,0,0,0,1,0,0,0,0,58.3,137.64,11999.0,1,2,4,4,0,0,4,1,4,4,0,0,0,0,1,25.0523380612,121.512431791
大同區,台北市大同區哈密街,0,0,0,0,0,0,0,1,0,0,0,0,55.1,26.51,2888.0,0,2,3,3,0,1,4,1,1,1,1,0,0,0,0,25.0744598497,121.517714833
大同區,台北市大同區民族西路,0,0,0,0,0,0,0,1,0,0,0,0,58.6,18.53,1398.0,0,2,2,1,0,0,4,2,2,1,1,0,0,0,0,25.0676871665,121.511455479
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,1.3,13.09,1833.0,1,1,1,1,0,0,15,4,4,1,0,1,0,0,0,25.0578506091,121.518384637
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,38.3,38.0,2600.0,1,4,2,2,0,1,5,4,4,1,1,0,0,0,0,25.064170904,121.516692532
大同區,台北市大同區民權西路,0,0,0,0,0,0,0,1,0,0,0,0,35.9,40.18,3498.0,1,3,2,2,0,0,17,16,16,1,0,1,0,0,0,25.0623840578,121.516174126
大同區,台北市大同區大龍街,0,0,0,0,0,0,0,1,0,0,0,0,50.8,14.7,1180.0,1,4,1,1,0,1,4,2,2,1,1,0,0,0,0,25.0673568407,121.51741836
大同區,台北市大同區環河北路二段,0,0,0,0,0,0,0,1,0,0,0,0,53.0,28.16,1858.0,0,3,2,2,0,1,4,4,4,1,1,0,0,0,0,25.0649625671,121.508909871
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.5,30.39,1457.0,1,2,2,1,0,0,18,9,9,1,0,1,0,0,0,25.048917084,121.517822021
大同區,台北市大同區哈密街,0,0,0,0,0,0,0,1,0,0,0,0,47.0,36.38,1650.0,0,3,2,1,0,0,5,5,5,1,1,0,0,0,0,25.0727399,121.513147
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,14.28,768.0,1,1,1,1,0,0,18,17,17,1,0,1,0,0,0,25.048970176,121.517831008
大同區,台北市大同區赤峰街,0,0,0,0,0,0,0,1,0,0,0,0,13.9,21.3,2688.0,1,2,1,1,0,1,7,6,6,1,0,0,0,1,0,25.0540322106,121.519355939
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,1.2,18.99,2400.0,1,1,1,1,0,0,15,4,4,1,0,1,0,0,0,25.0577742637793,121.518356512898
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,2.2,28.03,2980.0,1,2,1,1,0,0,12,7,7,1,0,1,0,0,0,25.0581532917,121.511405565
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,16.1,45.91,4680.0,1,2,2,1,0,0,14,14,14,1,0,1,0,0,0,25.0553024878,121.511760733
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,18.7,17.48,1998.0,1,2,2,1,0,1,11,9,9,1,0,1,0,0,0,25.0703540799201,121.518150578344
大同區,台北市大同區哈密街,0,0,0,0,0,0,0,1,0,0,0,0,46.2,22.33,1750.0,0,6,3,2,0,1,5,5,5,1,1,0,0,0,0,25.0728246237,121.513454599
大同區,台北市大同區赤峰街,0,0,0,0,0,0,0,1,0,0,0,0,61.3,24.06,2860.0,0,3,2,1,0,0,3,2,2,1,1,0,0,0,0,25.0545948,121.5199784
大同區,台北市大同區延平北路一段,0,0,0,0,0,0,0,1,0,0,0,0,6.8,26.31,3580.0,1,2,1,1,0,0,12,12,12,1,0,1,0,0,0,25.053273688,121.511889646
大同區,台北市大同區承德路一段,0,0,0,0,0,0,0,1,0,0,0,0,3.3,83.04,9980.0,1,3,2,4,0,0,32,13,13,1,0,1,0,0,0,25.0506683,121.5171807
大同區,台北市大同區民權西路,0,0,0,0,0,0,0,1,0,0,0,0,47.1,24.67,1928.0,0,3,1,1,0,1,5,4,4,1,1,0,0,0,0,25.0620813436,121.5145649
大同區,台北市大同區民族西路,0,0,0,0,0,0,0,1,0,0,0,0,44.1,50.36,3380.0,1,4,2,2,0,0,7,5,5,1,0,0,0,1,0,25.0688308303,121.509917649
大同區,台北市大同區延平北路四段,0,0,0,0,0,0,0,1,0,0,0,0,59.6,33.5,2966.0,0,3,2,2,0,0,2,1,2,2,0,0,0,0,1,25.0740041466,121.511601273
大同區,台北市大同區延平北路四段,0,0,0,0,0,0,0,1,0,0,0,0,46.3,31.08,1950.0,0,3,2,2,0,1,5,5,5,1,1,0,0,0,0,25.0726175,121.5113977
大同區,台北市大同區承德路一段,0,0,0,0,0,0,0,1,0,0,0,0,3.3,83.08,9980.0,1,3,2,5,0,0,32,12,12,1,0,1,0,0,0,25.0506372,121.5171943
大同區,台北市大同區延平北路三段,0,0,0,0,0,0,0,1,0,0,0,0,48.7,22.19,1780.0,0,2,2,5,0,1,4,1,1,1,1,0,0,0,0,25.0675781745,121.511728603
大同區,台北市大同區迪化街二段,0,0,0,0,0,0,0,1,0,0,0,0,50.6,26.18,2450.0,0,3,2,1,0,1,4,1,1,1,1,0,0,0,0,25.0716973,121.5117095
大同區,台北市大同區蘭州街,0,0,0,0,0,0,0,1,0,0,0,0,53.6,21.57,2588.0,0,2,3,1,0,1,4,1,1,1,0,0,0,0,0,25.0649109278,121.515411502045
大同區,台北市大同區民族西路,0,0,0,0,0,0,0,1,0,0,0,0,39.8,34.27,2500.0,1,5,3,3,0,1,5,5,5,1,1,0,0,0,0,25.0690221072,121.515475561
大同區,台北市大同區民族西路,0,0,0,0,0,0,0,1,0,0,0,0,20.7,27.97,6388.0,1,4,2,2,0,0,10,1,1,1,0,0,0,1,0,25.0701153944,121.512906403
大同區,台北市大同區民族西路,0,0,0,0,0,0,0,1,0,0,0,0,37.2,49.43,4399.0,1,3,2,2,0,0,7,4,4,1,0,0,0,1,0,25.068553859,121.511030712
大同區,台北市大同區西寧北路,0,0,0,0,0,0,0,1,0,0,0,0,40.8,36.7,2880.0,1,3,2,2,0,0,7,2,2,1,0,0,0,1,0,25.0567175922,121.50887312
大同區,台北市大同區民生西路,0,0,0,0,0,0,0,1,0,0,0,0,14.0,69.59,8300.0,0,2,3,2,0,0,3,1,3,3,0,0,0,0,1,25.056019848,121.510548711
大同區,台北市大同區重慶北路二段,0,0,0,0,0,0,0,1,0,0,0,0,6.8,27.87,2728.0,1,2,1,1,0,0,15,4,4,1,0,1,0,0,0,25.0594723163,121.513785409
大同區,台北市大同區雙連街,0,0,0,0,0,0,0,1,0,0,0,0,49.3,39.57,3980.0,0,4,2,2,0,0,5,3,3,1,1,0,0,0,0,25.0589692895,121.519375019
大同區,台北市大同區保安街,0,0,0,0,0,0,0,1,0,0,0,0,17.8,22.39,2080.0,1,3,1,1,0,1,7,1,1,1,0,0,0,1,0,25.0586645266,121.512250295
大同區,台北市大同區安西街,0,0,0,0,0,0,0,1,0,0,0,0,42.5,30.49,2388.0,0,1,2,2,0,1,9,6,6,1,0,0,0,1,0,25.0602655075,121.51006081
大同區,台北市大同區延平北路三段,0,0,0,0,0,0,0,1,0,0,0,0,39.6,38.78,2860.0,1,3,2,2,0,0,12,8,8,1,0,1,0,0,0,25.0634494582,121.511274059
大同區,台北市大同區南京西路,0,0,0,0,0,0,0,1,0,0,0,0,44.4,48.39,3800.0,0,4,2,2,0,0,7,4,4,1,0,0,0,1,0,25.0537606553,121.507856316
大同區,台北市大同區寧夏路,0,0,0,0,0,0,0,1,0,0,0,0,29.4,13.96,1298.0,0,1,1,1,0,1,14,7,7,1,0,1,0,0,0,25.0547129466,121.51499769
大同區,台北市大同區延平北路一段,0,0,0,0,0,0,0,1,0,0,0,0,5.3,81.87,9008.0,2,4,2,2,0,0,24,22,22,1,0,1,0,0,0,25.0528453481,121.511225166
大同區,台北市大同區甘谷街,0,0,0,0,0,0,0,1,0,0,0,0,45.2,53.82,3329.0,1,4,2,1,0,0,7,4,4,1,0,0,0,1,0,25.052764352,121.510909509
大同區,台北市大同區西寧北路,0,0,0,0,0,0,0,1,0,0,0,0,2.9,24.72,2220.0,0,3,2,1,0,0,2,2,2,1,1,0,0,0,0,25.0551870258,121.508457399
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,1.3,13.09,1850.0,1,1,1,1,0,0,15,5,5,1,0,1,0,0,0,25.0578506091,121.518384637
大同區,台北市大同區貴德街,0,0,0,0,0,0,0,1,0,0,0,0,46.4,53.66,3990.0,1,4,2,3,0,1,7,6,6,1,0,0,0,1,0,25.0538337651,121.508162405
大同區,台北市大同區民權西路,0,0,0,0,0,0,0,1,0,0,0,0,17.6,16.3,1548.0,1,1,1,1,0,1,14,11,11,1,0,0,1,0,0,25.0627329644,121.516764352
大同區,台北市大同區大龍街,0,0,0,0,0,0,0,1,0,0,0,0,60.7,6.67,800.0,1,1,1,1,0,1,5,3,3,1,1,0,0,0,0,25.0664855423,121.51667884
大同區,台北市大同區迪化街二段,0,0,0,0,0,0,0,1,0,0,0,0,100.0,26.33,6000.0,0,1,3,1,0,1,1,1,1,1,0,0,0,0,1,25.0716931186251,121.511823439322
大同區,台北市大同區民生西路,0,0,0,0,0,0,0,1,0,0,0,0,48.8,33.55,2550.0,0,3,2,2,0,0,11,4,4,1,0,1,0,0,0,25.057044552,121.511911007
大同區,台北市大同區安西街,0,0,0,0,0,0,0,1,0,0,0,0,41.25,14.0,1888.0,0,3,1,1,0,1,2,2,2,1,1,0,0,0,0,25.0592020757,121.510424696
大同區,台北市大同區民樂街,0,0,0,0,0,0,0,1,0,0,0,0,51.5,16.94,1450.0,0,2,1,1,0,0,4,2,2,1,1,0,0,0,0,25.0599317773,121.510507471
大同區,台北市大同區延平北路一段,0,0,0,0,0,0,0,1,0,0,0,0,12.2,46.67,3680.0,1,2,2,1,0,0,7,7,7,1,0,0,0,1,0,25.0515273523,121.511304419
大同區,台北市大同區大龍街,0,0,0,0,0,0,0,1,0,0,0,0,59.4,170.5,16880.0,0,19,4,18,0,1,2,1,2,2,0,0,0,0,1,25.0708301,121.5159907
大同區,台北市大同區重慶北路三段,0,0,0,0,0,0,0,1,0,0,0,0,41.25,35.51,4980.0,0,4,4,3,0,1,2,1,2,2,0,0,0,0,1,25.0741696,121.5140609
大同區,台北市大同區五原路,0,0,0,0,0,0,0,1,0,0,0,0,16.2,18.76,1498.0,1,1,1,1,0,1,14,5,5,1,0,1,0,0,0,25.0566684776,121.517353648
大同區,台北市大同區迪化街一段,0,0,0,0,0,0,0,1,0,0,0,0,41.25,117.42,13800.0,1,5,2,3,0,0,2,1,2,2,0,0,0,0,1,25.0614876325,121.509196053
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,14.01,728.0,1,1,1,1,0,0,18,11,11,1,0,1,0,0,0,25.048970176,121.517831008
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,41.5,25.06,1750.0,1,2,2,1,0,0,5,3,3,1,1,0,0,0,0,25.0664672277,121.517268286
大同區,台北市大同區蘭州街,0,0,0,0,0,0,0,1,0,0,0,0,41.0,25.48,1680.0,1,3,2,1,0,0,5,4,4,1,1,0,0,0,0,25.0655059722001,121.515312400869
大同區,台北市大同區延平北路一段,0,0,0,0,0,0,0,1,0,0,0,0,1.9,76.35,10680.0,1,3,2,2,0,0,29,23,23,1,0,1,0,0,0,25.0504310696,121.512095201
大同區,台北市大同區重慶北路一段,0,0,0,0,0,0,0,1,0,0,0,0,61.5,42.73,4580.0,0,3,5,4,0,1,3,1,3,3,0,0,0,0,1,25.0511305022,121.512526127
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,15.5,111.93,9888.0,3,4,2,3,0,0,15,11,11,1,0,1,0,0,0,25.0636188579,121.518590561
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,27.97,1380.0,1,2,2,1,0,0,18,5,5,1,0,1,0,0,0,25.048917084,121.517822021
大同區,台北市大同區寧夏路,0,0,0,0,0,0,0,1,0,0,0,0,36.0,22.69,2688.0,0,2,2,1,0,0,5,2,2,1,1,0,0,0,0,25.0575450854,121.516492513
大同區,台北市大同區民生西路,0,0,0,0,0,0,0,1,0,0,0,0,41.25,21.33,5980.0,0,1,1,2,0,1,2,1,2,2,0,0,0,0,1,25.057026,121.5108627
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,71.1,21.17,9852.0,0,3,2,2,0,0,3,1,1,1,1,0,0,0,0,25.0534622268551,121.518946382209
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,14.28,688.0,1,1,1,1,0,0,18,8,8,1,0,1,0,0,0,25.048917084,121.517822021
大同區,台北市大同區承德路三段,0,0,0,0,0,0,0,1,0,0,0,0,13.5,57.78,7280.0,1,4,2,2,0,0,12,12,12,1,0,1,0,0,0,25.0722871693,121.519014538
大同區,台北市大同區市民大道一段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,14.01,688.0,1,1,1,1,0,0,18,9,9,1,0,1,0,0,0,25.048970176,121.517831008
大同區,台北市大同區蘭州街,0,0,0,0,0,0,0,1,0,0,0,0,68.7,47.06,6500.0,0,6,5,3,0,1,2,1,2,2,0,0,0,0,1,25.0643259346,121.515790483
大同區,台北市大同區貴德街,0,0,0,0,0,0,0,1,0,0,0,0,59.1,23.98,1688.0,0,5,1,2,0,1,4,4,4,1,1,0,0,0,0,25.0543159025,121.50830663
大同區,台北市大同區重慶北路一段,0,0,0,0,0,0,0,1,0,0,0,0,99.7,12.33,3680.0,0,3,1,2,0,0,1,1,1,1,0,0,0,0,1,25.0522580338802,121.514548730523
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,57.7,68.17,12800.0,1,5,3,5,0,0,3,1,3,3,0,0,0,0,1,25.0556684,121.5179266
大同區,台北市大同區鄭州路,0,0,0,0,0,0,0,1,0,0,0,0,41.25,15.09,2888.0,0,3,3,2,0,1,2,1,2,2,0,0,0,0,1,25.050123,121.512752
大同區,台北市大同區環河北路一段,0,0,0,0,0,0,0,1,0,0,0,0,31.9,41.6,3188.0,1,2,1,1,0,0,7,7,7,1,0,0,0,1,0,25.0590501137,121.50889774
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,46.8,9.22,1088.0,0,2,1,1,0,1,11,8,8,1,0,1,0,0,0,25.0573985599,121.511640867
大同區,台北市大同區甘州街,0,0,0,0,0,0,0,1,0,0,0,0,55.6,38.15,2980.0,0,7,3,4,0,0,4,2,2,1,1,0,0,0,0,25.059674399,121.512847696
大同區,台北市大同區民生西路,0,0,0,0,0,0,0,1,0,0,0,0,52.2,24.45,2888.0,0,3,2,2,0,0,4,3,3,1,1,0,0,0,0,25.0577109384,121.520100993
大同區,台北市大同區延平北路二段,0,0,0,0,0,0,0,1,0,0,0,0,64.4,11.92,1688.0,0,3,2,2,0,0,0,1,1,1,1,0,0,0,0,25.0573598562062,121.512571731033
大同區,台北市大同區延平北路一段,0,0,0,0,0,0,0,1,0,0,0,0,10.6,43.51,5000.0,1,2,2,2,0,1,13,12,12,1,0,1,0,0,0,25.0516299909,121.511991286
大同區,台北市大同區重慶北路三段,0,0,0,0,0,0,0,1,0,0,0,0,74.5,29.64,6200.0,0,5,2,1,0,1,1,1,1,1,0,0,0,0,1,25.0735602694,121.514262105
大同區,台北市大同區承德路二段,0,0,0,0,0,0,0,1,0,0,0,0,16.6,90.93,9988.0,3,3,2,2,0,0,15,12,12,1,0,1,0,0,0,25.0614095711,121.518014677
大同區,台北市大同區延平北路四段,0,0,0,0,0,0,0,1,0,0,0,0,59.7,21.97,1860.0,0,2,2,1,0,1,3,2,2,1,1,0,0,0,0,25.0715867324,121.510013816
大同區,台北市大同區延平北路三段,0,0,0,0,0,0,0,1,0,0,0,0,60.7,88.32,12000.0,0,8,3,4,0,1,4,1,4,4,0,0,0,0,1,25.0655881,121.5113854
大同區,台北市大同區歸綏街,0,0,0,0,0,0,0,1,0,0,0,0,13.6,39.33,4688.0,1,3,2,2,0,0,10,4,4,1,0,0,0,1,0,25.0582358906,121.514442094
大同區,台北市大同區五原路,0,0,0,0,0,0,0,1,0,0,0,0,16.2,29.98,2588.0,1,3,1,1,0,1,14,4,4,1,0,1,0,0,0,25.0566684776,121.517353648
大同區,台北市大同區敦煌路,0,0,0,0,0,0,0,1,0,0,0,0,43.4,34.47,1759.0,1,4,2,4,0,0,5,2,2,1,1,0,0,0,0,25.0768794099,121.509849193
大同區,台北市大同區雙連街,0,0,0,0,0,0,0,1,0,0,0,0,59.4,19.04,2660.0,1,3,1,1,0,1,4,1,1,1,1,0,0,0,0,25.0592371056,121.519430881
大同區,台北市大同區華亭街,0,0,0,0,0,0,0,1,0,0,0,0,15.3,12.8,1450.0,0,1,1,1,0,1,11,2,2,1,0,0,1,0,0,25.053474,121.5130593
