路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市中山區吉林路,41.0年,店面,建坪 73.23,主建物51.62,1廳,1樓/12樓,"21,896",0,中山區
台北市中山區民權東路二段,44.1年,華廈,建坪 34.49,主 + 陽29.03,3房2廳2衛,2樓/7樓,"2,899",0,中山區
台北市中山區建國北路三段,40.7年,華廈/辦公,建坪 38,主 + 陽36.38,3房2廳2衛,4樓/8樓,"3,280",0,中山區
台北市中山區龍江路,47.4年,公寓,建坪 26.29,主 + 陽26.3,3房2廳1衛,4樓/5樓,"1,988",0,中山區
台北市中山區林森北路,23.1年,辦公/大樓,建坪 63.54,主 + 陽40.44,1房2廳1衛,2樓/14樓,"4,888",1,中山區
台北市中山區民生東路一段,32.2年,辦公/大樓,建坪 83.67,主 + 陽72.83,2廳4衛4室,10樓/11樓,"7,500",0,中山區
台北市中山區興安街,39.8年,大樓,建坪 29.64,主 + 陽23.23,3房2廳1衛,3樓/14樓,"2,928",0,中山區
台北市中山區建國北路二段,3.5年,大樓,建坪 71.89,主 + 陽39.81,3房2廳2衛,3樓/15樓,"8,500",1,中山區
台北市中山區中山北路三段,48.2年,店面,建坪 17.81,主建物6.96,1廳,1樓/14樓,"3,188",0,中山區
台北市中山區松江路,44.3年,華廈/套房,建坪 13.53,主 + 陽10.62,1房1衛,4樓/7樓,"1,350",0,中山區
台北市中山區明水路,29.8年,大樓,建坪 21.91,主 + 陽10.23,1房2廳1衛1室(含加蓋1房1衛1室),3-4樓/16樓,"1,988",1,中山區
台北市中山區中山北路二段,預售,大樓,建坪 37.59,主+附 16.64,2房2廳1衛1室,3樓/12樓,"3,665",1,中山區
台北市中山區林森北路,41.5年,辦公/大樓,建坪 99.43,主建物78.6,2廳2室,6樓/13樓,"6,080",0,中山區
台北市中山區明水路,18.9年,辦公,建坪 13.76,主 + 陽8.8,1廳1衛,9樓/9樓,"1,588",0,中山區
台北市中山區民生東路一段,18.5年,華廈,建坪 15.88,主 + 陽9.63,1房1廳1衛,5樓/7樓,"1,599",0,中山區
台北市中山區明水路,18.3年,大樓,建坪 98.43,主 + 陽50.7,3房2廳2衛2室,8樓/11樓,"11,968",2,中山區
台北市中山區四平街,42.7年,大樓,建坪 34.7,主 + 陽29.29,3房2廳1衛,2樓/14樓,"3,088",0,中山區
台北市中山區新生北路二段,41.6年,華廈,建坪 10.64,主 + 陽8.57,1房1廳1衛,4樓/7樓,936,0,中山區
台北市中山區北安路,7.0年,大樓,建坪 131.09,主 + 陽58.12,3房2廳3衛1室,17樓/17樓,"22,770",3,中山區
台北市中山區新生北路一段,48.2年,華廈,建坪 14.44,主 + 陽9.37,1房1廳1衛,7樓/7樓,"1,168",0,中山區
台北市中山區明水路,18.3年,辦公/大樓,建坪 20.37,主建物9.91,1廳1衛,10樓/11樓,"2,168",1,中山區
台北市中山區中山北路一段,31.0年,辦公,建坪 9.24,主建物5.94,1房1衛,4樓/7樓,850,0,中山區
台北市中山區敬業一路,15.9年,辦公/大樓,建坪 93.89,主 + 陽49.98,2房2廳2衛1室,3樓/11樓,"11,988",2,中山區
台北市中山區明水路,31.8年,大樓,建坪 68.67,主 + 陽48.34,5房2廳3衛,2樓/14樓,"6,998",1,中山區
台北市中山區民權東路三段,39.3年,大樓,建坪 53.71,主 + 陽39.87,3房2廳2衛1室,9樓/19樓,"4,730",0,中山區
台北市中山區長春路,18.2年,大樓,建坪 39.79,主 + 陽25.83,4房2廳2衛1室(含加蓋2房1室),11樓/12樓,"4,380",0,中山區
台北市中山區南京東路一段,4.5年,大樓,建坪 122.55,主 + 陽66.01,1廳,10樓/23樓,"16,862",2,中山區
台北市中山區長安東路二段,9.9年,大樓,建坪 40.7,主 + 陽15.12,2房1廳1衛1室,11樓/14樓,"3,788",2,中山區
台北市中山區松江路,14.2年,華廈,建坪 57.13,主 + 陽28.55,3房2廳2衛,3樓/7樓,"5,988",1,中山區
台北市中山區雙城街,54.2年,公寓,建坪 35.35,主 + 陽35.35,3房2廳2衛,2樓/5樓,"3,070",0,中山區
台北市中山區德惠街,43.9年,套房,建坪 11.6,主建物8.94,1房1衛,3樓/10樓,"1,200",0,中山區
台北市中山區建國北路一段,7.2年,大樓,建坪 94.36,主 + 陽46.1,3房2廳2衛,6樓/24樓,"9,999",2,中山區
台北市中山區林森北路,61.8年,公寓,建坪 22.45,主建物20.92,2廳1衛,1樓/3樓,"3,680",0,中山區
台北市中山區民權東路二段,42.0年,華廈,建坪 33.46,主 + 陽31.81,3房2廳2衛,5樓/7樓,"2,980",0,中山區
台北市中山區民權東路三段,39.3年,大樓,建坪 81.34,主 + 陽60.74,6房2廳4衛1室(含加蓋1房1室),12-13樓/19樓,"8,800",0,中山區
台北市中山區松江路,53.5年,公寓,建坪 31.72,主 + 陽31.72,1房2廳1衛,2樓/5樓,"2,688",0,中山區
台北市中山區中山北路二段,40.4年,辦公,建坪 29.46,主建物24.95,3房2廳2衛,1樓/5樓,"4,680",0,中山區
台北市中山區林森北路,37.1年,華廈,建坪 13.97,主建物8.27,2房1廳1衛,2樓/7樓,"1,288",0,中山區
台北市中山區南京東路一段,60.2年,公寓,建坪 24.07,主建物24.07,3房2廳2衛,2樓/3樓,"1,750",0,中山區
台北市中山區林森北路,12.4年,大樓,建坪 28.7,主建物13.17,1房1廳1衛,21樓/24樓,"3,468",1,中山區
台北市中山區雙城街,57.9年,公寓,建坪 16.98,主建物16.98,3房3廳2衛(含加蓋1廳1衛),4樓/4樓,"1,688",0,中山區
台北市中山區建國北路二段,3.5年,大樓,建坪 72.27,主 + 陽39.81,3房2廳2衛,4樓/15樓,"8,200",1,中山區
台北市中山區北安路,55.5年,公寓,建坪 23.31,主 + 陽23.31,4房1衛,3樓/4樓,"1,998",0,中山區
台北市中山區農安街,46.9年,華廈,建坪 9.62,主建物7.55,1房1廳1衛,6樓/10樓,749,0,中山區
台北市中山區龍江路,47.8年,公寓,建坪 27.44,主 + 陽27.44,4房2廳2衛,2樓/5樓,"2,350",0,中山區
台北市中山區明水路,18.0年,辦公/大樓,建坪 17.49,主 + 陽10.66,1房1廳1衛,11樓/12樓,"1,980",0,中山區
台北市中山區伊通街,7.9年,華廈,建坪 31.57,主 + 陽11.75,2廳,7樓/9樓,"2,998",1,中山區
台北市中山區堤頂大道二段,24.7年,店面,建坪 27.11,主 + 陽12.02,1廳1衛,1樓/11樓,"5,380",0,中山區
台北市中山區林森北路,48.5年,華廈/辦公,建坪 24.83,主建物18.13,2房2廳1衛1室,1樓/6樓,"2,700",0,中山區
台北市中山區新生北路一段,25.4年,大樓,建坪 19,主 + 陽13.75,2房1廳1衛(含加蓋1房),10樓/12樓,"1,988",0,中山區
台北市中山區樂群三路,16.3年,辦公,建坪 52.06,主 + 陽30.05,3房2廳2衛1室(含加蓋1房),9樓/10樓,"5,698",1,中山區
台北市中山區長安東路一段,53.0年,華廈,建坪 49.03,主 + 陽49.03,4房1廳2衛,3樓/6樓,"3,500",0,中山區
台北市中山區吉林路,53.5年,店面/公寓,建坪 69.11,主 + 陽60.18,2房3廳4衛2室(含加蓋1房2衛1室),1-2樓/5樓,"12,500",0,中山區
台北市中山區民生東路一段,45.6年,大樓,建坪 13.98,主 + 陽11.12,1房1廳1衛,6樓/12樓,"1,188",0,中山區
台北市中山區五常街,44.9年,公寓,建坪 36.24,主 + 陽36.24,4房1廳4衛,3樓/5樓,"2,280",0,中山區
台北市中山區中山北路二段,3.0年,大樓,建坪 23.24,主 + 陽10.28,1房1廳1衛,2樓/13樓,"2,480",1,中山區
台北市中山區復興北路,39.8年,大樓,建坪 29.64,主 + 陽23.23,2房2廳1衛1室,13樓/13樓,"3,488",0,中山區
台北市中山區松江路,11.6年,大樓,建坪 127.08,主 + 陽62.49,4房2廳2.5衛1室,2樓/21樓,"13,888",3,中山區
台北市中山區建國北路三段,10.4年,大樓,建坪 29.35,主建物13.33,1房1廳1衛,4樓/14樓,"2,850",1,中山區
台北市中山區林森北路,17.2年,大樓,建坪 9.01,主建物5.86,1房1廳1衛(含加蓋1房),9樓/15樓,968,0,中山區
台北市中山區明水路,34.4年,華廈,建坪 151.54,主建物47.4,6房3廳6衛,B1-1樓/10樓,"11,000",2,中山區
台北市中山區新生北路三段,41.0年,大樓,建坪 20.08,主 + 陽13.81,1房2廳1衛,8樓/12樓,"1,998",0,中山區
台北市中山區南京東路三段,14.0年,華廈,建坪 21.67,主 + 陽12.43,1房1廳1衛,6樓/7樓,"2,380",1,中山區
台北市中山區北安路,44.2年,公寓,建坪 34.85,主 + 陽34.21,3房2廳2衛,5樓/5樓,"2,700",0,中山區
台北市中山區建國北路二段,3.5年,大樓,建坪 72.27,主 + 陽39.81,3房2廳2衛,12樓/15樓,"9,913",1,中山區
台北市中山區長春路,16.1年,大樓,建坪 12.7,主 + 陽7.84,1房1廳1衛,8樓/14樓,"1,498",0,中山區
台北市中山區林森北路,49.4年,店面,建坪 29.34,主建物0,1廳1衛,-1樓/5樓,"2,500",0,中山區
台北市中山區北安路,28.4年,華廈,建坪 71.61,主 + 陽35.02,3房2廳2衛,1樓/9樓,"5,900",1,中山區
台北市中山區新生北路一段,37.7年,店面,建坪 91.66,主 + 陽61.59,1廳2衛3室,1樓/15樓,"13,800",0,中山區
台北市中山區龍江路,55.9年,公寓,建坪 22.42,主 + 陽22.42,2房2廳1衛,3樓/4樓,"1,900",0,中山區
台北市中山區基湖路,16.5年,華廈,建坪 120.68,主 + 陽57.99,3房2廳3衛2室(含加蓋1室),2樓/10樓,"15,000",2,中山區
台北市中山區建國北路二段,43.7年,辦公/大樓,建坪 24.22,主 + 陽17.34,2房1廳,8樓/14樓,"2,088",0,中山區
台北市中山區德惠街,46.2年,套房,建坪 8.3,主 + 陽6.6,1房1廳1衛,6樓/11樓,725,0,中山區
台北市中山區明水路,18.3年,店面,建坪 37.33,主建物10.95,1廳1衛,1樓/15樓,"4,500",4,中山區
台北市中山區林森北路,60.1年,公寓,建坪 29.38,主建物29.38,1廳1衛,1樓/4樓,"3,800",0,中山區
台北市中山區吉林路,52.0年,公寓,建坪 22.19,主 + 陽22.19,2房2廳1衛,3樓/5樓,"1,898",0,中山區
台北市中山區敬業一路,18.5年,辦公,建坪 22.94,主 + 陽9.2,1房1廳1衛,7樓/7樓,"1,798",1,中山區
台北市中山區吉林路,55.4年,公寓/店面,建坪 16.39,主建物16.39,3房2廳1衛,1樓/4樓,"2,680",0,中山區
台北市中山區明水路,預售,大樓,建坪 59.78,主+附 25.93,1廳,24樓/25樓,"8,888",2,中山區
台北市中山區林森北路,18.9年,店面/辦公,建坪 44.96,主 + 陽15.09,2廳1衛,1樓/6樓,"3,688",4,中山區
台北市中山區民生東路一段,45.6年,辦公/大樓,建坪 12.97,主 + 陽10.74,1房1廳1衛,6樓/12樓,978,0,中山區
台北市中山區建國北路二段,41.4年,大樓/辦公,建坪 42.09,主 + 陽34.49,4房2廳2衛1室,5樓/14樓,"4,188",0,中山區
台北市中山區長春路,46.1年,套房,建坪 7.77,主建物5.97,1房1廳1衛,4樓/12樓,680,0,中山區
台北市中山區長安東路一段,15.7年,華廈,建坪 73.11,主 + 陽40.76,3房2廳2衛,2樓/7樓,"6,300",1,中山區
台北市中山區龍江路,43.5年,店面/公寓,建坪 26.22,主建物22.74,1廳2衛3室,1樓/5樓,"3,388",0,中山區
台北市中山區明水路,0.8年,大樓,建坪 62.72,主 + 陽32.97,3房2廳2衛,25樓/25樓,"11,000",1,中山區
台北市中山區龍江路,38.7年,華廈,建坪 45.11,主 + 陽27.02,3房2廳2衛,4樓/7樓,"3,630",1,中山區
台北市中山區松江路,17.3年,華廈,建坪 29.86,主 + 陽14.36,2房2廳1衛1室(含加蓋1房),3樓/9樓,"3,100",1,中山區
台北市中山區天祥路,24.7年,辦公,建坪 37.48,主 + 陽21.04,1廳3室,4樓/10樓,"3,780",1,中山區
台北市中山區龍江路,26.0年,華廈,建坪 10.52,主 + 陽6.77,1房1廳1衛,8樓/8樓,"1,588",0,中山區
台北市中山區林森北路,0.8年,華廈,建坪 67.76,主 + 陽35.72,4房2廳2衛,9樓/9樓,"7,860",1,中山區
台北市中山區龍江路,1.8年,華廈,建坪 47.94,主 + 陽24.05,3房2廳2衛,6樓/9樓,"5,849",1,中山區
台北市中山區松江路,11.6年,大樓,建坪 132.02,主 + 陽68.9,3房2廳3衛,2樓/21樓,"13,000",2,中山區
台北市中山區新生北路三段,5.6年,華廈,建坪 16.97,主 + 陽7.41,2房1廳1衛(含加蓋1房),3樓/7樓,"1,999",0,中山區
台北市中山區新生北路二段,45.7年,大樓,建坪 13.58,主建物10.44,2房1廳1衛,9樓/12樓,"1,198",0,中山區
台北市中山區北安路,35.7年,華廈,建坪 41.36,主 + 陽36.26,4房2廳2衛,6樓/7樓,"3,988",0,中山區
台北市中山區敬業二路,18.2年,華廈/辦公,建坪 8.01,主建物4.9,1房1廳1衛(含加蓋1房),8樓/10樓,"1,028",0,中山區
台北市中山區北安路,45.2年,華廈,建坪 21.6,主 + 陽21.32,2房1廳1衛,2樓/7樓,"2,380",0,中山區
台北市中山區中山北路二段,26.5年,店面,建坪 15.6,主建物9.62,2廳,1樓/16樓,"2,400",0,中山區
台北市中山區八德路二段,2.8年,大樓,建坪 127.01,主 + 陽56.89,3房2廳3衛,18樓/20樓,"15,000",3,中山區
台北市中山區林森北路,37.4年,大樓,建坪 51.64,主 + 陽43.02,2房3廳2衛,3樓/12樓,"3,800",0,中山區
台北市中山區龍江路,49.7年,華廈,建坪 51.61,主 + 陽51.61,4房2廳2衛(含加蓋1廳),4樓/7樓,"4,568",0,中山區
台北市中山區中山北路一段,24.8年,辦公/華廈,建坪 8.82,主建物5.41,1廳1衛1室(含加蓋1室),8樓/10樓,"1,288",0,中山區
台北市中山區新生北路二段,41.0年,大樓,建坪 12.16,主 + 陽10.34,1房1廳1衛,8樓/12樓,"1,200",0,中山區
台北市中山區四平街,60.6年,店面/透天,建坪 64.39,主建物60.65,2房3廳3衛2室(含加蓋1廳1衛2室),1-3樓/3樓,"9,900",0,中山區
台北市中山區新生北路二段,48.9年,公寓,建坪 28.62,主 + 陽28.63,3房2廳2衛,4樓/5樓,"2,488",0,中山區
台北市中山區敬業二路,22.3年,辦公,建坪 25.33,主 + 陽12.48,3房2廳2衛(含加蓋2房1衛),6樓/8樓,"3,200",1,中山區
台北市中山區建國北路一段,54.1年,公寓,建坪 44.3,主 + 陽43.2,2房2廳2衛1室,3樓/4樓,"3,480",0,中山區
台北市中山區北安路,49.2年,公寓,建坪 26.32,主 + 陽26.32,5房3廳2衛(含加蓋2房1廳1衛),4樓/4樓,"1,998",0,中山區
台北市中山區伊通街,7.9年,華廈,建坪 31.42,主 + 陽11.67,1房2廳1衛(含加蓋1房),8樓/9樓,"3,250",1,中山區
台北市中山區林森北路,23.1年,大樓,建坪 14.74,主建物9.91,1房1衛,10樓/14樓,"1,350",0,中山區
台北市中山區新生北路二段,58.5年,公寓,建坪 13.62,主建物12.66,2房1廳1衛1室,3樓/4樓,"1,598",0,中山區
台北市中山區樂群三路,15.7年,大樓,建坪 119.62,主 + 陽59.34,1廳,11樓/11樓,"14,800",2,中山區
台北市中山區新生北路三段,10.4年,華廈/辦公,建坪 58.29,主 + 陽31.55,3房2廳2衛,2樓/7樓,"5,586",1,中山區
台北市中山區新生北路三段,54.2年,公寓,建坪 68.75,主建物68.75,6房3廳4衛1室(含加蓋1廳2衛),4樓/4樓,"6,600",0,中山區
台北市中山區松江路,1.1年,華廈,建坪 26.47,主 + 陽16.18,2房2廳2衛,8樓/10樓,"3,880",0,中山區
台北市中山區錦州街,43.3年,套房/大樓,建坪 15.48,主建物7.57,1房1廳1衛(含加蓋1廳),10樓/11樓,"1,199",0,中山區
台北市中山區長安東路一段,47.9年,華廈,建坪 17.61,主 + 陽14.33,3房1廳1衛1室,6樓/7樓,"1,780",0,中山區
台北市中山區北安路,47.7年,公寓,建坪 43.11,主 + 陽43.11,3房2廳2衛1室,3樓/5樓,"3,700",0,中山區
台北市中山區合江街,43.3年,公寓,建坪 46.28,主 + 陽42.09,4房2廳2衛,3樓/5樓,"3,580",0,中山區
台北市中山區大直街,37.7年,公寓,建坪 49.24,主建物38.62,8房8衛(含加蓋2房2衛),1樓/5樓,"6,680",0,中山區
台北市中山區德惠街,48.0年,華廈,建坪 9.73,主建物7.84,1房1廳1衛,8樓/10樓,925,0,中山區
台北市中山區長安東路一段,7.0年,華廈,建坪 72.05,主 + 陽31.19,3房2廳3衛1室,5樓/5樓,"6,800",1,中山區
台北市中山區林森北路,41.5年,辦公/大樓,建坪 17.55,主建物12.94,1廳,9樓/13樓,"1,120",0,中山區
台北市中山區中山北路二段,48.4年,其它,建坪 74.24,主建物0,1廳,-1樓/6樓,"5,880",0,中山區
台北市中山區新生北路三段,48.1年,大樓/辦公,建坪 15.65,主 + 陽11.71,2房2廳1衛,3樓/11樓,"1,528",0,中山區
台北市中山區建國北路三段,38.2年,大樓,建坪 41.08,主 + 陽39.17,3房2廳2衛,9樓/11樓,"3,700",0,中山區
台北市中山區錦州街,29.1年,大樓,建坪 9.58,主 + 陽6.15,1房1廳1衛(含加蓋1房),9樓/11樓,898,0,中山區
台北市中山區復興北路,39.8年,大樓/辦公,建坪 29.64,主建物21.38,3房2廳1衛,1樓/14樓,"2,980",0,中山區
台北市中山區松江路,57.1年,辦公/公寓,建坪 16.79,主建物16.79,1房1廳1衛(含加蓋1房),1樓/4樓,"2,298",0,中山區
台北市中山區明水路,8.8年,華廈,建坪 80.94,主 + 陽43.6,3房2廳2衛,5樓/9樓,"13,600",2,中山區
台北市中山區建國北路三段,40.8年,公寓,建坪 44.25,主 + 陽37.62,3房2廳2衛,3樓/5樓,"3,320",0,中山區
台北市中山區明水路,31.1年,華廈,建坪 71.7,主 + 陽46.3,4房2廳2衛,4樓/7樓,"5,980",1,中山區
台北市中山區植福路,1.7年,辦公/大樓,建坪 27.76,主 + 陽17.14,1廳,4樓/11樓,"3,388",0,中山區
台北市中山區民生東路三段,40.0年,大樓,建坪 31.21,主 + 陽23.6,2房2廳1衛,2樓/13樓,"2,988",0,中山區
台北市中山區民生西路,51.9年,店面,建坪 38.83,主 + 陽38.83,2房1廳1衛1室,1樓/4樓,"4,988",0,中山區
台北市中山區新生北路三段,10.4年,華廈,建坪 60.1,主 + 陽31.6,3房2廳2衛,4樓/7樓,"5,500",1,中山區
台北市中山區中山北路二段,3.0年,大樓,建坪 51.67,主 + 陽26.27,1房2廳2衛,10-11樓/13樓,"5,300",1,中山區
台北市中山區遼寧街,59.2年,店面/公寓,建坪 19.91,主建物19.91,1廳1衛,1樓/3樓,"2,588",0,中山區
台北市中山區林森北路,0.8年,店面/辦公,建坪 28.19,主建物10.24,1廳1衛,1樓/9樓,"3,088",1,中山區
台北市中山區撫順街,35.3年,辦公,建坪 50.89,主 + 陽41.6,3房3廳1衛,2樓/9樓,"4,588",0,中山區
台北市中山區雙城街,37.8年,店面,建坪 45.85,主建物15.8,3廳1衛(含加蓋1廳),1樓/7樓,"4,980",0,中山區
台北市中山區長春路,28.3年,華廈/辦公,建坪 67.85,主 + 陽44.76,5房3廳4衛4室(含加蓋3房1廳2衛3室),10樓/10樓,"6,380",1,中山區
台北市中山區長春路,18.2年,大樓,建坪 20.82,主 + 陽10.66,2房2廳1衛(含加蓋2房),6樓/12樓,"1,998",1,中山區
台北市中山區敬業三路,25.7年,華廈/辦公,建坪 47.02,主 + 陽25.92,2房2廳2衛,1樓/10樓,"3,980",1,中山區
台北市中山區長春路,46.0年,辦公/其它/大樓,建坪 167.25,主 + 陽108.28,13房13衛2室(含加蓋1室),8樓/12樓,"15,500",2,中山區
台北市中山區合江街,40.7年,華廈/辦公,建坪 40.05,主建物33.73,4房2廳2衛,1樓/7樓,"7,980",1,中山區
台北市中山區敬業三路,25.7年,華廈,建坪 47.09,主 + 陽25.99,4房1廳2衛,7樓/8樓,"3,750",1,中山區
台北市中山區長安東路一段,38.2年,華廈,建坪 10.38,主 + 陽6.88,1房1廳1衛,6樓/7樓,"1,300",0,中山區
台北市中山區民權東路三段,41.4年,大樓/辦公,建坪 37.35,主 + 陽28.73,2房2廳1衛,5樓/15樓,"3,288",0,中山區
台北市中山區復興南路一段,58.5年,公寓,建坪 25.4,主建物25.4,3房2廳2衛(含加蓋1衛),2樓/4樓,"2,530",0,中山區
台北市中山區大直街,39.2年,華廈,建坪 63.42,主建物28.3,6房3廳3衛(含加蓋3房1廳1衛),1樓/7樓,"5,688",0,中山區
台北市中山區建國北路三段,40.9年,公寓,建坪 36.03,主 + 陽29.06,4房4廳3衛(含加蓋2房2廳1衛),5樓/5樓,"2,158",0,中山區
台北市中山區龍江路,38.3年,華廈,建坪 43.07,主 + 陽34.29,3房2廳2衛1室,4樓/7樓,"3,880",0,中山區
台北市中山區北安路,61.5年,店面,建坪 45.1,主建物41.29,2廳1衛1室(含加蓋1衛1室),1-2樓/2樓,"16,000",0,中山區
台北市中山區龍江路,43.5年,公寓,建坪 27.13,主 + 陽27.13,9房9衛(含加蓋4房4衛),5樓/5樓,"2,388",0,中山區
台北市中山區新生北路三段,39.1年,華廈,建坪 24.8,主 + 陽18.52,2房2廳1衛,5樓/8樓,"2,100",0,中山區
台北市中山區長春路,65.5年,店面,建坪 121.97,主建物116.78,4廳4衛2室,1-4樓/4樓,"22,900",0,中山區
台北市中山區龍江路,43.9年,華廈,建坪 57.3,主建物35.89,3房2廳2衛1室,B1-1樓/7樓,"5,398",0,中山區
台北市中山區長安東路一段,18.6年,大樓,建坪 105.82,主 + 陽63.8,5房4廳4衛1室,11-12樓/13樓,"9,588",1,中山區
台北市中山區復興北路,41.9年,華廈/辦公,建坪 59.14,主建物36.02,5房3廳3衛1室,B1-1樓/7樓,"6,600",1,中山區
台北市中山區樂群二路,11.0年,辦公/大樓,建坪 102.84,主 + 陽52.64,6房1廳1衛,7樓/11樓,"11,250",2,中山區
