路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位,行政區
台北市中山區北安路,39.3年,公寓,建坪 29.65,主 + 陽25.05,2房2廳1衛,4樓/5樓,"2,288",0,中山區
台北市中山區龍江路,45.4年,辦公/店面,建坪 72.76,主建物57.11,3房2廳1衛,1樓/7樓,"6,600",0,中山區
台北市中山區明水路,16.2年,辦公,建坪 87.03,主 + 陽43.68,4房2廳2衛1室,2樓/10樓,"13,888",2,中山區
台北市中山區民族東路,44.4年,公寓,建坪 46.25,主 + 陽46.24,5房3廳2.5衛(含加蓋2廳),3樓/5樓,"2,750",0,中山區
台北市中山區興安街,40.0年,辦公/大樓,建坪 32.2,主建物24.56,4房2廳1衛,2樓/14樓,"2,560",0,中山區
台北市中山區中山北路一段,46.8年,店面/辦公,建坪 45.85,主建物42.01,1廳2衛3室,1樓/5樓,"4,380",0,中山區
台北市中山區明水路,18.0年,辦公/大樓,建坪 22.74,主 + 陽10.77,1廳1衛2室,4樓/12樓,"2,100",1,中山區
台北市中山區大直街,49.2年,公寓,建坪 36.09,主 + 陽36.09,6房3廳3衛(含加蓋3房1廳1衛),4樓/4樓,"2,788",0,中山區
台北市中山區新生北路三段,44.9年,大樓,建坪 13.03,主 + 陽10.44,1房1廳1衛,11樓/12樓,"1,188",0,中山區
台北市中山區明水路,18.5年,大樓,建坪 82.89,主 + 陽44.09,3房2廳2衛,3樓/15樓,"9,800",2,中山區
台北市中山區堤頂大道二段,22.5年,大樓,建坪 119.21,主 + 陽59.2,5房2廳3衛,4樓/11樓,"9,688",3,中山區
台北市中山區民生東路一段,47.8年,大樓,建坪 14.18,主建物9.23,1房2廳1衛,12樓/12樓,"1,350",0,中山區
台北市中山區長安東路二段,41.4年,其它,建坪 92.59,主建物81,1廳1.5衛,-1樓/7樓,"3,700",0,中山區
台北市中山區建國北路二段,1.6年,大樓,建坪 51.73,主 + 陽29.65,2房2廳2衛,13樓/13樓,"6,380",1,中山區
台北市中山區新生北路三段,43.9年,大樓,建坪 34.5,主 + 陽28.95,3房2廳2衛,5樓/12樓,"2,988",0,中山區
台北市中山區民權東路一段,18.4年,大樓,建坪 11.03,主 + 陽7.57,1房1廳1衛(含加蓋1房),4樓/12樓,"1,298",0,中山區
台北市中山區龍江路,37.8年,大樓,建坪 40.12,主 + 陽38.21,3房2廳2衛1室,2樓/12樓,"3,888",0,中山區
台北市中山區吉林路,7.8年,大樓,建坪 124.21,主 + 陽34.99,3房2廳2衛,3樓/16樓,"10,586",5,中山區
台北市中山區農安街,46.9年,華廈,建坪 24.33,主 + 陽16.88,3房2廳1衛,10樓/10樓,"1,998",0,中山區
台北市中山區中山北路二段,13.2年,大樓,建坪 84.46,主 + 陽35.58,1房2廳2衛1室,2樓/12樓,"6,980",2,中山區
台北市中山區長安東路二段,25.0年,店面/辦公/大樓,建坪 50.25,主 + 陽27.32,2廳2衛,2樓/12樓,"4,500",1,中山區
台北市中山區建國北路三段,43.1年,華廈,建坪 35.17,主 + 陽33.67,3房2廳2衛,3樓/7樓,"3,000",0,中山區
台北市中山區林森北路,18.7年,店面/辦公,建坪 29.91,主 + 陽18.03,1房1廳1衛2室(含加蓋2室),1樓/7樓,"3,288",1,中山區
台北市中山區長春路,47.5年,辦公/大樓,建坪 108.55,主 + 陽90.95,1廳3衛10室(含加蓋1衛),11樓/12樓,"7,880",0,中山區
台北市中山區基湖路,17.0年,華廈,建坪 92.48,主 + 陽50.15,4房2廳2衛3室,3樓/6樓,"11,618",1,中山區
台北市中山區南京東路二段,8.3年,大樓,建坪 72.45,主 + 陽42.8,3房2廳2衛1室,18樓/24樓,"10,688",1,中山區
台北市中山區民權東路二段,42.0年,華廈,建坪 48.19,主 + 陽45.82,4房2廳3衛,6樓/7樓,"3,500",0,中山區
台北市中山區中山北路三段,48.2年,辦公/大樓,建坪 158.16,主 + 陽111.01,2廳12室,12樓/14樓,"11,588",2,中山區
台北市中山區遼寧街,39.8年,大樓,建坪 29.64,主 + 陽23.23,3房2廳1衛,5樓/15樓,"2,990",0,中山區
台北市中山區松江路,44.3年,大樓,建坪 11.65,主建物8.74,1房1廳1衛,12樓/13樓,"1,120",0,中山區
台北市中山區明水路,23.0年,大樓,建坪 123.16,主 + 陽54.01,5房2廳3衛1室(含加蓋1房),3樓/14樓,"10,388",2,中山區
台北市中山區五常街,47.9年,公寓,建坪 29.86,主 + 陽29.86,4房2廳2衛,4樓/5樓,"1,868",0,中山區
台北市中山區長安東路二段,41.4年,辦公,建坪 83.86,主 + 陽73.34,3廳3衛1室(含加蓋1室),2樓/7樓,"5,850",0,中山區
台北市中山區合江街,32.8年,華廈,建坪 58.16,主 + 陽23.23,4房2廳2衛(含加蓋1房),7樓/7樓,"4,380",1,中山區
台北市中山區林森北路,12.4年,大樓,建坪 61.59,主 + 陽33.97,3房2廳2衛,21樓/24樓,"7,768",1,中山區
台北市中山區樂群二路,13.6年,大樓,建坪 118.96,主 + 陽56.7,3房2廳3衛,6樓/11樓,"17,980",2,中山區
台北市中山區民權東路二段,13.1年,大樓,建坪 152.9,主 + 陽63.07,5房2廳3衛3室,3樓/12樓,"11,980",4,中山區
台北市中山區錦州街,41.8年,華廈,建坪 27.66,主 + 陽24.18,3房2廳2衛,5樓/7樓,"3,088",0,中山區
台北市中山區五常街,10.2年,大樓,建坪 19.88,主 + 陽10.33,1房1廳1衛,6樓/12樓,"2,580",1,中山區
台北市中山區南京東路三段,5.3年,大樓/辦公,建坪 61.65,主 + 陽30.4,2房2廳2衛,3樓/20樓,"8,868",1,中山區
台北市中山區建國北路二段,1.6年,大樓,建坪 27.43,主 + 陽14.79,2房2廳1衛,11樓/13樓,"3,600",1,中山區
台北市中山區林森北路,0.8年,華廈,建坪 58.26,主 + 陽29.58,3房2廳2衛,9樓/9樓,"6,550",1,中山區
台北市中山區南京東路三段,5.3年,大樓,建坪 59.72,主 + 陽30.4,2房2廳2衛,2樓/20樓,"8,890",1,中山區
台北市中山區長春路,16.1年,辦公/大樓,建坪 155.45,主 + 陽58.83,1廳2衛1室,2樓/14樓,"12,549",11,中山區
台北市中山區建國北路二段,3.7年,大樓,建坪 95.96,主 + 陽48.2,1廳3衛,11樓/23樓,"10,288",2,中山區
台北市中山區南京東路二段,15.5年,大樓,建坪 18.59,主 + 陽11.98,1房1廳1衛,8樓/18樓,"2,380",0,中山區
台北市中山區明水路,18.3年,大樓,建坪 22.13,主 + 陽13.24,1房2廳1衛,6樓/11樓,"2,545",0,中山區
台北市中山區五常街,10.2年,大樓,建坪 18.72,主 + 陽10.54,1房1廳1衛,7樓/12樓,"2,150",0,中山區
台北市中山區南京東路三段,16.5年,店面,建坪 35.12,主 + 陽18.41,1廳1衛,1樓/17樓,"4,080",1,中山區
台北市中山區興安街,39.8年,大樓,建坪 29.64,主 + 陽23.23,3房2廳1衛2室,2樓/14樓,"3,288",0,中山區
台北市中山區基湖路,18.3年,華廈,建坪 102.74,主 + 陽60.05,3房2廳4.5衛1室,5樓/8樓,"12,888",2,中山區
台北市中山區民生東路一段,40.7年,辦公/大樓,建坪 91.34,主 + 陽66.13,7房2廳2衛1室,2樓/12樓,"6,888",0,中山區
台北市中山區松江路,44.3年,辦公/大樓,建坪 14.75,主建物10.78,1廳1衛1室,5樓/13樓,"1,350",0,中山區
台北市中山區樂群二路,11.2年,大樓,建坪 178.74,主 + 陽89.57,4房2廳3.5衛2室,5樓/11樓,"25,388",2,中山區
台北市中山區植福路,10.4年,辦公,建坪 85.69,主 + 陽37.79,1房1廳,3樓/10樓,"7,688",3,中山區
台北市中山區長春路,16.1年,大樓,建坪 18.59,主 + 陽7.84,1房2廳1衛(含加蓋1房),11樓/14樓,"1,680",1,中山區
台北市中山區南京東路三段,5.3年,大樓,建坪 42.28,主 + 陽22.28,2房2廳2衛,2樓/20樓,"5,860",1,中山區
台北市中山區樂群三路,15.7年,辦公/大樓,建坪 133,主 + 陽59.34,3房2廳3衛,8樓/11樓,"15,000",3,中山區
台北市中山區中山北路二段,16.4年,大樓,建坪 65.71,主 + 陽34.55,3房2廳2衛1室,8樓/12樓,"6,500",1,中山區
台北市中山區樂群二路,11.2年,大樓,建坪 165.09,主 + 陽89.57,3房2廳4衛1室,3樓/11樓,"26,800",1,中山區
台北市中山區民生東路三段,40.0年,大樓/辦公,建坪 31.22,主建物21.75,1房2廳1衛,1樓/15樓,"3,288",0,中山區
台北市中山區明水路,18.3年,大樓/辦公,建坪 25.5,主 + 陽13.24,1廳1衛1室,7樓/11樓,"2,680",1,中山區
台北市中山區新生北路一段,20.4年,店面/辦公,建坪 27.89,主 + 陽12.96,3廳1衛3室(含加蓋1廳1衛1室),1樓/10樓,"3,188",2,中山區
台北市中山區中山北路一段,15.5年,大樓,建坪 196.73,主 + 陽68.5,3房3廳4衛2室,14樓/14樓,"16,800",5,中山區
台北市中山區農安街,46.2年,華廈,建坪 50.63,主 + 陽48.34,4房2廳2衛1室(含加蓋1室),3樓/7樓,"3,988",0,中山區
台北市中山區建國北路一段,16.0年,大樓/套房,建坪 15.49,主 + 陽9.35,1房1廳1衛,2樓/13樓,"1,899",0,中山區
台北市中山區北安路,45.9年,華廈,建坪 51.46,主 + 陽36.27,4房2廳2衛,6樓/7樓,"3,860",1,中山區
台北市中山區興安街,39.8年,店面/大樓,建坪 44.92,主 + 陽35.36,1廳1衛,2樓/14樓,"3,980",0,中山區
台北市中山區中山北路二段,50.6年,公寓,建坪 43.02,主建物26.75,3房2廳2衛(含加蓋3房),4樓/4樓,"3,288",0,中山區
台北市中山區敬業一路,18.3年,辦公,建坪 48.05,主 + 陽22.3,2房2廳2衛1室,4樓/8樓,"4,300",1,中山區
台北市中山區基湖路,25.2年,大樓,建坪 120.88,主 + 陽69.47,3房2廳3衛1室,6樓/14樓,"18,300",2,中山區
台北市中山區南京東路三段,48.6年,公寓,建坪 43.17,主 + 陽43.17,4房2廳2衛,3樓/5樓,"3,920",0,中山區
台北市中山區北安路,31.6年,華廈,建坪 34.48,主 + 陽26.43,4房2廳2衛2室,2樓/6樓,"3,788",0,中山區
台北市中山區長安東路一段,9.5年,店面/辦公,建坪 35.04,主 + 陽15.84,2廳1衛,1樓/5樓,"2,888",0,中山區
台北市中山區雙城街,50.4年,公寓,建坪 11.15,主 + 陽11.15,2房1廳2衛(含加蓋2房1衛),4樓/4樓,"1,466",0,中山區
台北市中山區中山北路二段,預售,大樓,建坪 40.89,主+附 18.8,2房2廳1衛1室,5樓/12樓,"4,248",1,中山區
台北市中山區復興北路,43.0年,大樓,建坪 36.43,主 + 陽30.48,3房2廳1衛,3樓/14樓,"3,788",0,中山區
台北市中山區基湖路,21.7年,華廈,建坪 21.41,主 + 陽8.16,1房1廳1衛(含加蓋1房),1樓/5樓,"2,200",1,中山區
台北市中山區明水路,18.3年,辦公/大樓,建坪 20.37,主建物9.91,1房2廳1衛,11樓/11樓,"2,098",1,中山區
台北市中山區長安東路一段,47.9年,華廈,建坪 15.75,主 + 陽12.95,3房1廳1衛,5樓/7樓,"1,538",0,中山區
台北市中山區林森北路,14.6年,大樓,建坪 39.22,主 + 陽16.43,2房2廳1衛,10樓/13樓,"3,288",1,中山區
台北市中山區中山北路二段,44.5年,辦公/華廈,建坪 37.54,主 + 陽35.67,1房2廳1衛,2樓/7樓,"3,270",0,中山區
台北市中山區民生西路,38.7年,辦公/大樓,建坪 34.1,主 + 陽27.42,3廳2衛,5樓/12樓,"2,780",0,中山區
台北市中山區松江路,40.3年,辦公/大樓,建坪 38.5,主 + 陽32.94,3廳1衛1室,7樓/12樓,"3,580",0,中山區
台北市中山區長安東路二段,13.9年,大樓,建坪 96.95,主 + 陽67.64,6房2廳3衛4室,11樓/15樓,"10,820",2,中山區
台北市中山區新生北路三段,48.1年,店面,建坪 41.99,主建物20.5,1廳1衛,1樓/11樓,"5,860",0,中山區
台北市中山區新生北路三段,52.4年,公寓,建坪 32.52,主 + 陽32.52,3房2廳1衛1室(含加蓋1室),3樓/3樓,"2,026",0,中山區
台北市中山區中山北路二段,25.6年,華廈,建坪 38.19,主 + 陽24.61,3房2廳1衛,6樓/9樓,"4,298",1,中山區
台北市中山區長安東路二段,19.0年,華廈,建坪 10.9,主 + 陽7.28,1廳1衛1室(含加蓋1室),4樓/8樓,"1,088",0,中山區
台北市中山區明水路,20.7年,華廈,建坪 52.6,主 + 陽30.58,3房2廳2衛,5樓/6樓,"6,880",2,中山區
台北市中山區松江路,38.4年,大樓,建坪 47.12,主 + 陽39.12,3房2廳3衛,3樓/12樓,"4,168",0,中山區
台北市中山區林森北路,43.8年,大樓,建坪 25.68,主 + 陽16.88,2房2廳1衛,8樓/12樓,"1,588",0,中山區
台北市中山區吉林路,40.0年,華廈,建坪 58.15,主 + 陽56.14,4房2廳2衛,5樓/7樓,"3,780",0,中山區
台北市中山區錦州街,46.8年,華廈,建坪 11.94,主建物9.35,1房1廳1衛,8樓/10樓,898,0,中山區
台北市中山區龍江路,43.3年,店面/辦公,建坪 19.96,主建物17.04,1廳1衛1室,1樓/7樓,"2,580",0,中山區
台北市中山區中山北路一段,1.4年,大樓,建坪 40.21,主 + 陽21.32,2房2廳2衛,7樓/22樓,"5,530",1,中山區
台北市中山區復興北路,39.3年,大樓/辦公,建坪 35.86,主 + 陽22.64,2房2廳1衛,14樓/18樓,"3,798",0,中山區
台北市中山區農安街,40.0年,大樓/辦公,建坪 38.84,主 + 陽30.25,3房2廳1衛,12樓/12樓,"4,268",0,中山區
台北市中山區建國北路二段,37.8年,大樓,建坪 12.31,主 + 陽8.81,1房1廳1衛,7樓/15樓,"1,150",0,中山區
台北市中山區建國北路二段,41.4年,大樓,建坪 37.58,主 + 陽31.38,3房2廳2衛,8樓/14樓,"3,650",0,中山區
台北市中山區明水路,18.0年,其它,建坪 21.91,主 + 陽10.34,2房1廳1衛,6樓/12樓,"2,100",1,中山區
台北市中山區民族東路,44.3年,公寓,建坪 33.18,主 + 陽33.19,3房2廳2衛,5樓/5樓,"2,288",0,中山區
台北市中山區南京東路三段,46.0年,辦公/大樓,建坪 16.22,主建物11.21,1廳,8樓/12樓,"1,600",0,中山區
台北市中山區吉林路,42.9年,華廈,建坪 40.62,主建物30.13,5房3廳3衛(含加蓋2房1廳1衛),7樓/7樓,"3,368",0,中山區
台北市中山區民生東路二段,46.0年,華廈,建坪 13.62,主 + 陽10.37,1房1廳1衛,3樓/7樓,"1,288",0,中山區
台北市中山區堤頂大道二段,15.3年,辦公,建坪 68.82,主 + 陽29.37,2房2廳2衛,9樓/10樓,"5,495",2,中山區
台北市中山區伊通街,17.9年,華廈/辦公,建坪 20.9,主 + 陽9.86,1房1廳1衛,6樓/6樓,"2,888",1,中山區
台北市中山區中山北路三段,48.2年,店面,建坪 36.79,主建物10.27,1廳,1樓/14樓,"10,680",0,中山區
台北市中山區吉林路,40.4年,華廈,建坪 40.37,主 + 陽33.17,3房2廳2衛,4樓/5樓,"3,688",0,中山區
台北市中山區建國北路三段,45.6年,公寓,建坪 31.39,主 + 陽31.4,3房2廳1衛,3樓/5樓,"2,466",0,中山區
台北市中山區新生北路一段,45.2年,大樓,建坪 17.22,主建物14.26,1房1衛,9樓/12樓,"1,368",0,中山區
台北市中山區明水路,0.8年,店面/大樓,建坪 43.74,主建物21.75,3房2廳2衛,1樓/25樓,"6,968",1,中山區
台北市中山區民生東路一段,18.4年,套房,建坪 15.63,主建物5.69,1房1廳1衛,5樓/8樓,"1,388",1,中山區
台北市中山區農安街,16.7年,大樓,建坪 15.68,主建物8.1,1房1廳1衛,5樓/14樓,"1,680",0,中山區
台北市中山區民生東路三段,30.1年,華廈/辦公,建坪 17.14,主建物12.02,1廳1衛,3樓/9樓,"1,800",0,中山區
台北市中山區建國北路一段,16.0年,大樓,建坪 14.26,主建物8.39,1房2廳1衛(含加蓋1房),7樓/13樓,"1,988",0,中山區
台北市中山區民權東路三段,35.0年,辦公/大樓,建坪 269.48,主 + 陽219.78,2廳2衛4室,9樓/20樓,"26,300",4,中山區
台北市中山區松江路,11.8年,大樓,建坪 201.27,主 + 陽109.09,1廳1衛,13樓/22樓,"33,000",3,中山區
台北市中山區民生東路一段,46.6年,大樓,建坪 9.72,主建物6.39,1房1廳1衛,7樓/12樓,650,0,中山區
台北市中山區復興南路一段,44.4年,大樓,建坪 13.63,主 + 陽10.63,1房1廳1衛,10樓/12樓,"1,499",0,中山區
台北市中山區明水路,0.8年,大樓,建坪 72.35,主 + 陽32.97,3房2廳2衛,3樓/25樓,"8,368",2,中山區
台北市中山區新生北路二段,53.9年,大樓,建坪 15.11,主建物15.11,3房2廳1衛,12樓/12樓,"1,688",0,中山區
台北市中山區南京東路三段,0.6年,大樓,建坪 66.3,主 + 陽28.84,3房2廳3衛,2樓/14樓,"7,380",2,中山區
台北市中山區農安街,46.9年,華廈/辦公,建坪 38.71,主 + 陽31.27,2房2廳2衛,5樓/10樓,"3,380",0,中山區
台北市中山區民生東路一段,46.6年,大樓,建坪 8.95,主建物5.87,1房1廳1衛,7樓/12樓,650,0,中山區
台北市中山區龍江路,1.8年,華廈,建坪 49.49,主 + 陽25.04,3房2廳2衛,7樓/9樓,"5,928",1,中山區
台北市中山區明水路,29.8年,大樓,建坪 102.75,主 + 陽48.3,4房2廳2衛1室(含加蓋2房),14-15樓/15樓,"9,888",2,中山區
台北市中山區中山北路三段,48.2年,辦公/大樓,建坪 14.24,主 + 陽11.57,1房1廳1衛,4樓/14樓,998,0,中山區
台北市中山區林森北路,10.1年,華廈,建坪 25.36,主 + 陽14.02,2房1廳1衛,3樓/7樓,"2,588",0,中山區
台北市中山區龍江路,1.8年,華廈,建坪 47.94,主 + 陽24.05,3房2廳2衛,7樓/9樓,"5,728",1,中山區
台北市中山區松江路,11.6年,大樓,建坪 132.12,主 + 陽68.79,3房2廳3衛,4樓/21樓,"17,200",2,中山區
台北市中山區新生北路三段,48.1年,大樓,建坪 26.13,主 + 陽19.97,2房2廳1衛1室,4樓/11樓,"2,188",0,中山區
台北市中山區中山北路二段,47.4年,華廈,建坪 50.91,主 + 陽35.52,3房2廳2衛1室,7樓/7樓,"3,980",1,中山區
台北市中山區新生北路二段,47.9年,店面/辦公,建坪 25.56,主建物18.18,3房1廳1衛(含加蓋1房),1樓/7樓,"3,600",0,中山區
台北市中山區雙城街,6.2年,店面/辦公/大樓,建坪 24.2,主建物16.02,1廳1衛,1樓/18樓,"3,872",0,中山區
台北市中山區復興北路,42.4年,公寓,建坪 38.04,主 + 陽38.05,3房2廳2衛,2樓/5樓,"3,060",0,中山區
台北市中山區新生北路一段,48.6年,大樓/辦公,建坪 39.57,主 + 陽32.08,1廳1衛5室,4樓/12樓,"2,760",0,中山區
台北市中山區松江路,11.8年,大樓,建坪 200.93,主 + 陽108.86,1廳1衛,5樓/22樓,"22,600",3,中山區
台北市中山區中山北路二段,1.5年,大樓,建坪 32.65,主 + 陽19.4,2房2廳2衛,4樓/15樓,"3,818",1,中山區
台北市中山區樂群三路,16.3年,辦公,建坪 38.68,主 + 陽21.7,2房2衛1室,7樓/10樓,"4,888",1,中山區
台北市中山區農安街,16.7年,套房/大樓,建坪 16.75,主建物7.86,1房1廳1衛,13樓/14樓,"1,590",0,中山區
台北市中山區南京東路二段,15.5年,大樓/套房,建坪 18.51,主 + 陽11.92,1房1衛,15樓/18樓,"2,360",0,中山區
台北市中山區松江路,29.7年,華廈,建坪 20.29,主 + 陽12.9,2房1廳1衛,3樓/6樓,"1,788",0,中山區
台北市中山區中山北路二段,預售,大樓,建坪 41.94,主+附 18.8,2房2廳1衛1室,3樓/12樓,"4,208",1,中山區
台北市中山區北安路,31.5年,華廈,建坪 58.08,主 + 陽41.44,3房2廳2衛1室,5樓/6樓,"4,500",0,中山區
台北市中山區中山北路二段,預售,大樓,建坪 38.7,主+附 16.64,2房2廳1衛1室,9樓/12樓,"3,858",1,中山區
台北市中山區中山北路二段,2.3年,大樓,建坪 12.83,主 + 陽8.24,1房1廳1衛,10樓/15樓,"1,998",0,中山區
台北市中山區松江路,1.1年,華廈,建坪 32.6,主 + 陽16.18,2房2廳2衛,9樓/10樓,"4,650",1,中山區
台北市中山區中山北路二段,40.1年,套房/華廈,建坪 11.55,主 + 陽9.2,1房1廳1衛,3樓/7樓,"1,138",0,中山區
台北市中山區南京東路一段,49.3年,辦公/店面/大樓,建坪 150.6,主建物115.76,3廳2衛13室,11樓/11樓,"15,888",0,中山區
台北市中山區天祥路,55.2年,華廈,建坪 12.62,主建物8.95,1房1廳1衛,5樓/7樓,"1,258",0,中山區
台北市中山區中原街,48.7年,套房/華廈,建坪 9.81,主 + 陽8.15,1房1廳1衛,6樓/7樓,"1,188",0,中山區
台北市中山區長安東路一段,47.9年,華廈/套房,建坪 9.84,主 + 陽8.11,1房1廳1衛,6樓/7樓,950,0,中山區
台北市中山區中山北路一段,43.9年,華廈/辦公,建坪 71.18,主 + 陽60.75,2房1廳2衛,3樓/7樓,"5,600",0,中山區
台北市中山區新生北路二段,45.7年,大樓/套房,建坪 7.57,主 + 陽5.96,1房1廳1衛,9樓/12樓,598,0,中山區
台北市中山區吉林路,56.6年,店面/辦公,建坪 24.15,主建物24.15,2房2廳1衛,1樓/4樓,"2,658",0,中山區
台北市中山區新生北路三段,49.5年,店面/辦公,建坪 28.84,主建物19.07,1廳1衛,1樓/9樓,"2,650",0,中山區
台北市中山區建國北路二段,15.5年,大樓,建坪 86.73,主 + 陽38.87,4房2廳2衛,2樓/15樓,"6,888",2,中山區
台北市中山區松江路,52.8年,公寓,建坪 40.27,主 + 陽40.27,4房2廳2衛,3樓/4樓,"3,000",0,中山區
台北市中山區四平街,24.5年,華廈,建坪 12.28,主 + 陽7.23,1房1廳1衛,7樓/10樓,"1,599",0,中山區
台北市中山區林森北路,43.8年,店面,建坪 17.98,主建物11.18,1廳1衛,1樓/12樓,"2,600",0,中山區
台北市中山區長安東路一段,9.5年,華廈/辦公,建坪 21.52,主 + 陽9.88,1房1廳1衛,5樓/5樓,"2,188",1,中山區
台北市中山區松江路,16.2年,大樓,建坪 12.27,主 + 陽7.75,1房1廳1衛,11樓/13樓,"1,650",0,中山區
台北市中山區德惠街,43.9年,華廈,建坪 11.6,主建物8.94,1房1廳1衛,3樓/10樓,"1,150",0,中山區
台北市中山區四平街,24.5年,華廈,建坪 13.34,主 + 陽7.25,1房1廳1衛,7樓/10樓,"1,785",1,中山區
台北市中山區中山北路二段,預售,大樓,建坪 38.64,主+附 16.64,2房2廳1衛1室,6樓/12樓,"3,740",1,中山區
台北市中山區中山北路二段,46.6年,店面,建坪 23.85,主建物14.24,1廳1衛,1樓/12樓,"3,350",0,中山區
台北市中山區德惠街,51.1年,公寓,建坪 34.57,主 + 陽34.57,3房2廳2衛,2樓/4樓,"3,300",0,中山區
台北市中山區南京東路三段,54.4年,辦公/店面,建坪 84.97,主建物84.97,5房2廳2衛1室,5樓/8樓,"7,980",0,中山區
台北市中山區民生東路二段,59.4年,公寓,建坪 20.85,主建物20.85,2房2廳1衛(含加蓋1房),4樓/4樓,"1,980",0,中山區
台北市中山區新生北路二段,0.9年,華廈,建坪 36.47,主 + 陽17.87,2房2廳2衛,3樓/10樓,"3,498",1,中山區
台北市中山區民族東路,53.3年,公寓,建坪 28.03,主 + 陽28.03,3房2廳1衛,3樓/3樓,"1,760",0,中山區
台北市中山區德惠街,2.2年,大樓,建坪 32.54,主 + 陽16.52,2房2廳1衛,11樓/13樓,"3,588",1,中山區
台北市中山區林森北路,15.9年,大樓,建坪 27.57,主 + 陽13.45,1房1廳1衛,14樓/15樓,"2,100",1,中山區
台北市中山區敬業三路,20.1年,華廈,建坪 48.06,主 + 陽29.8,3房2廳2衛,3樓/7樓,"5,300",1,中山區
台北市中山區明水路,0.8年,大樓,建坪 74.26,主 + 陽33.21,3房2廳2衛,14樓/25樓,"10,500",2,中山區
台北市中山區龍江路,1.8年,華廈,建坪 33.88,主 + 陽16.21,2房2廳1衛,9樓/9樓,"4,088",1,中山區
台北市中山區民權東路二段,40.5年,公寓,建坪 39.9,主 + 陽36.1,3房2廳2衛,3樓/4樓,"3,200",0,中山區
台北市中山區龍江路,1.8年,華廈,建坪 39.29,主 + 陽19.69,3房2廳2衛,8樓/9樓,"4,989",1,中山區
台北市中山區農安街,3.5年,大樓,建坪 22,主 + 陽13.28,1房1廳1衛,2樓/14樓,"2,450",0,中山區
台北市中山區雙城街,58.9年,辦公/公寓,建坪 29.87,主 + 陽29.88,2房1廳1衛1室,2樓/4樓,"3,580",0,中山區
台北市中山區林森北路,50.7年,公寓,建坪 11.08,主 + 陽9.78,1房1廳1衛,4樓/4樓,988,0,中山區
台北市中山區中山北路一段,19.3年,辦公/店面,建坪 140.43,主 + 陽61.65,3廳2衛5室(含加蓋1室),2樓/7樓,"12,175",2,中山區
台北市中山區林森北路,49.2年,大樓,建坪 18.78,主建物16.21,3房1廳1衛,8樓/12樓,"1,688",0,中山區
台北市中山區松江路,57.9年,公寓,建坪 27.65,主建物27.65,2房2廳1.5衛(含加蓋1.5衛),1樓/4樓,"3,400",0,中山區
台北市中山區德惠街,48.0年,華廈,建坪 9.36,主 + 陽7.75,1房1廳1衛,8樓/10樓,890,0,中山區
台北市中山區長春路,36.7年,辦公/大樓,建坪 39.34,主 + 陽32.86,3房2廳2衛,3樓/12樓,"3,888",0,中山區
台北市中山區四平街,53.8年,華廈/辦公,建坪 42.82,主 + 陽42.82,2廳1衛,3樓/7樓,"3,688",0,中山區
台北市中山區長春路,20.8年,大樓,建坪 92.44,主 + 陽32.57,3房2廳2衛,5樓/14樓,"9,168",4,中山區
台北市中山區民族東路,44.4年,公寓,建坪 22.42,主 + 陽22.42,6房2廳2衛(含加蓋3房2廳1衛),5樓/5樓,"2,000",0,中山區
台北市中山區林森北路,43.3年,華廈,建坪 8.15,主 + 陽6.5,1房1廳1衛,7樓/8樓,680,0,中山區
台北市中山區龍江路,44.3年,公寓,建坪 47.91,主建物31.46,4房2廳2衛1室(含加蓋1廳2衛),B1-1樓/5樓,"4,898",0,中山區
台北市中山區中山北路三段,36.7年,大樓/辦公,建坪 37.31,主 + 陽34.41,3房2廳2衛1室,9樓/12樓,"3,980",0,中山區
台北市中山區民生東路二段,46.0年,華廈,建坪 12.72,主 + 陽9.63,1房1廳1衛,2樓/7樓,"1,088",0,中山區
台北市中山區復興北路,47.8年,辦公/大樓,建坪 32.6,主 + 陽29.37,1廳1衛2室,9樓/12樓,"3,580",0,中山區
台北市中山區錦州街,41.5年,辦公/大樓,建坪 31.85,主建物23.45,1廳2室,9樓/13樓,"1,780",0,中山區
台北市中山區新生北路三段,44.7年,大樓,建坪 9.61,主建物7.73,1房1廳1衛,11樓/12樓,"1,080",0,中山區
台北市中山區民族東路,44.4年,公寓,建坪 46.25,主 + 陽46.24,10房4廳5衛(含加蓋5房3廳2.5衛),5樓/5樓,"4,100",0,中山區
台北市中山區基湖路,25.0年,大樓,建坪 146.23,主 + 陽67.79,5房4廳4衛1室(含加蓋1房1衛),1樓/13樓,"19,680",2,中山區
台北市中山區長安東路二段,46.3年,辦公/華廈,建坪 50.11,主建物41.32,4房2廳2衛,3樓/7樓,"3,888",0,中山區
台北市中山區長安東路一段,46.3年,辦公/大樓,建坪 26.98,主建物20.89,1廳2衛,3樓/12樓,"2,100",0,中山區
台北市中山區民族東路,44.4年,公寓,建坪 23.83,主 + 陽23.83,4房2廳3衛(含加蓋2房1廳1.5衛),5樓/5樓,"2,100",0,中山區
台北市中山區敬業一路,18.3年,華廈,建坪 35.37,主 + 陽13.63,2房1廳1衛,5樓/8樓,"3,180",1,中山區
台北市中山區民族東路,45.2年,店面/辦公,建坪 33.18,主建物29.35,1房2廳1衛1室,1樓/4樓,"3,980",0,中山區
