路段,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,單價(萬/坪)
台北市內湖區康樂街,41.6,31.08,1788.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,57.528957528957534
台北市內湖區新豐街,16.7,67.06,5980.0,1,4.0,2.0,2.0,0.0,0,10.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,89.1738741425589
台北市內湖區新富街,11.2,149.5,15800.0,2,5.0,2.0,4.0,2.0,0,16.0,16,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105.68561872909699
台北市內湖區內湖路三段,41.2,28.33,1598.0,0,3.0,2.0,1.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56.406636074832335
台北市內湖區安泰街,45.5,29.39,1280.0,0,3.0,2.0,1.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43.55222864920041
台北市內湖區麗山街,43.1,36.75,2588.0,0,3.0,2.0,1.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,70.421768707483
台北市內湖區內湖路一段,43.0,54.88,2688.0,0,2.0,3.0,2.0,0.0,0,5.0,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48.97959183673469
台北市內湖區內湖路三段,42.4,27.84,1460.0,0,3.0,2.0,2.0,1.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52.44252873563219
台北市內湖區民權東路六段,36.9,58.77,3168.0,1,4.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53.905053598774884
台北市內湖區成功路二段,13.3,97.7,7500.0,2,3.0,2.0,3.0,2.0,0,14.0,14,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,76.76560900716478
台北市內湖區大湖山莊街,38.2,35.65,2580.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72.3702664796634
台北市內湖區康樂街,39.3,39.41,1960.0,0,3.0,4.0,2.0,0.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49.733570159857905
台北市內湖區成功路三段,34.3,11.47,1198.0,0,1.0,1.0,1.0,0.0,0,10.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,104.4463818657367
台北市內湖區東湖路,40.9,41.29,3288.0,0,4.0,2.0,2.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,79.63187212400096
台北市內湖區大湖山莊街,38.1,57.14,3988.0,1,4.0,2.0,2.0,1.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.79348967448372
台北市內湖區成功路四段,9.7,41.21,3768.0,1,2.0,2.0,1.0,1.0,0,15.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91.43411793254064
台北市內湖區內湖路二段,10.3,74.91,9588.0,1,4.0,2.0,2.0,1.0,0,15.0,11,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,127.99359231077294
台北市內湖區環山路二段,41.2,28.59,2258.0,0,4.0,3.0,3.0,0.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78.97866386848548
台北市內湖區金湖路,3.3,43.55,4980.0,1,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,114.35132032146959
台北市內湖區民權東路六段,18.5,33.42,2988.0,1,1.0,2.0,1.0,0.0,0,11.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,89.40754039497307
台北市內湖區金龍路,10.8,89.77,8399.0,2,3.0,2.0,2.0,0.0,0,11.0,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93.56132338197617
台北市內湖區康樂街,28.1,32.06,2480.0,1,2.0,2.0,1.0,1.0,0,13.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77.35495945102932
台北市內湖區行善路,27.9,38.53,2688.0,0,3.0,2.0,5.0,0.0,0,9.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.76382039968856
台北市內湖區行善路,27.9,37.53,3080.0,0,3.0,2.0,5.0,0.0,0,10.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82.06767918998135
台北市內湖區民權東路六段,37.4,38.55,2780.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72.11413748378729
台北市內湖區成功路四段,31.7,74.22,7388.0,0,0.0,1.0,1.0,0.0,0,11.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99.54190245216923
台北市內湖區民權東路六段,40.3,30.97,1888.0,0,3.0,2.0,2.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60.96222150468195
台北市內湖區內湖路二段,41.7,42.67,3580.0,0,3.0,2.0,2.0,0.0,0,7.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,83.89969533630185
台北市內湖區行善路,27.9,37.77,2998.0,0,3.0,2.0,5.0,0.0,0,9.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,79.3751654752449
台北市內湖區文德路,43.3,26.5,1768.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,66.71698113207547
台北市內湖區內湖路一段,1.6,21.26,1888.0,1,1.0,2.0,1.0,0.0,0,6.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88.80526810912511
台北市內湖區內湖路二段,1.5,35.01,3300.0,1,2.0,2.0,1.0,0.0,0,15.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,94.25878320479863
台北市內湖區康樂街,33.7,49.99,3480.0,1,3.0,2.0,2.0,0.0,0,6.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.6139227845569
台北市內湖區新明路,15.9,104.04,5188.0,2,0.0,1.0,1.0,0.0,0,12.0,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49.86543637062668
台北市內湖區民權東路六段,24.0,29.57,2680.0,0,3.0,2.0,2.0,0.0,1,11.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90.632397700372
台北市內湖區成功路四段,45.1,31.63,2380.0,0,3.0,2.0,5.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,75.24502055011065
台北市內湖區成功路二段,3.8,60.91,5588.0,1,3.0,2.0,2.0,1.0,0,11.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91.74191429978657
台北市內湖區南京東路六段,19.3,27.92,2980.0,0,2.0,2.0,1.0,0.0,0,12.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106.73352435530086
台北市內湖區行善路,28.8,39.6,2968.0,0,3.0,2.0,5.0,0.0,0,8.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,74.94949494949495
台北市內湖區內湖路一段,44.9,38.87,2400.0,0,5.0,2.0,2.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61.74427579109854
台北市內湖區行善路,27.9,38.31,2980.0,0,3.0,2.0,2.0,0.0,0,8.0,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77.78647872618114
台北市內湖區新明路,14.3,69.35,4988.0,2,4.0,2.0,2.0,0.0,0,7.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71.92501802451335
台北市內湖區成功路三段,45.4,36.5,1998.0,0,3.0,2.0,2.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,54.73972602739726
台北市內湖區港華街,46.3,31.54,2799.0,0,5.0,4.0,3.0,1.0,1,4.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,88.74445149017122
台北市內湖區內湖路三段,45.1,27.79,1780.0,0,6.0,2.0,5.0,0.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,64.05181720043181
台北市內湖區安泰街,29.6,42.68,2250.0,1,2.0,2.0,2.0,0.0,0,7.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,52.71790065604499
台北市內湖區內湖路一段,47.0,33.94,3580.0,0,4.0,2.0,5.0,1.0,1,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,105.48025928108427
台北市內湖區安泰街,44.8,41.31,1998.0,0,4.0,2.0,2.0,1.0,1,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48.36601307189542
台北市內湖區金湖路,27.6,56.18,4580.0,0,4.0,2.0,3.0,1.0,0,4.0,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81.52367390530438
台北市內湖區內湖路三段,45.8,31.14,1866.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.922928709055874
台北市內湖區麗山街,43.1,42.0,4688.0,0,5.0,1.0,3.0,0.0,1,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,111.61904761904762
台北市內湖區安康路,44.2,27.5,1820.0,0,4.0,2.0,2.0,1.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,66.18181818181819
台北市內湖區文德路,33.5,46.77,3333.0,1,3.0,2.0,5.0,0.0,0,6.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,71.26363053239255
台北市內湖區大湖山莊街,31.5,62.03,4966.0,1,4.0,2.0,3.0,1.0,1,3.0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,80.05803643398356
台北市內湖區康寧路三段,23.8,55.13,4680.0,2,3.0,2.0,2.0,0.0,0,10.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.89025938690368
台北市內湖區文湖街,7.7,42.27,2888.0,1,2.0,2.0,1.0,0.0,0,7.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68.32268748521409
台北市內湖區內湖路三段,44.8,32.08,1688.0,0,3.0,2.0,2.0,1.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,52.61845386533666
台北市內湖區內湖路一段,42.7,38.9,2650.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.12339331619538
台北市內湖區內湖路二段,24.0,47.24,4000.0,1,3.0,2.0,2.0,0.0,0,14.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84.6740050804403
台北市內湖區文湖街,8.2,30.98,3300.0,1,0.0,1.0,1.0,0.0,0,10.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,106.52033570045191
台北市內湖區康樂街,41.4,33.52,1650.0,0,4.0,2.0,1.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49.22434367541766
台北市內湖區內湖路一段,42.0,36.66,3500.0,0,3.0,4.0,2.0,0.0,1,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,95.47190398254229
台北市內湖區東湖路,42.1,31.93,2290.0,0,0.0,1.0,1.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,71.71938615721892
台北市內湖區星雲街,43.0,28.44,1650.0,0,3.0,2.0,5.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0168776371308
台北市內湖區港華街,42.7,35.23,1988.0,0,3.0,2.0,5.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56.429179676412154
台北市內湖區成功路四段,45.9,34.91,2588.0,0,3.0,2.0,2.0,1.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.13348610713264
台北市內湖區內湖路一段,42.6,28.03,1880.0,0,3.0,2.0,1.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,67.07099536211201
台北市內湖區民權東路六段,23.3,22.64,2288.0,1,2.0,1.0,1.0,1.0,1,8.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,101.06007067137809
台北市內湖區文湖街,10.0,37.89,2450.0,0,3.0,2.0,2.0,0.0,0,7.0,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,64.66086038532595
台北市內湖區文德路,42.1,41.77,5428.0,0,4.0,2.0,2.0,1.0,0,7.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129.94972468278667
台北市內湖區成功路四段,29.1,74.93,5580.0,1,3.0,2.0,2.0,0.0,0,19.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,74.46950487121313
台北市內湖區新明路,6.8,31.6,3250.0,1,2.0,1.0,1.0,0.0,0,20.0,20,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102.84810126582278
台北市內湖區內湖路三段,46.1,31.0,1798.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
台北市內湖區成功路四段,36.4,43.99,3398.0,1,3.0,2.0,1.0,1.0,0,16.0,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77.24482837008411
台北市內湖區金湖路,13.3,107.57,10888.0,3,4.0,2.0,3.0,0.0,0,24.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,101.21781165752535
台北市內湖區成功路五段,25.4,54.03,4388.0,1,1.0,2.0,2.0,1.0,0,19.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,81.21414029243013
台北市內湖區民權東路六段,25.6,96.11,7680.0,2,5.0,2.0,2.0,0.0,1,11.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79.90843824784102
台北市內湖區安泰街,17.7,52.97,2800.0,1,3.0,2.0,2.0,0.0,0,6.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,52.8601094959411
台北市內湖區成功路三段,30.3,62.27,3999.0,1,4.0,2.0,2.0,0.0,0,9.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,64.22033081740805
台北市內湖區民權東路六段,42.8,24.76,1650.0,0,3.0,2.0,1.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,66.63974151857835
台北市內湖區星雲街,42.1,28.86,1988.0,0,4.0,3.0,2.0,0.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.88426888426889
台北市內湖區文湖街,44.9,29.23,1688.0,0,3.0,2.0,1.0,0.0,0,4.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,57.74888812863497
台北市內湖區金湖路,44.2,32.01,2380.0,0,2.0,2.0,1.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74.35176507341457
台北市內湖區成功路二段,27.5,64.17,4280.0,1,3.0,2.0,2.0,1.0,0,11.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,66.69783387875954
台北市內湖區新富街,13.8,127.7,12688.0,2,4.0,2.0,3.0,4.0,0,14.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99.35787000783085
台北市內湖區文德路,16.0,37.72,2999.0,1,2.0,2.0,1.0,0.0,0,12.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,79.50689289501591
台北市內湖區南京東路六段,15.1,35.0,2888.0,1,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82.51428571428572
台北市內湖區內湖路三段,40.1,28.71,3280.0,0,1.0,1.0,1.0,1.0,1,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,114.24590734935562
台北市內湖區大湖山莊街,32.2,24.63,1780.0,0,1.0,2.0,1.0,0.0,0,3.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,72.26958993097848
台北市內湖區康樂街,41.0,28.95,1680.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58.031088082901555
台北市內湖區內湖路一段,15.8,37.94,2990.0,1,3.0,2.0,2.0,0.0,0,7.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,78.80864522930943
台北市內湖區內湖路二段,10.3,75.63,9000.0,1,4.0,2.0,2.0,1.0,0,15.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,119.0003966679889
台北市內湖區民權東路六段,16.8,89.92,8588.0,2,4.0,2.0,2.0,0.0,0,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,95.50711743772241
台北市內湖區成功路五段,28.8,44.34,3666.0,1,3.0,2.0,2.0,0.0,0,11.0,11,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82.67929634641406
台北市內湖區內湖路二段,3.9,46.5,4385.0,1,2.0,2.0,2.0,0.0,0,13.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,94.3010752688172
台北市內湖區內湖路二段,3.6,46.02,5980.0,1,3.0,2.0,2.0,0.0,0,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129.94350282485874
台北市內湖區內湖路一段,35.7,69.61,4188.0,1,3.0,3.0,4.0,0.0,0,5.0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60.16376957333716
台北市內湖區文湖街,10.0,44.19,2998.0,0,3.0,2.0,2.0,0.0,0,7.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,67.84340348495135
台北市內湖區康樂街,31.8,51.83,2850.0,1,2.0,2.0,2.0,0.0,0,8.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54.987459000578816
台北市內湖區文湖街,8.2,31.9,2880.0,1,2.0,2.0,2.0,1.0,1,10.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,90.28213166144201
台北市內湖區陽光街,42.7,24.79,2179.0,0,3.0,2.0,5.0,1.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,87.89834610730134
台北市內湖區瑞光路,29.1,41.99,1988.0,0,4.0,1.0,2.0,0.0,0,7.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47.34460585853775
台北市內湖區成功路三段,43.3,39.07,2680.0,0,2.0,2.0,2.0,0.0,0,7.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68.5948297926798
台北市內湖區行善路,28.8,36.16,2760.0,0,3.0,2.0,1.0,0.0,0,9.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,76.32743362831859
台北市內湖區港墘路,42.8,29.6,2180.0,0,3.0,3.0,2.0,1.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,73.64864864864865
台北市內湖區民權東路六段,45.3,34.13,1988.0,0,4.0,2.0,2.0,1.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58.247875769118075
台北市內湖區文湖街,8.2,38.75,2988.0,1,0.0,1.0,1.0,0.0,0,10.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77.10967741935484
台北市內湖區陽光街,43.2,20.1,1768.0,0,2.0,2.0,1.0,0.0,0,5.0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,87.96019900497512
台北市內湖區內湖路三段,47.0,24.25,1480.0,0,5.0,2.0,3.0,1.0,1,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61.03092783505155
台北市內湖區環山路三段,45.2,34.14,2180.0,0,3.0,2.0,2.0,0.0,0,5.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,63.8547158758055
台北市內湖區成功路二段,42.3,33.67,1990.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.1030591030591
台北市內湖區文湖街,8.2,38.75,2988.0,1,0.0,1.0,1.0,0.0,0,10.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77.10967741935484
台北市內湖區康樂街,40.2,34.81,1880.0,0,4.0,2.0,2.0,0.0,0,5.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,54.007469118069515
台北市內湖區文湖街,10.0,39.82,2550.0,0,3.0,2.0,2.0,0.0,0,7.0,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0381717729784
台北市內湖區文德路,46.3,29.45,3240.0,0,3.0,2.0,2.0,0.0,0,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,110.0169779286927
台北市內湖區成功路二段,45.4,38.29,2080.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,54.322277357012275
台北市內湖區麗山街,44.2,42.42,2588.0,0,3.0,4.0,2.0,2.0,1,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61.00895803866101
台北市內湖區成功路五段,25.2,112.48,9288.0,2,5.0,2.0,3.0,4.0,1,14.0,13,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82.57467994310099
台北市內湖區內湖路二段,47.0,36.08,2850.0,0,3.0,2.0,1.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78.99113082039912
台北市內湖區民權東路六段,39.4,60.43,4280.0,0,4.0,2.0,2.0,0.0,0,12.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70.82574880026478
台北市內湖區康寧路三段,29.9,39.21,2768.0,0,3.0,2.0,2.0,0.0,0,9.0,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,70.59423616424381
台北市內湖區民權東路六段,17.6,32.26,3388.0,1,2.0,2.0,1.0,0.0,1,7.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,105.02169869807813
台北市內湖區金龍路,32.3,50.74,3188.0,2,3.0,2.0,5.0,0.0,0,11.0,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62.83011430823807
台北市內湖區民權東路六段,42.3,23.03,2150.0,0,3.0,2.0,2.0,0.0,1,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,93.35649153278332
台北市內湖區金湖路,19.3,126.83,10888.0,2,6.0,5.0,4.0,2.0,1,4.0,-1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85.84719703540172
台北市內湖區內湖路二段,1.5,60.92,6388.0,1,3.0,2.0,2.0,0.0,0,15.0,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104.85883125410373
台北市內湖區內湖路一段,42.8,35.72,2350.0,0,3.0,2.0,2.0,0.0,0,5.0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,65.78947368421053
台北市內湖區文湖街,45.4,30.06,1880.0,0,3.0,2.0,1.0,1.0,0,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.54158349966733
台北市內湖區南京東路六段,17.9,13.01,1050.0,0,1.0,1.0,1.0,1.0,1,12.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,80.70714834742506
台北市內湖區文湖街,32.0,105.33,6355.0,1,5.0,2.0,3.0,0.0,0,9.0,5,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60.33418779075287
台北市內湖區星雲街,21.2,55.37,5888.0,1,4.0,2.0,2.0,0.0,0,14.0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,106.33917283727651
台北市內湖區民權東路六段,20.7,80.67,7890.0,1,4.0,2.0,5.0,1.0,1,3.0,-1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97.8058757902566
台北市內湖區金龍路,36.4,59.93,3398.0,0,5.0,2.0,3.0,1.0,0,10.0,5,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56.699482729851496
台北市內湖區民權東路六段,44.4,59.18,2680.0,0,0.0,4.0,2.0,0.0,0,5.0,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45.28556944913822
台北市內湖區麗山街,42.7,32.5,3100.0,0,2.0,2.0,2.0,0.0,0,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,95.38461538461539
台北市內湖區環山路二段,44.6,24.88,2298.0,0,3.0,2.0,1.0,0.0,0,4.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,92.36334405144694
台北市內湖區成功路四段,29.1,140.51,9868.0,2,5.0,3.0,3.0,0.0,1,19.0,18,19,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70.2298768770906
台北市內湖區康寧路三段,36.2,53.73,3188.0,1,3.0,2.0,2.0,1.0,0,5.0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.33370556486135
台北市內湖區新明路,12.2,46.67,3100.0,2,3.0,1.0,2.0,1.0,1,6.0,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66.42382686950931
台北市內湖區金湖路,19.1,90.96,7980.0,1,4.0,2.0,3.0,0.0,0,5.0,-1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87.73087071240106
