行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單位,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天
1,0,0,0,0,0,0,0,0,0,0,0,25.51,23880000,936113.0,2,1,1,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,25.99,19880000,764889.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,49.69,47700000,1203057.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,33.84,18080000,534224.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,55.71,34600000,621028.0,4,2,3,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,32.97,37380000,1133678.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,10.74,16200000,1507713.0,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,34.24,19500000,569460.0,2,1,1,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,10.29,13750000,1336512.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,23.48,16000000,681520.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,41.17,15750000,382531.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,13.94,10300000,738926.0,1,1,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.79,8050000,746053.0,1,1,1,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,115.12,65500000,568978.0,4,2,4,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,33.08,10000000,302312.0,3,2,2,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,101.42,85000000,977006.0,3,2,2,3,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,43.25,43500000,1005750.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,13.93,21000000,1507203.0,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,56.62,49500000,874268.0,3,2,3,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,25.57,30500000,1192653.0,2,1,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,13660000,1303993.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.83,16600000,1293642.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,27.13,14700000,541755.0,3,1,2,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,25.09,32880000,1310363.0,2,2,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,29.84,30880000,1034801.0,2,2,2,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,24.12,16900000,1090574.0,2,1,1,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,131.26,222000000,1691337.0,3,2,3,2,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,49.58,54800000,1105364.0,4,2,5,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,119.42,107000000,1007836.0,3,2,4,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,12.89,14179000,1100045.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,70.95,45250000,914074.0,2,2,2,2,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,31.32,16000000,615933.0,2,2,1,1,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,26.9,23120000,859442.0,3,1,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,26.49,9300000,351119.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,49.0,42000000,857111.0,4,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,22.5,14980000,665692.0,2,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,30.13,24000000,796579.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,41.97,46500000,1107810.0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,44.29,48000000,1235913.0,2,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,36.1,29000000,803389.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,24.42,26200000,1072861.0,2,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,24.68,21230000,860077.0,2,1,1,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,18.59,18500000,994914.0,1,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,44.8,43050000,961003.0,5,4,3,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,15.86,16000000,1008636.0,2,1,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,115.74,125930000,1279996.0,0,0,0,2,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,28.75,21500000,747917.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,43.25,45850000,1060233.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,28.94,28080000,970385.0,5,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,68.69,77580000,1619121.0,3,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,45.01,53000000,1177390.0,2,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,173.74,222220000,1321837.0,5,1,3,4,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,11.98,9700000,809957.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,11.54,5400000,467926.0,3,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,17.95,19100000,1064051.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,112.62,110000000,1296059.0,3,2,3,3,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,25.09,12180000,485467.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,29.51,21000000,711507.0,3,2,2,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,19.67,12400000,630452.0,2,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,22.62,5400000,238685.0,2,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,33.43,19600000,586260.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,37.93,26800000,706502.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,24.28,20500000,844473.0,0,3,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,75.67,51880000,685580.0,4,2,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,22.68,16450000,725266.0,3,2,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,33.61,13000000,386818.0,4,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,20.32,17270000,850077.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,39.09,25800000,659983.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,27.02,19200000,710605.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,25.85,15000000,580168.0,3,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,92.71,55500000,651233.0,4,2,3,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,32.43,31330000,965965.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,47.7,30900000,671051.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,35.86,20830000,580803.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,40.89,34800000,997661.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,51.23,69880000,1364095.0,1,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,27.67,27120000,980140.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,111.0,89000000,801809.0,4,2,2,2,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,75.95,69400000,1037786.0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,24.53,29700000,1210782.0,2,1,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,72.18,83000000,1322717.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,17.0,12400000,729395.0,2,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,36.89,18500000,501453.0,6,0,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,31.47,21900000,695858.0,4,3,2,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,36.48,18800000,515331.0,3,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,29.59,23000000,777280.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,27.66,18800000,679745.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,32.09,15000000,467493.0,3,1,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,26.69,13800000,517116.0,3,2,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,27.09,18060000,666773.0,3,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,14.75,11850000,803399.0,2,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,35.25,15680000,444858.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,71.44,68800000,963112.0,3,2,2,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,32.58,10000000,306917.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,59.2,21000000,354735.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,69.94,57800000,976381.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,38.85,27560000,709451.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,34.67,11440000,329975.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,57.86,56000000,967872.0,2,4,6,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,22.46,16520000,735514.0,0,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,36.68,26980000,735531.0,3,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,55.52,27140000,739359.0,2,2,1,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,12510000,1194210.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,28.78,14400000,500406.0,5,2,3,3,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,32.77,26380000,805012.0,2,2,2,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,26.69,15600000,584568.0,3,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,13.16,6600000,501338.0,1,1,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,84.04,31280000,372203.0,5,3,5,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,11.52,6500000,564128.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,14.45,5160000,357159.0,2,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,37.47,26400000,704496.0,1,1,1,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,37.66,24800000,658611.0,3,2,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,57.44,52580000,915416.0,3,2,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,59.86,64580000,1078934.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,22.81,11000000,482343.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,47.46,25500000,537305.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,17.9,16350000,913465.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,31.75,21400000,776529.0,1,2,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,25.2,22150000,878926.0,3,2,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,40.85,24000000,587523.0,1,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,65.22,44500000,757346.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,31.03,15200000,489890.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,38.68,20000000,517097.0,4,2,2,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,129.06,160000000,1426158.0,4,2,3,3,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,25.91,22600000,872182.0,2,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,14.55,9300000,639167.0,1,1,1,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,34.17,20200000,591107.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,74.15,54800000,825386.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,36.74,34160000,929740.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,34.1,31000000,908993.0,3,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,15.07,5600000,371661.0,2,2,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,179.68,292000000,1906491.0,5,2,5,3,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,34.73,22500000,647801.0,3,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,61.15,45000000,735858.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.1,24210000,950146.0,2,2,1,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,38.59,25320000,656082.0,4,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,34.64,22750000,656714.0,3,2,2,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,34.75,17500000,503539.0,3,2,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,23.61,16680000,706479.0,3,2,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,20.99,17000000,809895.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,188.84,275000000,1456228.0,5,3,5,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,27.56,20180000,732205.0,3,3,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,29.07,10940000,376332.0,3,2,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,29.27,15800000,539751.0,3,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,46.5,8880000,190956.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,36.35,33810000,930014.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,35.04,17000000,485182.0,2,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,73.12,67880000,1064031.0,3,2,2,2,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,43.08,33180000,1009912.0,2,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,67.99,52000000,764823.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,40.45,21580000,533536.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,40.21,20100000,646717.0,2,2,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,125.78,128060000,1018137.0,4,2,3,3,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,45.99,44800000,974021.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,35.38,18000000,508716.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,25.74,17700000,687656.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,29.21,18130000,620757.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,27.47,22680000,912546.0,2,2,1,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,82.3,40320000,489929.0,3,2,2,2,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,39.97,37620000,941297.0,4,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,29.72,27500000,925287.0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,33.64,15000000,445886.0,3,1,2,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,75.21,91900000,1399973.0,3,2,2,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,93.03,105100000,1416588.0,3,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,69.54,36500000,573074.0,2,2,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,12.21,11180000,915502.0,0,1,1,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,27.4,16580000,605170.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,157.13,168000000,1317860.0,4,2,5,4,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,26.01,22900000,880265.0,1,1,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,12.03,11880000,987502.0,1,1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,17.64,23000000,1303503.0,1,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,27.24,17380000,637960.0,3,2,2,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,36.26,31500000,868715.0,2,1,2,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,20.49,15080000,735924.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,41.85,39000000,931816.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,49.82,46880000,940960.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,57.67,41500000,719633.0,5,4,3,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,10.81,7000000,647289.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,25.14,15000000,596713.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,54.73,22800000,416630.0,3,2,2,1,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,34.17,39180000,1245781.0,2,1,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,29.46,26500000,899515.0,3,2,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,32.68,29800000,1002414.0,2,2,1,1,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,19.03,8000000,420319.0,5,0,5,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,101.84,50800000,498842.0,5,3,4,2,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.26,7820000,844539.0,1,0,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,15.09,11550000,765478.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,19.52,15000000,768433.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,47.79,9350000,195641.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,50.43,28880000,572713.0,4,0,4,2,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,79.59,59000000,741266.0,4,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,24.19,20880000,863138.0,3,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,36.99,25150000,679868.0,0,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,49.79,29180000,692942.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,13.28,11100000,835862.0,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,47.2,30000000,635649.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,29.04,22300000,767990.0,1,2,1,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,57.04,30600000,536445.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,48.53,25550000,526511.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,36.14,32000000,885531.0,8,0,8,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,36.14,32000000,885531.0,7,0,7,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,38.99,26380000,843032.0,2,2,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,32.6,24500000,751527.0,1,1,1,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,115.67,106000000,916381.0,3,2,2,3,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,22.87,15600000,682241.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,21.82,23500000,1076881.0,1,1,1,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,5.99,2900000,484184.0,3,2,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,103.59,152500000,1770986.0,0,0,0,2,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,27.06,27500000,1081278.0,2,1,1,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,62.59,57550000,1318727.0,2,1,1,2,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,44.46,32500000,730922.0,2,1,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,34.22,23000000,672029.0,3,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,10.64,10400000,977271.0,1,1,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,35.44,15000000,423242.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,62.39,68740000,1215110.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,27.13,23600000,869852.0,2,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,42.89,28000000,652813.0,2,2,2,1,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,37.53,17800000,474313.0,5,2,3,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,20.52,17500000,853015.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,9.43,7500000,794919.0,1,1,1,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,29.28,22400000,764899.0,3,2,2,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,28.89,16500000,571041.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,37.43,30580000,817032.0,2,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,41.18,25500000,619199.0,3,2,2,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,39.39,28080000,712846.0,2,2,1,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,27.2,19080000,701454.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,68.39,34800000,508832.0,4,2,2,2,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,47.05,31280000,664859.0,3,2,2,1,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,41.4,28800000,695603.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,13.32,5030000,377655.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,51.58,41300000,924616.0,3,2,2,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,38.58,36000000,933184.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,44.22,32550000,736155.0,3,2,2,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,26.28,14380000,547226.0,2,1,1,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,27.12,15550000,573398.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,8.51,6900000,810880.0,1,0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,24.8,27280000,1099783.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,38.32,44000000,1148210.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,28.67,21000000,732529.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,37.01,25880000,699316.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,32.26,47500000,1472344.0,0,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,45.86,15000000,327112.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,73.22,30280000,413565.0,3,2,2,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,31.46,14000000,445010.0,3,2,2,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,49.71,37280000,750000.0,0,2,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,10.33,9700000,938983.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,72.03,75500000,1214994.0,3,2,3,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,45.51,33800000,866556.0,3,2,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,52.44,36880000,795438.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,38.38,28750000,873720.0,2,2,1,1,0,0,1,0,0
