行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,房屋總價,單位,房,廳,衛,車位數量,是否加蓋,房屋類型_公寓,房屋類型_大樓,房屋類型_華廈,房屋類型_透天
0,0,0,1,0,0,0,0,0,0,0,0,27.43,11500000,419242.0,5,2,4,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,19.63,10760000,548250.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,20.4,23000000,1127255.0,2,2,1,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,27.06,17450000,644826.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,30.09,19500000,648000.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,32.0,14500000,453149.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,57.26,37600000,656621.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,22.28,17500000,785706.0,2,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,71.29,38080000,580098.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,42.19,29600000,701646.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,21.62,11200000,517976.0,2,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,27.37,23530000,859696.0,2,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,41.9,29450000,702879.0,4,2,2,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,26.7,17520000,1037843.0,1,1,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,28.7,24000000,836295.0,1,2,1,1,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,20.9,12000000,574171.0,2,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,31.94,18300000,572988.0,3,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,28.3,20000000,706744.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,27.06,15000000,554231.0,2,2,2,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,22.24,14600000,656482.0,2,1,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,43.22,13260000,306775.0,4,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,31.13,9850000,316444.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,26.88,14850000,552518.0,3,2,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,31.85,10700000,335982.0,1,1,1,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,24.82,14800000,596221.0,2,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,14.86,16880000,1136263.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,55.74,54700000,981317.0,4,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,29.2,29000000,993145.0,2,2,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,29.47,17390000,590165.0,3,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,43.67,32752500,749970.0,3,2,2,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,46.2,34650000,749990.0,1,1,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,20.29,18510000,912199.0,1,1,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,35.73,10000000,279892.0,2,2,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,33.62,24100000,716906.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,22.23,12500000,562211.0,2,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,25.47,16450000,645848.0,6,0,2,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,22.3,18750000,840913.0,2,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,18.7,13000000,695282.0,3,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,22.54,15000000,665418.0,4,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,30.9,13830000,447526.0,4,0,4,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,42.47,35500000,835928.0,3,2,2,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,60.64,48000000,866989.0,3,2,2,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,14.7,14500000,986097.0,1,1,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,25.69,15000000,583927.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,58.46,45700000,781759.0,4,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,28.06,17300000,616542.0,3,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,33.4,26100000,781392.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,42.97,21450000,499186.0,3,2,2,2,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,32.61,22150000,679315.0,3,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,38.05,12000000,315340.0,4,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,40.25,16000000,397479.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,57.89,25500000,440498.0,2,2,1,2,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,53.34,21800000,413066.0,3,2,2,2,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,51.3,50000000,974586.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,62.7,30000000,478455.0,2,1,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,29.63,17300000,746056.0,2,1,1,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,12.04,11330000,940837.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,15.12,10620000,702152.0,2,1,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,18.17,11000000,605358.0,2,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,11.39,4300000,377555.0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,30.54,14500000,474829.0,3,1,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,60.01,40300000,671593.0,3,2,2,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,119.24,98000000,998368.0,3,2,2,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,20.05,11400000,568591.0,2,1,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,23.22,16880000,727061.0,2,2,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,52.29,32660000,624558.0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,10.35,8200000,792387.0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,9.9,7500000,757286.0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,46.81,26000000,555417.0,3,2,2,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,18.95,16600000,876057.0,4,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,36.38,26510000,728668.0,3,2,2,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,26.55,26660000,1100610.0,2,2,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,41.56,38000000,914335.0,3,2,2,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,69.3,55680000,803435.0,4,2,2,2,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,22.94,24500000,1068074.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,38.73,26600000,686717.0,3,2,1,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,29.72,20000000,672869.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,28.42,13600000,478488.0,2,2,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,68.03,41100000,641755.0,4,2,2,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,96.42,40100000,449020.0,4,2,3,2,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,28.88,23680000,819957.0,0,0,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,49.25,56500000,1147142.0,4,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,16.89,24500000,1450691.0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,13500000,1288717.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,12400000,1183711.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.83,15500000,1207919.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,12800000,1221896.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,15.19,15500000,1288717.0,1,1,1,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,10.48,13450000,1283946.0,1,1,1,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.83,16330000,1272601.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,38.53,23000000,596902.0,3,2,2,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,39.97,8200000,205174.0,3,2,2,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,25.83,22500000,871068.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,36.64,24300000,663289.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,14.15,9000000,635867.0,1,1,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,40.84,30000000,734621.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,56.72,41200000,726433.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,16.3,11280000,691699.0,2,2,3,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,52.6,31600000,600710.0,4,2,3,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,14.96,20880000,1395573.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,26.15,16830000,643494.0,3,2,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.27,10500000,1133232.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,64.23,45000000,813481.0,2,2,2,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,21.97,12720000,875409.0,1,1,1,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,110.45,85880000,944249.0,3,2,3,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,15.93,15680000,984332.0,1,1,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,24.57,21000000,854632.0,2,2,1,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,32.87,26800000,815422.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,21.21,13500000,636548.0,4,2,2,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,28.72,23880000,831498.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,30.28,21650000,714919.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,69.38,63500000,915234.0,3,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,63.49,51180000,806053.0,4,2,2,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,20.71,24180000,1167605.0,2,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,52.83,49500000,936943.0,3,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,16.54,15800000,955224.0,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,46.79,46800000,1000140.0,4,2,2,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,31.6,30700000,971644.0,6,0,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,56.66,52300000,923082.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,60.35,18500000,306553.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,15.38,16680000,1084808.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,58.32,60380000,1035347.0,5,2,3,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,12.56,12980000,1033459.0,1,1,1,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,13.19,10000000,758212.0,4,1,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,31.71,24580000,775051.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,27.06,18000000,665150.0,3,1,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,59.06,31250000,657418.0,3,2,2,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,42.99,11350000,264044.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,41.22,20660000,553216.0,4,2,3,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,23.22,12500000,538402.0,3,0,3,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,21.41,11500000,537034.0,3,2,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.99,16600000,503130.0,3,2,2,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,32.99,16600000,503130.0,3,2,2,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,33.77,22500000,666314.0,2,2,2,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,71.9,67000000,931879.0,3,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,21.75,14000000,643600.0,2,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,31.51,20300000,644214.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,31.08,32000000,1029545.0,2,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,47.82,25300000,645200.0,3,2,2,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,16.26,12800000,787389.0,1,0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,34.8,9000000,258626.0,4,2,2,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,35.29,21500000,609193.0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,28.62,33700000,1272088.0,2,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,16.2,20700000,1277874.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,16.2,21050000,1299480.0,1,1,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,28.62,33250000,1253741.0,2,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,32.13,37610000,1252336.0,2,1,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,28.62,32300000,1215007.0,2,1,1,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,34.82,22890000,656509.0,2,1,1,1,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,37.3,23390000,657008.0,2,1,1,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,9.81,12480000,1272561.0,1,1,1,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,29.95,20000000,667772.0,3,2,2,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,29.23,22250000,761194.0,4,3,1,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,19.39,14000000,722129.0,3,1,2,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,39.65,24680000,622519.0,4,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,22.3,23450000,1051558.0,2,1,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,21.89,20800000,949994.0,2,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,44.52,37850000,850090.0,3,2,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,9.39,6000000,639213.0,3,1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,25.6,16000000,625064.0,2,1,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,33.99,25600000,753190.0,3,2,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,32.18,30000000,932173.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,30.69,25800000,840791.0,2,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,48.83,31250000,639943.0,4,2,3,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0,0,12.19,8050000,660502.0,1,0,1,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,21.32,18900000,886361.0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,25.61,18600000,726377.0,3,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,41.43,24000000,579289.0,4,2,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,24.2,6400000,264464.0,2,2,2,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,27.38,16500000,602647.0,3,2,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,33.06,31880000,964305.0,2,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,47.36,39100000,825607.0,3,2,2,0,1,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,46.3,30600000,835369.0,2,2,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,33.39,24800000,742741.0,3,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,26.11,30000000,1148779.0,2,2,3,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,89.91,11287500,125534.0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,36.31,10000000,275436.0,3,2,2,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,11.62,3100000,266735.0,2,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,64.75,39160000,604789.0,9,3,2,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,45.89,42200000,919611.0,4,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,36.71,18500000,503890.0,2,2,1,1,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,26.35,25200000,956444.0,2,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,31.75,13500000,425152.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,19.47,9150000,469982.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,43.96,36500000,960236.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,57.05,31500000,552105.0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,31.81,24000000,872090.0,2,2,1,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,33.08,30000000,906940.0,7,0,7,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,22.96,23000000,1001889.0,3,1,2,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,30.1,31880000,1058973.0,2,1,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,43.77,39000000,890989.0,4,2,2,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,20.59,21200000,1029420.0,2,2,2,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,44.68,19400000,434177.0,4,4,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,95.92,50000000,521255.0,5,2,3,1,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,27.2,21120000,776364.0,3,2,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,100.41,68600000,839333.0,3,2,2,2,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,17.16,21500000,1252859.0,1,2,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,53.24,42200000,952064.0,3,2,2,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,28.55,36000000,1261087.0,3,1,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,22.73,12880000,566733.0,3,2,1,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,102.84,67800000,691435.0,3,3,4,3,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,20.57,19380000,942014.0,2,2,2,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,23.56,21260000,902546.0,1,2,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,30.39,16880000,555464.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,37.52,22360000,719686.0,3,2,2,1,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,36.64,40680000,1110213.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,33.05,24000000,726218.0,3,2,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,43.3,25500000,588918.0,2,2,2,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,105.9,95000000,897108.0,4,2,3,2,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,40.66,25500000,627077.0,3,2,2,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,21.01,19000000,904394.0,1,1,1,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,34.31,30880000,900123.0,3,2,2,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,44.49,48000000,1078858.0,3,2,3,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,20.46,21900000,1070170.0,3,1,1,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,14.79,9250000,625332.0,3,2,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,31.32,28880000,922074.0,2,2,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,28.88,42880000,1484942.0,0,3,2,0,1,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,18.69,8800000,470729.0,0,0,0,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,40.62,25000000,615467.0,3,2,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,107.24,89880000,1140878.0,4,2,3,3,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,73.44,67080000,1025790.0,4,2,2,1,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,22.81,12000000,526191.0,3,2,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,31.69,7900000,249290.0,4,1,1,0,1,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,57.17,42500000,870295.0,3,2,2,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,66.77,100000000,1722755.0,4,2,2,1,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,12.82,15800000,1232458.0,1,1,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,14.72,16700000,1134309.0,1,1,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,13.23,15980000,1208296.0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,9.43,7500000,795174.0,0,1,1,0,1,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,47.2,45000000,1049734.0,2,2,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,26.43,15060000,569758.0,2,2,1,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.61,7200000,749425.0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.4,10600000,1127823.0,1,1,1,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,35.77,26000000,726797.0,4,2,2,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,12.64,11000000,869948.0,1,1,1,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,26.81,14000000,522125.0,3,2,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,25.9,9100000,351354.0,3,2,2,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,19.21,9900000,515394.0,1,2,0,0,1,1,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,19.21,9900000,515394.0,3,1,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,40.71,35300000,867039.0,3,2,1,0,1,0,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,12.86,7200000,560042.0,1,1,1,0,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,47.55,35200000,840348.0,2,2,2,1,1,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0,0,10.96,11500000,1049317.0,1,0,1,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,32.59,25200000,773286.0,4,2,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,56.62,62000000,1094927.0,3,2,2,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,11.94,16000000,1340416.0,5,2,3,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,9.86,6800000,689765.0,0,0,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,56.98,45000000,930586.0,2,2,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,34.89,22800000,653477.0,6,0,3,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,29.34,28000000,954447.0,2,2,1,0,1,0,1,0,0
