區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
大安區,台北市大安區通化街,2288,公寓,40.5年,建坪24.25,主+陽21.36,2/5樓,4房(室)--廳4衛,0,25.0310236,121.5546471
大安區,台北市大安區基隆路二段,3488,住宅大樓,38.8年,建坪37.37,主+陽29.80,7/12樓,5房(室)--廳5衛,0,25.0216990115,121.549833992
大安區,台北市大安區永康街,8800,公寓,59.7年,建坪31.72,主31.72,1/4樓,4房(室)3廳2衛,0,25.031737,121.529244
大安區,台北市大安區復興南路一段,4899,住宅大樓,47.0年,建坪43.12,主+陽38.09,13/14樓,6房(室)--廳1衛,1,25.0364607,121.543902
大安區,台北市大安區敦化南路一段,10680,住宅大樓,5.3年,建坪58.31,主+陽31.10,8/23樓,3房(室)2廳2衛,1,25.0444762426,121.548523043
大安區,台北市大安區忠孝東路四段,5980,華廈,43.0年,建坪46.32,主+陽44.54,2/7樓,5房(室)1廳2衛,0,25.0432920245663,121.553086933118
大安區,台北市大安區安和路一段,12800,華廈,49.9年,建坪45.67,主45.67,1/7樓,2房(室)2廳1衛,1,25.0385766,121.5527614
大安區,台北市大安區和平東路三段,2500,公寓,52.5年,建坪25.53,主25.53,4/4樓,3房(室)4廳3衛(含加蓋--房(室)2廳1衛),0,25.0200999072,121.556404511
大安區,台北市大安區永康街,11800,公寓,61.2年,建坪35.09,主35.09,1/4樓,--房(室)1廳1衛,0,25.0331118,121.5295752
大安區,台北市大安區通化街,6600,透天厝,64.0年,建坪17.58,主17.58,1~2/2樓,--房(室)2廳2衛,0,25.0309968,121.5534686
大安區,台北市大安區通化街,9800,透天厝,63.5年,建坪23.87,主23.87,1~2/2樓,--房(室)3廳3衛(含加蓋--房(室)1廳1衛),0,25.0322376,121.5541815
大安區,台北市大安區敦化南路二段,13888,華廈,6.7年,建坪130.29,主+陽53.95,8/8樓,4房(室)2廳4衛,3,25.0239764,121.547174
大安區,台北市大安區永康街,9300,公寓,53.3年,建坪32.18,主32.18,1/4樓,--房(室)1廳1衛,0,25.0319284437,121.529372799
大安區,台北市大安區敦化南路一段,9888,華廈,49.7年,建坪26.50,主+平26.50,1/7樓,3房(室)2廳1衛,1,25.0427533797,121.552274909
大安區,台北市大安區忠孝東路四段,3788,公寓,53.3年,建坪33.38,主33.38,4/4樓,5房(室)--廳5衛,0,25.0430496,121.5534027
大安區,台北市大安區安和路二段,3988,華廈,42.3年,建坪29.99,主+陽28.71,7/7樓,3房(室)2廳3衛(含加蓋1房(室)--廳1衛),1,25.0291249675,121.551129404
大安區,台北市大安區安和路二段,5688,住宅大樓,35.2年,建坪46.99,主+陽+露36.54,3/17樓,2房(室)2廳2衛,1,25.0266710319182,121.550159904705
