區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
信義區,公園旁低總三房,台北市信義區吳興街,1880 萬,公寓,39.0年,建坪31.41,主+陽28.39,4/5樓,3房(室)2廳1.5衛,0
信義區,W110可隔兩房,台北市信義區光復南路,3500 萬,住宅大樓,17.5年,建坪28.88,主+陽18.99,6/18樓,1房(室)1廳1衛,0
信義區,富陽採光靜巷三房,台北市信義區富陽街,2288 萬,公寓,49.9年,建坪31.01,主31.01,4/4樓,3房(室)2廳2衛,0
信義區,森聯大戶豪邸打通,台北市信義區信義路五段,9680 萬,華廈,17.1年,建坪86.03,主+陽31.44,5/7樓,2房(室)2廳2衛,0
信義區,黑土獨戶樹海四房,台北市信義區吳興街,2000 萬,公寓,55.9年,建坪32.46,主32.46,4/4樓,4房(室)2廳1衛,0
信義區,象山步道旁透天,台北市信義區信義路五段,5180 萬,透天厝,48.0年,建坪47.90,主+平+陽47.89,1~2/2樓,9房(室)3廳3衛(含加蓋4房(室)1廳1衛),0
信義區,後山埤收租頂佳,台北市信義區忠孝東路五段,2380 萬,公寓,52.5年,建坪20.90,主20.90,4/4樓,4房(室)2廳4衛(含加蓋3房(室)--廳2衛),0
信義區,首購精選清幽三房,台北市信義區松山路,1780 萬,公寓,47.7年,建坪24.73,主+陽17.65,2/4樓,3房(室)2廳1衛,0
信義區,世貿三興一樓,台北市信義區吳興街,4600 萬,店面,33.2年,建坪55.49,主+平52.79,B1~1/7樓,1房(室)2廳2衛(含加蓋--房(室)1廳1衛),0
信義區,獨家富陽方正一樓,台北市信義區富陽街,2388 萬,公寓,57.9年,建坪21.12,主21.12,1/4樓,--房(室)--廳1衛,0
信義區,世貿捷運商業純辦,台北市信義區基隆路二段,5500 萬,辦公商業大樓,31.3年,建坪59.90,主+陽46.30,3/12樓,--房(室)1廳--衛,0
信義區,小百麗貳號,台北市信義區松山路,3988 萬,辦公商業大樓,42.0年,建坪34.93,主+平17.38,1/7樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
信義區,金融鑽石大商場,台北市信義區永吉路,13200 萬 (含車位價),店面,28.8年,建坪324.54,主+陽237.53,B1~1/11樓,30房(室)1廳1衛(含加蓋2房(室)--廳--衛),1
信義區,清幽一樓大空間,台北市信義區松山路,2688 萬,公寓,49.0年,建坪29.11,主+平17.65,1/4樓,3房(室)3廳2衛(含加蓋--房(室)2廳--衛),0
信義區,國館靜巷面寬住店,台北市信義區逸仙路,8988 萬,華廈,44.5年,建坪56.36,主+平49.71,1/7樓,2房(室)2廳2.5衛,0
信義區,公園邊間一樓,台北市信義區嘉興街,2480 萬,公寓,49.1年,建坪28.11,主+平28.11,1/4樓,3房(室)2廳2衛(含加蓋--房(室)1廳--衛),0
信義區,永春稀有面寬住辦,台北市信義區忠孝東路五段,4580 萬,辦公商業大樓,41.2年,建坪63.00,主+平29.17,B1~1/7樓,4房(室)3廳1衛(含加蓋1房(室)1廳--衛),0
信義區,北醫低總邊間3房,台北市信義區吳興街,1980 萬,公寓,39.5年,建坪30.60,主+陽29.32,4/5樓,3房(室)2廳2衛,0
信義區,財經世紀景觀辦公,台北市信義區基隆路二段,8988 萬 (含車位價),辦公商業大樓,34.2年,建坪115.91,主+陽78.21,12/12樓,8房(室)1廳2衛,1
信義區,國際金融財源辦公,台北市信義區忠孝東路五段,23300 萬 (含車位價),辦公商業大樓,32.5年,建坪245.80,主+陽164.04,15/28樓,7房(室)2廳2衛,1
信義區,捷運後棟高樓兩房,台北市信義區基隆路二段,3350 萬,住宅大樓,44.2年,建坪23.42,主+陽19.83,8/12樓,2房(室)2廳1衛,0
信義區,悅榕四米五美粧屋,台北市信義區信義路四段,1820 萬,辦公商業大樓,21.1年,建坪9.56,主+陽6.79,3/11樓,1房(室)2廳1.5衛(含加蓋1房(室)--廳0.5衛),0
信義區,都更整合黃金透天,台北市信義區吳興街,2280 萬,透天厝,55.0年,建坪18.42,主18.42,1~3/3樓,3房(室)1廳2.5衛(含加蓋1房(室)--廳--衛),0
信義區,忠孝捷運低總美寓,台北市信義區忠孝東路五段,1998 萬,公寓,54.4年,建坪19.33,主19.33,4/4樓,5房(室)2廳2衛(含加蓋3房(室)--廳1衛),0
信義區,川普高樓頂級兩房,台北市信義區信義路五段,3905 萬 (含車位價),住宅大樓,16.6年,建坪36.68,主+陽15.52,19/19樓,2房(室)1廳1衛(含加蓋--房(室)--廳1衛),1
信義區,信義區獨棟透天,台北市信義區吳興街,1980 萬,透天厝,--年,建坪36.42,主36.42,1~2/2樓,4房(室)3廳2.5衛(含加蓋4房(室)3廳2.5衛),0
信義區,信義香禔裝潢美屋,台北市信義區吳興街,1866 萬,住宅大樓,12.0年,建坪23.27,主+陽12.53,5/11樓,2房(室)2廳2衛(含加蓋1房(室)--廳1衛),0
信義區,仁愛尚華國館美賞,台北市信義區仁愛路四段,13500 萬 (含車位價),住宅大樓,12.9年,建坪60.28,主+陽36.29,3/15樓,3房(室)2廳2衛,1
信義區,松山雙鐵邊間四房,台北市信義區虎林街,3450 萬,公寓,38.9年,建坪47.21,主+陽43.82,4/5樓,4房(室)2廳2衛,0
信義區,松山車站收租寶,台北市信義區永吉路,1880 萬,透天厝,53.9年,建坪21.20,主+陽21.20,1~3/3樓,5房(室)--廳5衛(含加蓋2房(室)--廳2衛),0
信義區,市場面寬三角窗,台北市信義區仁愛路四段,6900 萬,店面,45.9年,建坪32.25,主+平31.23,1/6樓,--房(室)3廳1衛,0
信義區,國泰博愛公園一樓,台北市信義區信義路六段,3120 萬,公寓,54.6年,建坪23.14,主+陽23.14,1/4樓,1房(室)1廳2衛(含加蓋--房(室)--廳1衛),0
信義區,川普次高樓沒車位,台北市信義區信義路五段,1988 萬,住宅大樓,16.7年,建坪15.29,主+陽9.69,18/19樓,1房(室)1廳1衛,0
信義區,川普屋況美含車,台北市信義區信義路五段,2380 萬 (含車位價),住宅大樓,16.5年,建坪25.59,主+陽9.34,11/19樓,1房(室)1廳1衛,1
信義區,市府面寬質感金店,台北市信義區永吉路,4880 萬 (含車位價),店面,14.5年,建坪47.91,主+陽17.57,1/8樓,--房(室)1廳1衛,1
信義區,永春大面寬金店,台北市信義區忠孝東路五段,5980 萬,店面,44.1年,建坪51.99,主+平45.05,1/7樓,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
信義區,北醫美妝樓中樓,台北市信義區吳興街,5500 萬,店面,36.1年,建坪51.69,主+平+夾24.10,B1~1/6樓,4房(室)2廳3衛(含加蓋1房(室)--廳--衛),0
信義區,計畫區馬可4房,台北市信義區松德路,8725 萬 (含車位價),住宅大樓,35.0年,建坪79.22,主+陽54.98,4/12樓,4房(室)2廳3衛,1
信義區,太子建設方正一樓,台北市信義區信義路六段,3486 萬,公寓,43.1年,建坪28.39,主+平27.88,1/5樓,3房(室)2廳2衛,0
信義區,稀有翠亨美妝電梯,台北市信義區光復南路,4735 萬,辦公商業大樓,36.9年,建坪43.84,主+陽33.71,2/12樓,--房(室)2廳1衛,0
信義區,莊敬路都更改建,台北市信義區莊敬路,4500 萬,華廈,45.2年,建坪24.71,主+陽21.24,6/7樓,2房(室)2廳1衛,0
信義區,美妝林蔭世貿新城,台北市信義區信義路五段,6188 萬 (含車位價),華廈,27.8年,建坪52.08,主+陽26.21,2/8樓,3房(室)2廳2衛,1
信義區,信義香榭面101,台北市信義區信義路五段,3468 萬 (含車位價),住宅大樓,19.1年,建坪35.92,主+陽15.97,9/19樓,2房(室)1廳1衛,1
信義區,莊敬郵局旁大三房,台北市信義區吳興街,2680 萬,公寓,46.7年,建坪34.03,主+陽34.03,4/5樓,3房(室)2廳2衛,0
信義區,象山雙拼邊間華厦,台北市信義區信義路六段,3180 萬,華廈,34.6年,建坪34.01,主+陽27.10,4/7樓,3房(室)2廳1.5衛,0
信義區,稀有翠亨美妝管理,台北市信義區光復南路,3418 萬,辦公商業大樓,36.9年,建坪31.63,主+陽25.09,2/12樓,2房(室)--廳2衛,0
信義區,邊間鼎佳大空間,台北市信義區松山路,1450 萬,公寓,49.1年,建坪29.11,主+陽17.65,4/4樓,4房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
信義區,市府站三角窗金店,台北市信義區基隆路一段,7100 萬,店面,51.1年,建坪31.36,主31.36,1/4樓,--房(室)2廳1衛,0
信義區,高樓遠景世貿新城,台北市信義區松智路,5688 萬 (含車位價),住宅大樓,27.9年,建坪49.66,主+陽28.22,7/12樓,3房(室)2廳2衛,1
信義區,國際EAT美妝,台北市信義區忠孝東路五段,2180 萬,辦公商業大樓,20.4年,建坪12.98,主+陽7.55,4/11樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,信義捷運美妝公寓,台北市信義區富陽街,2680 萬,公寓,48.8年,建坪37.72,主+陽37.72,5/5樓,4房(室)2廳2衛,0
信義區,達麗信義稀有大戶,台北市信義區忠孝東路五段,5480 萬 (含車位價),住宅大樓,10.6年,建坪48.75,主+陽20.91,6/11樓,2房(室)2廳2衛,1
信義區,世貿獨棟美妝頂家,台北市信義區莊敬路,5580 萬,住宅大樓,39.5年,建坪50.89,主+陽47.16,6/6樓,5房(室)3廳2衛(含加蓋1房(室)1廳1衛),0
信義區,捷運公園獨棟邊間,台北市信義區林口街,3380 萬,華廈,39.9年,建坪37.17,主+陽34.88,3/7樓,4房(室)2廳2衛,0
信義區,樂芙公園電梯兩房,台北市信義區虎林街,2888 萬,華廈,10.1年,建坪23.40,主+陽14.54,3/7樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,信義大坪四房坡車,台北市信義區莊敬路,7580 萬 (含車位價),辦公商業大樓,36.7年,建坪82.88,主+陽66.68,5/9樓,4房(室)2廳3衛,1
信義區,公園旁絕美雲邸,台北市信義區松勤街,10888 萬 (含車位價),華廈,26.4年,建坪56.17,主+陽38.21,6/8樓,3房(室)2廳2衛,1
信義區,國館巨蛋逸仙大廈,台北市信義區逸仙路,16500 萬 (含車位價),住宅大樓,46.3年,建坪116.54,主+陽93.11,6/12樓,5房(室)2廳3衛,1
信義區,世貿超群景觀美辦,台北市信義區信義路四段,3968 萬,辦公商業大樓,41.5年,建坪36.07,主+陽29.88,11/12樓,1房(室)2廳1衛,0
信義區,兒福景觀美妝名廈,台北市信義區松信路,3888 萬,華廈,45.3年,建坪36.83,主+陽35.77,6/7樓,4房(室)2廳3衛,0
信義區,仁愛邊間大三角窗,台北市信義區光復南路,3800 萬,店面,47.5年,建坪21.09,主+平19.04,1/7樓,2房(室)2廳2衛(含加蓋--房(室)--廳1衛),0
信義區,信義計劃台北信義,台北市信義區松勇路,29950 萬 (含車位價),住宅大樓,13.8年,建坪144.40,主+陽77.23,20/22樓,2房(室)3廳2衛,1
信義區,國館信義三角店辦,台北市信義區光復南路,8366 萬,辦公商業大樓,44.0年,建坪83.77,主+陽73.05,2/12樓,8房(室)2廳1衛,0
信義區,麟光邊間四面鼎鎵,台北市信義區和平東路三段,3588 萬,公寓,52.4年,建坪42.55,主42.55,4/4樓,6房(室)3廳3衛(含加蓋2房(室)1廳1衛),0
信義區,華納花園專任釋出,台北市信義區松仁路,10500 萬 (含車位價),住宅大樓,24.4年,建坪86.05,主+陽51.11,6/12樓,4房(室)2廳3.5衛(含加蓋1房(室)--廳1衛),1
信義區,松山車站精選頂加,台北市信義區松隆路,2490 萬,公寓,48.8年,建坪28.61,主+陽28.62,4/4樓,5房(室)3廳2衛(含加蓋2房(室)3廳1衛),0
信義區,基泰國際裝潢附車,台北市信義區基隆路二段,4850 萬 (含車位價),住宅大樓,15.5年,建坪51.27,主+陽23.26,5/15樓,2房(室)2廳2衛,1
信義區,維也納高樓帝景居,台北市信義區松高路,21360 萬 (含車位價),住宅大樓,28.3年,建坪140.49,主+陽83.21,14/14樓,6房(室)2廳5衛,1
信義區,吳興首購黃金三樓,台北市信義區吳興街,1500 萬,公寓,42.4年,建坪24.95,主+陽21.34,3/5樓,2房(室)2廳1衛,0
信義區,博愛國小裝潢一樓,台北市信義區虎林街,4688 萬,公寓,57.1年,建坪28.53,主+平+陽28.54,1/4樓,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),0
信義區,永春世貿內閣商辦,台北市信義區松德路,4388 萬,辦公商業大樓,33.7年,建坪47.61,主+陽37.79,4/12樓,3房(室)1廳--衛,0
信義區,板南市府電梯兩房,台北市信義區忠孝東路五段,4698 萬 (含車位價),住宅大樓,11.5年,建坪28.16,主12.43,9/13樓,2房(室)2廳2衛(含加蓋1房(室)--廳1衛),1
信義區,信義寶徠花園廣場,台北市信義區信義路五段,19680 萬 (含車位價),住宅大樓,18.7年,建坪102.19,主+陽62.39,21/27樓,3房(室)2廳3衛,1
信義區,東昀昀景觀露臺戶,台北市信義區,8898 萬 (含車位價),住宅大樓,--年,建坪81.22,主+陽42.92,17/17樓,--房(室)--廳--衛,1
信義區,打通世貿名紳邊間,台北市信義區信義路五段,4319 萬 (含車位價),辦公商業大樓,27.3年,建坪39.67,主+陽19.99,5/14樓,1房(室)1廳1衛,1
信義區,忠泰繹景觀美邸,台北市信義區市民大道六段,12888 萬 (含車位價),住宅大樓,11.1年,建坪117.47,主+陽53.40,10/16樓,4房(室)2廳2.5衛,1
信義區,捷運大土地公寓,台北市信義區忠孝東路五段,4188 萬,公寓,53.9年,建坪30.55,主30.55,4/4樓,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),0
信義區,凱廈挑高質感金店,台北市信義區虎林街,2580 萬,店面,31.3年,建坪22.28,主+平19.68,1/23樓,4房(室)1廳1衛(含加蓋2房(室)--廳--衛),0
信義區,捷運邊間帷幕辦公,台北市信義區基隆路二段,13800 萬 (含車位價),辦公商業大樓,29.0年,建坪159.27,主+陽+露105.78,2/21樓,--房(室)1廳--衛,1
信義區,松山雙鐵大空間,台北市信義區松山路,2588 萬,公寓,50.7年,建坪36.79,主36.79,4/4樓,10房(室)3廳7衛(含加蓋6房(室)1廳6衛),0
信義區,世紀威秀高樓景觀,台北市信義區基隆路一段,1666 萬,辦公商業大樓,24.1年,建坪14.69,主+陽10.41,9/14樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,市府收租置產首選,台北市信義區永吉路,3580 萬,辦公商業大樓,41.1年,建坪45.25,主+陽36.07,2/12樓,6房(室)--廳6衛(含加蓋--房(室)--廳1衛),0
信義區,面101世貿新城,台北市信義區松智路,5988 萬 (含車位價),住宅大樓,27.8年,建坪50.44,主+陽28.08,3/13樓,2房(室)2廳2衛,1
信義區,信義樺城方正一樓,台北市信義區吳興街,2068 萬,公寓,39.8年,建坪32.93,主+平27.07,1/5樓,3房(室)2廳2衛,0
信義區,光復學區電梯兩房,台北市信義區忠孝東路四段,1980 萬,套房,32.2年,建坪17.59,主9.21,5/7樓,2房(室)--廳2衛,0
信義區,昇陽國際有雙車位,台北市信義區,17888 萬 (含車位價),住宅大樓,--年,建坪105.36,主+陽54.89,25/31樓,2房(室)1廳1衛,1
信義區,邊間海華三房坡車,台北市信義區忠孝東路五段,4500 萬 (含車位價),店面,41.1年,建坪65.02,主+平29.74,B1~1/7樓,3房(室)2廳2衛,1
信義區,永春國泰收租三樓,台北市信義區永吉路,2850 萬,公寓,57.1年,建坪29.42,主29.42,3/4樓,3房(室)3廳3衛,0
信義區,和盛逸仙美妝大樓,台北市信義區永吉路,3680 萬,辦公商業大樓,28.9年,建坪34.40,主+陽26.42,4/11樓,3房(室)2廳2衛,0
信義區,低調奢華車庫壹樓,台北市信義區信安街,3288 萬,公寓,49.6年,建坪29.77,主29.77,1/4樓,4房(室)2廳2衛,0
信義區,國泰方正三房美寓,台北市信義區富陽街,2268 萬,公寓,40.1年,建坪32.81,主+陽29.55,4/5樓,3房(室)2廳2衛,0
信義區,信義高投報收租屋,台北市信義區嘉興街,2480 萬,公寓,49.0年,建坪28.11,主+陽28.11,4/4樓,5房(室)--廳5衛,0
信義區,國美國家美術館,台北市信義區松德路,22968 萬 (含車位價),住宅大樓,15.5年,建坪185.86,主+陽88.15,3/15樓,5房(室)2廳5衛(含加蓋--房(室)1廳--衛),1
信義區,世貿公園3房附車,台北市信義區基隆路一段,4656 萬 (含車位價),華廈,25.5年,建坪48.37,主+陽26.36,4/8樓,3房(室)2廳1衛,1
信義區,宏築信義店面S2,台北市信義區,6250 萬 (含車位價),店面,--年,建坪53.60,無資料,1/24樓,--房(室)1廳1衛,1
信義區,宏築信義店面S3,台北市信義區,7250 萬 (含車位價),店面,--年,建坪54.80,主29.74,1/24樓,--房(室)1廳1衛,1
信義區,宏築B棟帝王戶,台北市信義區,18300 萬 (含車位價),住宅大樓,--年,建坪166.28,主+陽87.29,24/24樓,4房(室)2廳3.5衛,1
信義區,宏築A棟樓中樓,台北市信義區,22000 萬 (含車位價),住宅大樓,--年,建坪198.50,主+陽107.85,23~24/24樓,4房(室)4廳4.5衛,1
信義區,TEMPO精美屋,台北市信義區永吉路,6588 萬 (含車位價),華廈,19.1年,建坪45.40,主+陽23.61,1~2/10樓,2房(室)2廳2衛(含加蓋--房(室)1廳1衛),1
信義區,魔術大空間一樓,台北市信義區吳興街,3998 萬,店面,35.7年,建坪78.77,主+平55.84,B1~1/5樓,--房(室)3廳3衛(含加蓋--房(室)--廳2衛),0
信義區,近捷運大土地透天,台北市信義區嘉興街,6588 萬,透天厝,49.9年,建坪26.33,主26.33,1~2/2樓,4房(室)2廳2衛,0
信義區,挹翠裝潢庭院別墅,台北市信義區景雲街,11800 萬 (含車位價),透天厝,47.6年,建坪129.91,主+平+陽129.90,B1~2/2樓,7房(室)5廳5衛(含加蓋1房(室)--廳--衛),1
信義區,信義之星庭園一樓,台北市信義區松智路,28980 萬 (含車位價),住宅大樓,23.3年,建坪146.19,主+陽88.90,1/14樓,6房(室)2廳5衛(含加蓋1房(室)--廳1衛),1
信義區,東方麒麟店辦,台北市信義區林口街,6950 萬,店面,35.2年,建坪57.28,主+平39.68,1/10樓,4房(室)2廳2衛,0
信義區,永吉稀有收租頂佳,台北市信義區永吉路,2980 萬,公寓,53.3年,建坪25.82,主25.82,4/4樓,9房(室)--廳9衛(含加蓋4房(室)--廳6衛),0
信義區,世貿商業收租辦公,台北市信義區基隆路二段,5690 萬,辦公商業大樓,33.3年,建坪59.03,主+陽49.83,4/12樓,2房(室)2廳1衛,0
信義區,永春捷運美頂家宅,台北市信義區虎林街,3380 萬,公寓,40.3年,建坪40.29,主+陽38.94,5/5樓,8房(室)2廳6衛(含加蓋4房(室)--廳4衛),0
信義區,後山埤站景觀三房,台北市信義區忠孝東路五段,3488 萬,華廈,40.7年,建坪31.98,主+陽26.54,8/9樓,3房(室)2廳2衛,0
信義區,辦公收租有四桶金,台北市信義區基隆路二段,5690 萬,辦公商業大樓,33.3年,建坪59.03,主+陽43.70,5/12樓,--房(室)4廳2衛(含加蓋--房(室)--廳2衛),0
信義區,富陽街溫馨3房,台北市信義區富陽街,2980 萬,公寓,39.4年,建坪38.20,主+陽36.26,3/5樓,3房(室)2廳2衛,0
信義區,板南電梯兩房,台北市信義區中坡南路,2680 萬 (含車位價),華廈,12.1年,建坪30.18,主+陽12.23,1/7樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
信義區,寶徠花園高樓名邸,台北市信義區信義路五段,16500 萬 (含車位價),住宅大樓,18.5年,建坪112.11,主+陽62.39,14/27樓,4房(室)2廳3.5衛(含加蓋--房(室)--廳0.5衛),1
信義區,忠孝界電梯兩房,台北市信義區中坡南路,2980 萬 (含車位價),華廈,12.1年,建坪33.15,主+陽14.20,1/7樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
信義區,稀有面101景觀,台北市信義區信義路五段,2650 萬 (含車位價),住宅大樓,16.5年,建坪25.67,主+陽9.37,14/19樓,1房(室)1廳1衛,1
信義區,鋼骨露臺純辦坡車,台北市信義區永吉路,13680 萬 (含車位價),辦公商業大樓,34.0年,建坪198.66,主+陽+露158.98,2/14樓,7房(室)1廳--衛,1
信義區,國美精美裝潢屋,台北市信義區永吉路,8888 萬 (含車位價),住宅大樓,12.6年,建坪73.23,主+陽33.05,11/11樓,3房(室)2廳2衛,1
信義區,廣慈方正頂佳,台北市信義區福德街,2500 萬,公寓,46.0年,建坪29.16,主+陽29.16,5/5樓,5房(室)4廳3衛(含加蓋2房(室)2廳1衛),0
信義區,市府國品永吉3房,台北市信義區基隆路一段,4228 萬,華廈,44.3年,建坪39.12,主+陽34.12,3/7樓,3房(室)2廳2衛,0
信義區,邊間住辦一樓,台北市信義區福德街,7800 萬,公寓,35.1年,建坪--,無資料,B1~1/5樓,5房(室)2廳3衛(含加蓋3房(室)1廳3衛),0
信義區,基泰帝景面101,台北市信義區吳興街,6800 萬 (含車位價),住宅大樓,15.9年,建坪84.03,主+陽35.49,11/19樓,2房(室)2廳2衛,1
信義區,五分埔低總透天,台北市信義區永吉路,1880 萬,透天厝,29.0年,建坪3.86,主3.86,1~3/3樓,--房(室)4廳--衛(含加蓋--房(室)1廳--衛),0
信義區,廣慈旁黃金黑土屋,台北市信義區福德街,2480 萬,公寓,43.3年,建坪32.94,主+陽29.81,5/5樓,4房(室)1廳2衛,0
信義區,新世界面101,台北市信義區松勤街,2600 萬,住宅大樓,18.0年,建坪15.71,主+陽10.21,6/19樓,1房(室)1廳1衛(含加蓋--房(室)--廳0.5衛),0
信義區,莊敬松仁人潮金店,台北市信義區松仁路,8000 萬,店面,50.7年,建坪25.75,主25.75,1/4樓,--房(室)1廳1衛,0
信義區,高第低總大馬路店,台北市信義區永吉路,2888 萬,店面,18.8年,建坪29.57,主+陽18.01,1/14樓,--房(室)1廳1衛,0
信義區,信義低總收租首選,台北市信義區吳興街,1688 萬,公寓,36.8年,建坪29.26,主+陽28.29,5/5樓,4房(室)2廳2衛,0
信義區,松隆路店辦1樓,台北市信義區松隆路,9980 萬,店面,48.2年,建坪46.60,主+平46.60,1/5樓,4房(室)--廳2衛(含加蓋1房(室)--廳--衛),0
信義區,市場人潮面寬金店,台北市信義區虎林街,3100 萬,店面,45.4年,建坪18.18,主+平18.18,1/5樓,1房(室)1廳1衛,0
信義區,連鎖集團金店面,台北市信義區莊敬路,4980 萬,店面,37.0年,建坪31.84,主+平14.35,1/7樓,1房(室)1廳1衛,0
信義區,信安稀有雙拼華廈,台北市信義區信安街,2680 萬,華廈,48.9年,建坪31.77,主+陽28.28,4/7樓,3房(室)2廳1衛,0
信義區,饒河商圈店面,台北市信義區松信路,7880 萬,店面,25.9年,建坪44.03,主+陽35.52,1/10樓,5房(室)2廳2衛(含加蓋--房(室)1廳--衛),0
信義區,忠孝永春捷運店面,台北市信義區松山路,6150 萬,店面,58.0年,建坪21.31,主21.31,1/4樓,--房(室)--廳1衛,0
信義區,捷運大面寬金店,台北市信義區大道路,3680 萬,店面,43.2年,建坪42.40,主+平31.18,1/5樓,2房(室)2廳2衛,0
信義區,世貿大空間一樓,台北市信義區吳興街,3080 萬,店面,36.2年,建坪66.69,主+平+夾41.58,B1~1/6樓,6房(室)6廳4衛(含加蓋1房(室)--廳--衛),0
信義區,麟光靜巷小美宅,台北市信義區和平東路三段,1888 萬,公寓,39.3年,建坪23.50,主+陽20.47,4/5樓,2房(室)2廳1衛,0
信義區,世貿捷運收租首選,台北市信義區基隆路二段,5320 萬,辦公商業大樓,45.9年,建坪61.43,主+陽57.58,4/12樓,11房(室)--廳11衛(含加蓋1房(室)--廳1衛),0
信義區,世貿惠安金雞母A,台北市信義區基隆路二段,2660 萬,辦公商業大樓,45.9年,建坪30.99,主+陽29.05,4/12樓,5房(室)--廳5衛,0
信義區,永春臻品美妝套房,台北市信義區永吉路,1798 萬,華廈,10.6年,建坪15.36,主+陽7.63,4/5樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
信義區,忠孝巨蛋潛力店霸,台北市信義區忠孝東路四段,8800 萬,店面,48.1年,建坪47.54,主+平20.77,B1~1/7樓,--房(室)2廳1衛,0
信義區,海華大辦公1樓,台北市信義區忠孝東路五段,7950 萬,店面,43.8年,建坪79.83,主+平31.50,B1~1/7樓,2房(室)1廳3衛,0
信義區,信義吳興人潮店霸,台北市信義區吳興街,4698 萬,店面,33.3年,建坪51.54,主+平49.08,B1~1/7樓,--房(室)2廳2衛,0
信義區,計畫區翰邑4房,台北市信義區信義路五段,11000 萬 (含車位價),華廈,32.2年,建坪91.11,主+陽+露58.12,2/7樓,4房(室)2廳3衛,1
信義區,信義捷運連鎖店霸,台北市信義區莊敬路,9800 萬,店面,49.5年,建坪63.93,主+平53.69,1/7樓,1房(室)1廳1衛,0
信義區,宏築C5高樓美景,台北市信義區,6308 萬 (含車位價),住宅大樓,--年,建坪72.45,主+陽29.98,11/24樓,1房(室)2廳2衛,1
信義區,正三角面寬純一樓,台北市信義區信義路六段,6868 萬,店面,34.0年,建坪53.10,主+平40.26,1/7樓,1房(室)1廳1衛,0
信義區,全坤101可看屋,台北市信義區,5988 萬 (含車位價),住宅大樓,--年,建坪42.00,主+陽20.31,15/15樓,--房(室)--廳--衛,1
信義區,世貿獨戶3房坡車,台北市信義區吳興街,2300 萬 (含車位價),公寓,39.5年,建坪38.76,主+陽29.32,4/5樓,3房(室)2廳2衛,1
信義區,新川普低總價車位,台北市信義區信義路五段,1980 萬 (含車位價),辦公商業大樓,16.7年,建坪32.56,主+陽9.13,2/19樓,1房(室)1廳1衛,1
信義區,面101上林苑墅,台北市信義區青雲街,8500 萬,透天厝,40.2年,建坪88.63,主+陽88.63,B1~3/3樓,4房(室)2廳2衛,0
信義區,北醫置產收租美寓,台北市信義區吳興街,2838 萬,公寓,39.5年,建坪37.83,主+陽32.60,5/5樓,8房(室)1廳5衛(含加蓋4房(室)1廳2衛),0
信義區,全新美妝低總套房,台北市信義區吳興街,688 萬,套房,32.1年,建坪6.12,主+陽4.68,3/7樓,1房(室)--廳1衛,0
信義區,101景觀露台戶,台北市信義區吳興街,4298 萬 (含車位價),華廈,1.6年,建坪39.21,主+陽17.81,9/10樓,3房(室)2廳2衛,1
信義區,信義文湖人潮金店,台北市信義區嘉興街,3580 萬,店面,31.8年,建坪28.98,主+平23.15,1/11樓,1房(室)1廳1衛,0
信義區,世貿面寬黃金店辦,台北市信義區莊敬路,11800 萬,華廈,34.9年,建坪76.71,主+陽63.96,2/7樓,--房(室)--廳2衛,0
信義區,風水寶地挑高金店,台北市信義區永吉路,9800 萬 (含車位價),店面,25.3年,建坪79.05,主+陽31.36,1/14樓,1房(室)2廳1衛,1
信義區,富台靜巷朝北一樓,台北市信義區忠孝東路五段,4888 萬,公寓,36.8年,建坪36.78,主+平28.80,1/5樓,3房(室)2廳2衛,0
信義區,帛詩華美妝後棟,台北市信義區基隆路二段,3580 萬 (含車位價),住宅大樓,11.2年,建坪32.71,主+陽19.72,8/15樓,1房(室)1廳1衛,1
信義區,忠孝靜巷宜居四房,台北市信義區忠孝東路五段,4580 萬,華廈,42.1年,建坪47.57,主+陽41.05,5/7樓,4房(室)2廳2衛,0
信義區,未來廣慈社宅對面,台北市信義區福德街,10600 萬,公寓,51.4年,建坪--,無資料,1/4樓,4房(室)3廳2衛,0
信義區,信義捷運面寬金店,台北市信義區富陽街,5500 萬,店面,43.4年,建坪47.00,主+平28.11,B1~1/7樓,1房(室)2廳1衛,0
