區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
文山區,景仁巷寬邊間美居,台北市文山區景仁街,2288 萬,公寓,46.1年,建坪32.49,主+陽32.49,2/4樓,3房(室)2廳2衛,0
文山區,邊間清幽全新兩房,台北市文山區萬盛街,2288 萬 (含車位價),華廈,9.6年,建坪31.84,主+陽12.30,2/8樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,未政捷運景觀三房,台北市文山區政大一街,2480 萬 (含車位價),華廈,23.2年,建坪43.96,主+陽30.72,3/7樓,3房(室)2廳1衛,1
文山區,南方綠意景觀三房,台北市文山區辛亥路四段,2988 萬 (含車位價),住宅大樓,30.6年,建坪56.45,主+陽27.70,14/18樓,3房(室)2廳2衛,1
文山區,景明捷運好宅,台北市文山區景明街,1680 萬,公寓,48.6年,建坪20.64,主+陽20.65,4/4樓,5房(室)3廳3衛(含加蓋2房(室)2廳1衛),0
文山區,萬芳景觀三房美寓,台北市文山區萬美街一段,1738 萬,公寓,39.1年,建坪34.19,主+陽27.14,4/4樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),0
文山區,捷運邊間採光二樓,台北市文山區辛亥路五段,1780 萬,公寓,44.8年,建坪37.99,主+陽38.00,2~3/5樓,3房(室)2廳2衛,0
文山區,萬美電梯精美小宅,台北市文山區萬美街二段,998 萬,住宅大樓,42.5年,建坪14.15,主+陽10.85,2/12樓,1房(室)1廳1衛,0
文山區,捷運電梯三房車位,台北市文山區木新路二段,2750 萬 (含車位價),華廈,31.0年,建坪40.92,主+陽28.74,5/10樓,3房(室)2廳2衛,1
文山區,景美景觀樓中樓,台北市文山區羅斯福路六段,7280 萬 (含車位價),住宅大樓,20.7年,建坪100.29,主+陽56.68,19~20/20樓,4房(室)2廳3衛(含加蓋1房(室)--廳1衛),1
文山區,綠境景觀森活雅居,台北市文山區木柵路二段,1968 萬,住宅大樓,29.5年,建坪34.60,主+陽27.25,4/17樓,3房(室)2廳2衛,0
文山區,公園綠景三房雙車,台北市文山區秀明路一段,3880 萬 (含車位價),住宅大樓,16.9年,建坪57.99,主+陽31.30,5/11樓,2房(室)2廳2衛,1
文山區,公園富境機能好宅,台北市文山區興隆路四段,1398 萬,公寓,44.8年,建坪26.20,主+陽+露24.36,5/5樓,6房(室)3廳2衛(含加蓋2房(室)2廳1衛),0
文山區,景美河濱電梯別墅,台北市文山區和興路,7980 萬 (含車位價),透天厝,17.4年,建坪110.78,主+陽87.74,B1~5/5樓,6房(室)4廳5衛,1
文山區,觀星遠景方正三房,台北市文山區木柵路二段,1988 萬 (含車位價),住宅大樓,29.5年,建坪34.38,主+陽22.80,12/17樓,3房(室)2廳2衛,1
文山區,景美捷運成家首選,台北市文山區景興路,1450 萬,公寓,43.6年,建坪24.42,主+陽24.42,4/5樓,3房(室)2廳1衛,0
文山區,捷運露臺三房平車,台北市文山區辛亥路四段,3688 萬 (含車位價),住宅大樓,22.5年,建坪62.23,主+陽34.37,7/11樓,3房(室)2廳2衛,1
文山區,國小捷運三房公寓,台北市文山區辛亥路四段,1430 萬,公寓,43.5年,建坪33.61,主+陽33.61,5/5樓,3房(室)2廳1衛,0
文山區,文湖邊間明亮小宅,台北市文山區萬安街,1198 萬,華廈,30.9年,建坪17.15,主+陽+露12.66,5/5樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
文山區,四季森活裝潢3樓,台北市文山區光輝路,1980 萬,公寓,43.9年,建坪39.10,主+陽36.05,3/5樓,4房(室)2廳2衛,0
文山區,萬芳捷運庭院三房,台北市文山區萬安街,1950 萬,華廈,42.6年,建坪30.37,主+平23.62,1/7樓,3房(室)2廳1衛,0
文山區,獨棟金石山莊別墅,台北市文山區秀明路一段,5988 萬,透天厝,35.1年,建坪120.56,主+平+陽+露94.70,B1~3/3樓,6房(室)4廳4.5衛(含加蓋--房(室)1廳0.5衛),0
文山區,木柵久康四房車位,台北市文山區久康街,4088 萬 (含車位價),華廈,19.5年,建坪61.58,主+陽31.83,6/9樓,4房(室)2廳2衛,1
文山區,附中學區質感四房,台北市文山區政大二街,3880 萬 (含車位價),華廈,16.4年,建坪75.94,主+陽42.84,3/4樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,捷運河景雙併兩房,台北市文山區木柵路四段,2200 萬,住宅大樓,32.3年,建坪30.91,主+陽23.20,9/12樓,2房(室)2廳1衛,0
文山區,捷運美妝四房大戶,台北市文山區羅斯福路五段,2688 萬,公寓,46.6年,建坪41.46,主+陽41.46,4/5樓,4房(室)2廳2衛,0
文山區,未來捷運小資美屋,台北市文山區興隆路三段,1388 萬,公寓,46.8年,建坪24.11,主+陽24.11,5/5樓,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),0
文山區,附中景觀平車美邸,台北市文山區政大二街,1688 萬 (含車位價),公寓,22.7年,建坪43.10,主+陽26.34,5/5樓,3房(室)2廳1衛,1
文山區,萬隆裝潢質感三房,台北市文山區萬盛街,3083 萬 (含車位價),華廈,9.5年,建坪35.17,主17.19,1/8樓,3房(室)2廳2衛(含加蓋2房(室)--廳--衛),1
文山區,萬隆捷運邊間美寓,台北市文山區羅斯福路五段,1990 萬,公寓,45.8年,建坪28.37,主+陽28.37,4/5樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),0
文山區,萬芳再興前庭一樓,台北市文山區興隆路三段,1720 萬,公寓,45.5年,建坪27.23,主+平+陽27.23,1/5樓,3房(室)2廳2衛,0
文山區,稀有平地公園二樓,台北市文山區木柵路一段,1220 萬,公寓,43.2年,建坪22.35,主+陽20.39,2/5樓,2房(室)2廳1衛,0
文山區,風雅頌四房雙主臥,台北市文山區木新路三段,3150 萬 (含車位價),公寓,35.5年,建坪61.52,主+平23.73,B1~1/5樓,4房(室)3廳3衛(含加蓋3房(室)1廳2衛),1
文山區,大自然四房平車,台北市文山區下崙路,2368 萬 (含車位價),華廈,35.7年,建坪43.88,主+陽+露40.09,3/10樓,4房(室)2廳2衛,1
文山區,捷運河堤首購美宅,台北市文山區木柵路四段,1320 萬,公寓,45.0年,建坪32.85,主+陽30.83,5/5樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
文山區,政大附中四房平車,台北市文山區萬壽路,4480 萬 (含車位價),華廈,12.9年,建坪68.93,主+陽35.82,3/10樓,4房(室)2廳2衛,1
文山區,再興青山優質店辦,台北市文山區興隆路三段,2580 萬 (含車位價),辦公商業大樓,30.0年,建坪50.98,主+陽34.41,1/12樓,2房(室)2廳2衛,1
文山區,稀有高樓景觀三房,台北市文山區福興路,3198 萬 (含車位價),住宅大樓,13.5年,建坪52.11,主+陽24.02,11/14樓,3房(室)2廳2衛,1
文山區,國泰悠然旁三房車,台北市文山區興隆路四段,1998 萬 (含車位價),公寓,31.2年,建坪41.25,主+陽+露27.15,4/5樓,3房(室)2廳1.5衛,1
文山區,捷運靜巷花園3房,台北市文山區興隆路二段,2480 萬,華廈,37.6年,建坪37.54,主+陽27.53,4/7樓,3房(室)2廳2衛,0
文山區,捷運超值電梯三房,台北市文山區萬安街,1580 萬,華廈,42.6年,建坪24.91,主+陽19.46,2/7樓,3房(室)2廳1衛,0
文山區,再興海巡署2樓,台北市文山區興隆路三段,1298 萬,公寓,45.4年,建坪27.23,主+陽27.23,2/5樓,3房(室)2廳2衛,0
文山區,兆雄小山田四房,台北市文山區久康街,5180 萬 (含車位價),住宅大樓,12.1年,建坪72.15,主+陽37.78,3/13樓,4房(室)2廳2衛,1
文山區,萬芳捷運超值首選,台北市文山區萬安街,1980 萬 (含車位價),華廈,30.8年,建坪33.44,主+平16.75,1/5樓,4房(室)2廳1.5衛(含加蓋3房(室)--廳0.5衛),1
文山區,大安富境三層美邸,台北市文山區和平東路四段,2288 萬,公寓,36.3年,建坪78.90,主+陽+露65.59,2~4/4樓,4房(室)3廳3衛(含加蓋1房(室)--廳--衛),0
文山區,綠野山莊景觀四房,台北市文山區萬壽路,3366 萬 (含車位價),住宅大樓,30.1年,建坪68.37,主+陽46.68,6/15樓,4房(室)2廳2衛,1
文山區,萬芳捷運公寓頂加,台北市文山區辛亥路五段,1580 萬,公寓,43.4年,建坪30.63,主+陽30.63,5/5樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
文山區,棕櫚泉美妝三房,台北市文山區萬芳路,2730 萬,住宅大樓,30.0年,建坪33.67,主+陽26.52,12/12樓,3房(室)2廳2衛,0
文山區,捷運河畔四房雅居,台北市文山區和平東路四段,3500 萬,住宅大樓,25.0年,建坪44.55,主+陽32.60,11/14樓,4房(室)2廳2衛,0
文山區,捷運旁景觀羅斯福,台北市文山區羅斯福路六段,2988 萬 (含車位價),住宅大樓,15.3年,建坪32.73,主+陽16.46,14/14樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,降價溪口國小一樓,台北市文山區溪口街,2350 萬,公寓,47.7年,建坪36.64,主+平29.57,B1~1/4樓,3房(室)2廳4衛,0
文山區,恆光小家庭首選,台北市文山區恆光街,1288 萬,公寓,46.1年,建坪21.92,主+陽21.91,4/5樓,2房(室)2廳1衛,0
文山區,興福公園方正三房,台北市文山區福興路,1550 萬,公寓,42.4年,建坪29.79,主+陽27.29,4/5樓,3房(室)2廳2衛,0
文山區,微風面河堤四房,台北市文山區一壽街,2980 萬 (含車位價),華廈,35.6年,建坪46.54,主+陽32.28,4/8樓,4房(室)2廳2衛,1
文山區,附中學區國賓三房,台北市文山區政大一街,3250 萬 (含車位價),華廈,11.2年,建坪50.24,主+陽27.13,2/5樓,3房(室)2廳2衛,1
文山區,萬芳捷運邊間頂加,台北市文山區興隆路二段,2150 萬,公寓,43.2年,建坪36.54,主+陽36.54,5/5樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),0
文山區,文山森林公園三房,台北市文山區福興路,2288 萬,華廈,34.8年,建坪44.04,主+陽38.85,5/6樓,3房(室)2廳2衛,0
文山區,岳泰悅高樓美邸,台北市文山區景文街,2680 萬,住宅大樓,9.7年,建坪28.50,主+陽14.55,9/11樓,1房(室)2廳1衛,0
文山區,政大翡翠樓中樓,台北市文山區秀明路二段,4888 萬 (含車位價),住宅大樓,28.6年,建坪91.81,主+陽+露66.68,18~19/19樓,6房(室)2廳3衛(含加蓋1房(室)--廳1衛),1
文山區,景美金三角店面,台北市文山區景福街,4900 萬,店面,45.8年,建坪43.90,主+平+夾29.83,B1~1/5樓,2房(室)2廳2衛(含加蓋2房(室)1廳1衛),0
文山區,萬隆捷運庭院一樓,台北市文山區景福街,3680 萬,公寓,57.9年,建坪41.56,主41.56,1/4樓,3房(室)3廳2衛,0
文山區,景美河濱庭院一樓,台北市文山區和興路,1720 萬,華廈,30.3年,建坪32.80,主+平12.32,1/6樓,3房(室)2廳2衛(含加蓋3房(室)1廳1衛),0
文山區,樟樹公園邊間三房,台北市文山區忠順街一段,1680 萬,公寓,44.6年,建坪29.85,主+陽29.85,4/5樓,3房(室)2廳1衛,0
文山區,精緻方正小資美宅,台北市文山區仙岩路,920 萬,套房,32.1年,建坪14.08,主8.30,3/8樓,1房(室)1廳1衛,0
文山區,旗艦展廳氣派金店,台北市文山區羅斯福路五段,17800 萬 (含車位價),店面,20.1年,建坪202.15,主+陽44.07,1~2/10樓,--房(室)5廳4衛(含加蓋--房(室)3廳4衛),1
文山區,木新河堤公園一樓,台北市文山區木新路二段,3980 萬,公寓,40.7年,建坪87.19,主+平87.18,B1~1/5樓,5房(室)3廳2衛(含加蓋4房(室)2廳2衛),0
文山區,有眼光都更黑土店,台北市文山區辛亥路四段,2200 萬,公寓,43.6年,建坪28.25,主+平+陽26.14,1~2/5樓,2房(室)2廳2衛,0
文山區,近公園電梯正兩房,台北市文山區福興路,2380 萬 (含車位價),住宅大樓,15.4年,建坪40.70,主+陽18.61,9/13樓,2房(室)2廳1衛,1
文山區,政大車庫獨棟透天,台北市文山區指南路三段,2650 萬,透天厝,--年,建坪68.37,主68.37,1~2/2樓,6房(室)2廳3衛(含加蓋6房(室)2廳3衛),0
文山區,政大水岸二房車位,台北市文山區木新路二段,1688 萬 (含車位價),華廈,30.1年,建坪22.90,主+陽13.49,4/7樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,景美捷運精華三樓,台北市文山區車前路,999 萬,公寓,44.2年,建坪37.58,主+陽37.58,3/5樓,4房(室)2廳2衛,0
文山區,政大設籍新婚首選,台北市文山區指南路三段,1150 萬,套房,17.7年,建坪13.85,主+陽9.12,8/10樓,1房(室)--廳1衛,0
文山區,近捷運收租鼎佳,台北市文山區羅斯福路五段,1997 萬,公寓,48.2年,建坪36.78,主+陽36.78,5/5樓,5房(室)2廳2衛(含加蓋2房(室)--廳--衛),0
文山區,捷運景觀庭院別墅,台北市文山區木柵路四段,5980 萬,透天厝,33.7年,建坪121.95,主+平+陽+露94.44,B1~4/4樓,6房(室)3廳4衛(含加蓋1房(室)--廳--衛),0
文山區,景美捷運電梯三房,台北市文山區木柵路一段,2480 萬,華廈,43.0年,建坪37.59,主+陽31.54,9/10樓,3房(室)2廳2衛,0
文山區,萬隆裝潢頂加美寓,台北市文山區公館街,1788 萬,公寓,46.8年,建坪31.01,主+陽31.01,5/5樓,4房(室)2廳1.5衛(含加蓋1房(室)--廳--衛),0
文山區,萬隆社區電梯三房,台北市文山區景福街,2980 萬,住宅大樓,27.1年,建坪37.69,主+陽23.08,5/15樓,3房(室)2廳1.5衛,0
文山區,萬隆捷運稀有透天,台北市文山區景仁街,4680 萬,透天厝,63.1年,建坪23.67,主23.67,1/1樓,6房(室)4廳4衛(含加蓋4房(室)3廳4衛),0
文山區,捷運鋼骨美景三房,台北市文山區辛亥路四段,3388 萬 (含車位價),住宅大樓,8.8年,建坪40.35,主+陽20.75,7/18樓,3房(室)2廳1衛,1
文山區,景美綠意採光四房,台北市文山區三福街,3398 萬,華廈,36.9年,建坪48.78,主+陽41.28,2/8樓,4房(室)2廳2衛,0
文山區,萬隆稀有力霸南京,台北市文山區羅斯福路六段,4650 萬 (含車位價),華廈,30.0年,建坪80.47,主+陽37.12,3/10樓,3房(室)2廳2衛,1
文山區,景美山景邊間首選,台北市文山區羅斯福路六段,1350 萬,辦公商業大樓,9.2年,建坪20.35,主+陽12.05,10/19樓,1房(室)1廳1衛,0
文山區,政大皇翔櫻花大地,台北市文山區政大二街,4168 萬 (含車位價),華廈,17.3年,建坪65.79,主+陽40.42,2/5樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,自住收租一次滿足,台北市文山區羅斯福路五段,1758 萬,公寓,46.5年,建坪24.14,主+陽24.15,5/5樓,4房(室)2廳3衛(含加蓋2房(室)--廳2衛),0
文山區,政大花園四房車位,台北市文山區萬壽路,2468 萬 (含車位價),公寓,26.9年,建坪72.69,主+陽41.09,2/3樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,天際2房精品美宅,台北市文山區景興路,1998 萬,住宅大樓,6.2年,建坪20.54,主+陽12.45,7/27樓,2房(室)2廳1衛,0
文山區,華固稀有捷運辦公,台北市文山區羅斯福路六段,2298 萬,辦公商業大樓,9.2年,建坪31.23,主+陽18.60,5/19樓,1房(室)2廳1衛,0
文山區,元利森活典雅三房,台北市文山區木柵路一段,5468 萬 (含車位價),住宅大樓,1.4年,建坪58.72,主+陽32.94,5/27樓,3房(室)2廳2衛,1
文山區,河堤庭院風雅頌,台北市文山區木新路三段,3368 萬 (含車位價),公寓,35.6年,建坪58.34,主+平22.22,B1~1/5樓,3房(室)2廳3衛(含加蓋2房(室)--廳2衛),1
文山區,山嵐映月氣派豪邸,台北市文山區木新路三段,17800 萬 (含車位價),住宅大樓,11.4年,建坪254.92,主+陽115.40,11/14樓,4房(室)2廳6衛,1
文山區,木新獨棟邊間三樓,台北市文山區木新路三段,1658 萬,公寓,51.6年,建坪27.55,主27.55,3/4樓,3房(室)2廳1衛,0
文山區,萬芳醫院公寓4房,台北市文山區興德路,1650 萬,公寓,57.7年,建坪23.92,主23.92,3/3樓,4房(室)1廳1.5衛,0
文山區,四季悠然三房車位,台北市文山區辛亥路七段,2780 萬 (含車位價),華廈,20.9年,建坪38.92,主+陽23.82,6/6樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,靜心公園低樓兩房,台北市文山區仙岩路,1230 萬,公寓,50.6年,建坪24.64,主24.64,3/4樓,2房(室)2廳1衛,0
文山區,正木新路電梯住辦,台北市文山區木新路三段,3480 萬,華廈,36.2年,建坪47.31,主+陽42.54,3/7樓,2房(室)3廳1衛,0
文山區,政大典雅套房首選,台北市文山區木新路二段,980 萬,套房,30.4年,建坪9.36,主+陽6.76,12/14樓,--房(室)1廳1衛,0
文山區,觀星方正電梯兩房,台北市文山區木柵路二段,1688 萬,住宅大樓,29.4年,建坪20.14,主+陽15.77,4/17樓,2房(室)1廳1衛,0
文山區,南環捷運綠意生活,台北市文山區木柵路二段,2388 萬 (含車位價),住宅大樓,29.5年,建坪39.11,主+陽26.38,13/17樓,3房(室)2廳2衛,1
文山區,花開後棟舒適空間,台北市文山區興隆路二段,2800 萬,住宅大樓,31.2年,建坪33.32,主+陽25.36,4/15樓,3房(室)2廳1.5衛,0
文山區,萬隆低樓層美寓,台北市文山區興隆路一段,1988 萬,公寓,53.1年,建坪29.32,主29.32,3/4樓,3房(室)2廳1.5衛,0
文山區,福氣興旺車庫一樓,台北市文山區福興路,1380 萬,公寓,42.5年,建坪25.14,主+平23.65,1/5樓,2房(室)2廳1衛,0
文山區,湯泉河畔捷運美宅,台北市文山區木柵路四段,2399 萬 (含車位價),華廈,17.3年,建坪38.27,主+陽17.37,3/10樓,2房(室)2廳1衛,1
文山區,陽光哈佛4房平車,台北市文山區景福街,4480 萬 (含車位價),華廈,29.5年,建坪55.05,主+陽38.81,9/9樓,4房(室)2廳2衛,1
文山區,水岸晴光捷運雅苑,台北市文山區和平東路四段,2888 萬,辦公商業大樓,24.9年,建坪37.34,主+陽26.36,12/14樓,3房(室)2廳2衛,0
文山區,木新2樓護膝美寓,台北市文山區木新路三段,1988 萬,公寓,45.5年,建坪34.16,主+陽34.16,2/5樓,4房(室)2廳1.5衛(含加蓋--房(室)1廳--衛),0
文山區,近裕隆城庭院一樓,台北市文山區樟新街,3880 萬,華廈,35.3年,建坪64.46,主+平31.33,1/5樓,5房(室)3廳5衛(含加蓋2房(室)1廳3衛),0
文山區,和平捷運邊間三房,台北市文山區和平東路四段,1888 萬,華廈,42.7年,建坪38.24,主+陽28.42,6/7樓,3房(室)2廳2衛,0
文山區,未來捷運氣派非凡,台北市文山區木柵路一段,2150 萬,公寓,38.3年,建坪45.88,主+陽+露41.37,5/5樓,4房(室)3廳2衛(含加蓋1房(室)1廳--衛),0
文山區,靜心集邊間美三房,台北市文山區辛亥路五段,2388 萬 (含車位價),華廈,8.5年,建坪26.33,主+陽12.32,7/9樓,3房(室)1廳1衛(含加蓋1房(室)--廳--衛),1
文山區,未來捷運邊間一樓,台北市文山區永安街,2080 萬,公寓,53.3年,建坪26.40,主26.40,1/4樓,2房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
文山區,潤泰美景兩房車位,台北市文山區福興路,2100 萬 (含車位價),住宅大樓,30.4年,建坪37.15,主+陽21.19,16/16樓,2房(室)2廳1衛,1
文山區,店長推薦大兩房車,台北市文山區木柵路一段,2643 萬 (含車位價),華廈,11.5年,建坪38.89,主+陽20.63,5/7樓,2房(室)2廳2衛(含加蓋--房(室)1廳--衛),1
文山區,閱讀靜心一層一戶,台北市文山區興隆路二段,3900 萬,華廈,34.6年,建坪63.62,主+平24.22,B1~1/6樓,4房(室)4廳2衛(含加蓋3房(室)2廳1衛),0
文山區,稀有釋出富綠地,台北市文山區羅斯福路六段,2300 萬 (含車位價),住宅大樓,28.6年,建坪24.49,主+陽14.47,1/6樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,和風集三房坡平車,台北市文山區福興路,3088 萬 (含車位價),住宅大樓,16.1年,建坪46.02,主+陽23.31,8/13樓,3房(室)2廳2衛,1
文山區,燙金連鎖面寬店面,台北市文山區羅斯福路五段,3888 萬,店面,47.5年,建坪66.47,主+平30.51,B1~1/7樓,4房(室)2廳2衛(含加蓋2房(室)1廳1衛),0
文山區,景興採光方正公寓,台北市文山區景興路,1698 萬,公寓,47.8年,建坪28.53,主+陽28.53,4/4樓,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
文山區,捷運公園華廈四房,台北市文山區育英街,3220 萬 (含車位價),華廈,34.2年,建坪52.84,主+陽33.92,3/7樓,4房(室)2廳2衛,1
文山區,景美華固新天地,台北市文山區羅斯福路六段,1668 萬 (含車位價),辦公商業大樓,9.2年,建坪32.02,主+陽12.05,5/19樓,1房(室)1廳1衛,1
文山區,景美河堤邊間三房,台北市文山區景福街,1888 萬,公寓,44.8年,建坪33.80,主+陽33.80,4/5樓,3房(室)2廳2衛,0
文山區,興隆邊間露台戶,台北市文山區興隆路四段,1868 萬 (含車位價),華廈,29.4年,建坪31.93,主+陽+露20.11,8/8樓,2房(室)2廳2衛,1
文山區,魔術大空間四房車,台北市文山區萬盛街,3520 萬 (含車位價),華廈,9.6年,建坪51.78,主+陽19.05,3/8樓,4房(室)2廳2衛(含加蓋2房(室)--廳1衛),1
文山區,捷運裝潢面河雙車,台北市文山區保儀路,4588 萬 (含車位價),住宅大樓,15.8年,建坪57.86,主+陽27.41,7/12樓,2房(室)2廳2衛,1
文山區,再興綠景3房平車,台北市文山區興隆路三段,2080 萬 (含車位價),華廈,12.0年,建坪40.80,主+陽16.81,5/7樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
文山區,美麗再興露臺三房,台北市文山區興隆路三段,2388 萬 (含車位價),華廈,32.7年,建坪42.43,主+平+陽+露30.91,3/6樓,3房(室)2廳2衛,1
文山區,新光露臺面向河景,台北市文山區木柵路四段,4788 萬 (含車位價),住宅大樓,27.6年,建坪89.76,主+陽+露58.21,16/17樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,萬芳再興四房車位,台北市文山區木柵路二段,3980 萬 (含車位價),住宅大樓,24.9年,建坪64.17,主+陽34.26,5~6/14樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,靜心採光優質公寓,台北市文山區興隆路二段,1680 萬,公寓,40.4年,建坪28.22,主+陽25.44,5/5樓,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),0
文山區,公園景觀電梯三房,台北市文山區仙岩路,2500 萬,住宅大樓,30.9年,建坪31.29,主+陽22.40,10/18樓,3房(室)2廳1.5衛,0
文山區,力行景觀樓中樓,台北市文山區一壽街,4380 萬 (含車位價),華廈,35.7年,建坪77.78,主+陽+露59.67,7~8/8樓,6房(室)--廳4衛(含加蓋1房(室)--廳--衛),1
文山區,晴川邊間高樓四房,台北市文山區木柵路三段,5800 萬 (含車位價),住宅大樓,1.2年,建坪65.92,主+陽35.13,19/29樓,4房(室)2廳2衛,1
文山區,當代雙主臥景觀戶,台北市文山區木柵路三段,6999 萬 (含車位價),住宅大樓,11.7年,建坪99.50,主+陽49.02,23/26樓,3房(室)2廳3衛,1
文山區,政大獨棟透天別墅,台北市文山區萬壽路,8900 萬,透天厝,24.6年,建坪--,無資料,B1~3/3樓,10房(室)3廳7衛,0
文山區,河堤公園邊間雙車,台北市文山區恆光街,4770 萬 (含車位價),華廈,34.6年,建坪78.99,主+陽45.70,4/8樓,4房(室)2廳2衛,1
文山區,鋼骨景觀裝潢雙車,台北市文山區保儀路,6808 萬 (含車位價),住宅大樓,11.7年,建坪88.62,主+陽47.33,14/24樓,3房(室)2廳2衛,1
文山區,正面河堤一樓車位,台北市文山區恆光街,3458 萬 (含車位價),華廈,35.1年,建坪105.02,主+平+陽36.90,B1~2/6樓,9房(室)2廳3衛(含加蓋5房(室)--廳1衛),1
文山區,世界中庭花園豪邸,台北市文山區和平東路四段,5888 萬 (含車位價),住宅大樓,28.8年,建坪108.30,主+陽62.88,12/16樓,4房(室)2廳3衛,1
文山區,山河景觀鋼骨兩房,台北市文山區景興路,2888 萬 (含車位價),住宅大樓,6.2年,建坪36.41,主+陽13.90,14/27樓,2房(室)1廳1衛,1
文山區,天際高樓遠眺美景,台北市文山區景興路,3566 萬 (含車位價),住宅大樓,6.2年,建坪43.91,主+陽18.45,25/27樓,--房(室)--廳1.5衛,1
文山區,景美捷運電梯華廈,台北市文山區車前路,3999 萬,華廈,41.2年,建坪55.34,主+陽45.31,5/7樓,4房(室)2廳2衛,0
文山區,捷運歐風電梯別墅,台北市文山區萬美街一段,6780 萬 (含車位價),透天厝,14.2年,建坪98.75,主+陽84.41,B1~3/3樓,3房(室)2廳4衛(含加蓋1房(室)--廳1衛),1
文山區,捷運星空天際別墅,台北市文山區辛亥路四段,5458 萬,透天厝,42.1年,建坪58.52,主+平+陽49.15,B1~2/2樓,7房(室)4廳4衛(含加蓋4房(室)2廳3衛),0
文山區,再興臻品鋼骨4房,台北市文山區興隆路四段,4780 萬 (含車位價),華廈,22.7年,建坪65.44,主+陽39.13,4/10樓,4房(室)2廳2衛,1
文山區,城市中的桃花源居,台北市文山區木柵路二段,1450 萬,公寓,38.5年,建坪31.10,主+陽27.80,4/5樓,2房(室)2廳2衛,0
文山區,高樓美景三房車位,台北市文山區木柵路二段,2001 萬 (含車位價),住宅大樓,29.5年,建坪34.55,主+陽23.31,9/17樓,3房(室)2廳2衛,1
文山區,再興年鑑4房平車,台北市文山區木柵路二段,3688 萬 (含車位價),住宅大樓,24.9年,建坪55.86,主+陽31.38,3~4/14樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,華廈六村平地透天,台北市文山區秀明路一段,2380 萬,透天厝,47.6年,建坪19.04,主+平+陽19.05,1~2/2樓,5房(室)2廳2衛(含加蓋3房(室)--廳1衛),0
文山區,萬隆社區學區美宅,台北市文山區景福街,3300 萬,住宅大樓,27.1年,建坪44.51,主+陽27.18,1/14樓,3房(室)2廳2衛,0
文山區,法緹高樓層三房車,台北市文山區羅斯福路六段,3980 萬 (含車位價),華廈,17.0年,建坪53.53,主+陽27.65,6/9樓,3房(室)2廳2衛,1
文山區,景美捷運靜謐庭院,台北市文山區景興路,3880 萬 (含車位價),華廈,29.6年,建坪79.62,主+平26.30,B1~1/8樓,4房(室)3廳3衛(含加蓋4房(室)1廳2衛),1
文山區,附中雙車邊間四房,台北市文山區政大二街,2998 萬 (含車位價),住宅大樓,29.6年,建坪58.29,主+陽36.75,4/12樓,4房(室)2廳2衛,1
文山區,政大花園三房車位,台北市文山區政大二街,2450 萬 (含車位價),住宅大樓,29.6年,建坪44.38,主+陽29.39,3/12樓,3房(室)2廳2衛,1
文山區,南環景觀氣派三房,台北市文山區木柵路二段,1880 萬,公寓,38.5年,建坪39.97,主+陽30.11,5/5樓,3房(室)2廳2衛(含加蓋1房(室)--廳1衛),0
文山區,溫馨成家綠映樂居,台北市文山區木柵路二段,1880 萬,住宅大樓,29.5年,建坪32.62,主+陽25.70,7/17樓,3房(室)2廳2衛,0
文山區,公園停車美三房,台北市文山區興隆路二段,3280 萬,公寓,50.8年,建坪27.51,主27.51,1/4樓,3房(室)2廳2衛,0
文山區,萬芳捷運管理美寓,台北市文山區興德路,1698 萬,公寓,47.6年,建坪--,無資料,3/4樓,3房(室)2廳1衛,0
文山區,萬盛稀有露臺戶,台北市文山區萬盛街,3298 萬 (含車位價),華廈,9.6年,建坪36.57,主15.34,7/8樓,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
文山區,發現之旅三房車位,台北市文山區辛亥路六段,3180 萬 (含車位價),住宅大樓,26.6年,建坪55.19,主+陽28.89,13/22樓,3房(室)2廳1衛,1
