區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
士林區,台北市士林區忠誠路二段,8688,透天厝,53.0年,建坪39.26,主39.26,1~2/2樓,4房(室)2廳2衛,0,25.109981,121.533501
士林區,台北市士林區雨聲街,6900,公寓,48.5年,建坪62.64,主+平+陽62.65,1~2/2樓,6房(室)4廳3衛(含加蓋--房(室)--廳2衛),0,25.1008091655,121.530324335
士林區,台北市士林區雨聲街,5988,透天厝,58.9年,建坪23.44,主23.44,1~2/2樓,5房(室)2廳2衛(含加蓋2房(室)--廳2衛),1,25.1029012,121.5293695
士林區,台北市士林區至誠路一段,6800,華廈,17.4年,建坪82.59,主+陽31.21,1/6樓,5房(室)2廳5衛(含加蓋3房(室)--廳2衛),1,25.1018275,121.5364869
士林區,台北市士林區忠誠路二段,13980,住宅大樓,43.2年,建坪135.36,主+陽105.35,13/14樓,7房(室)5廳4.5衛,1,25.1092301,121.5301901
士林區,台北市士林區雨聲街,3988,公寓,43.7年,建坪73.18,主+陽66.40,4/5樓,4房(室)2廳3衛(含加蓋1房(室)--廳--衛),0,25.1010791077,121.528626653
士林區,台北市士林區雙溪街,7280,華廈,41.9年,建坪119.37,主+陽98.13,7/7樓,8房(室)2廳4.5衛(含加蓋2房(室)--廳1衛),1,25.100897,121.5308184
士林區,台北市士林區天母東路,2645,華廈,47.9年,建坪40.54,主+露27.90,6/8樓,3房(室)2廳2衛,1,25.1174251131,121.53315833
士林區,台北市士林區德行東路,1980,公寓,51.7年,建坪25.24,主+陽25.24,3/4樓,3房(室)--廳1衛,0,25.1075337459,121.528142591
士林區,台北市士林區德行東路,2080,公寓,51.7年,建坪25.24,主+陽25.24,2/4樓,3房(室)--廳1衛,0,25.1075337459,121.528142591
士林區,台北市士林區忠誠路二段,13058,住宅大樓,5.1年,建坪119.49,主+陽57.54,4/12樓,5房(室)2廳2衛,2,25.109432,121.531865
士林區,台北市士林區忠誠路一段,8500,華廈,16.6年,建坪84.90,主+陽49.94,2/7樓,--房(室)2廳3衛,2,25.1059868091967,121.52704373785
士林區,台北市士林區士商路,6800,住宅大樓,25.9年,建坪88.02,主+陽42.82,13/13樓,3房(室)3廳3衛(含加蓋--房(室)1廳1衛),2,25.0900644399,121.520817677
士林區,台北市士林區中社路一段,1680,公寓,50.6年,建坪31.13,主31.13,3/4樓,4房(室)2廳2衛,0,25.108690848,121.55935781
士林區,台北市士林區中正路,5558,住宅大樓,0.6年,建坪46.40,主+陽26.71,6/11樓,3房(室)2廳2衛,1,25.0941638963199,121.525767891402
士林區,台北市士林區中正路,5200,住宅大樓,0.6年,建坪46.40,主+陽26.71,3/11樓,3房(室)2廳2衛,1,25.0941535728966,121.525776608581
士林區,台北市士林區中山北路五段,3680,華廈,20.7年,建坪40.45,主+陽22.55,3/8樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.0975038731,121.528019139
士林區,台北市士林區美崙街,3888,華廈,44.8年,建坪48.08,主+陽41.94,7/7樓,4房(室)3廳3衛(含加蓋2房(室)1廳1衛),0,25.097027163,121.519482051
士林區,台北市士林區文林路,5488,住宅大樓,9.8年,建坪58.82,主+陽31.34,9/15樓,3房(室)2廳2衛,1,25.0976066315,121.524047883
士林區,台北市士林區天母北路,3100,公寓,42.5年,建坪47.65,主+平36.38,1/5樓,2房(室)2廳2衛(含加蓋1房(室)--廳2衛),0,25.118882,121.526499
士林區,台北市士林區承德路四段,1950,公寓,53.4年,建坪32.87,主32.87,4/4樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),0,25.081080356,121.519325017
士林區,台北市士林區福林路,5288,透天厝,54.2年,建坪37.13,主37.13,1~2/2樓,6房(室)2廳3衛(含加蓋2房(室)--廳1衛),1,25.0998303658,121.535208458
士林區,台北市士林區承德路五段,3980,公寓,47.8年,建坪54.57,主+平38.73,B1~1/4樓,2房(室)1廳2衛,0,25.0926532314,121.515037452
士林區,台北市士林區天母東路,1880,華廈,48.5年,建坪20.12,主+陽18.58,6/8樓,1房(室)2廳1衛,1,25.1192565342,121.533864842
士林區,台北市士林區天玉街,2988,住宅大樓,28.9年,建坪32.65,主+陽+露20.58,10~11/11樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.1205544,121.5293815
士林區,台北市士林區中正路,2488,公寓,45.2年,建坪31.87,主+陽+露31.87,5/5樓,6房(室)2廳3衛(含加蓋3房(室)--廳1衛),0,25.096648,121.525733
士林區,台北市士林區明溪街,1380,公寓,50.2年,建坪31.38,主31.38,4/4樓,7房(室)3廳4衛(含加蓋3房(室)1廳2衛),0,25.1058028,121.5651415
士林區,台北市士林區前街,2280,公寓,46.1年,建坪25.39,主+陽25.39,4/4樓,4房(室)3廳2衛(含加蓋2房(室)1廳1衛),0,25.0978763608,121.52523668
士林區,台北市士林區中社路二段,1200,公寓,49.9年,建坪21.07,主21.07,1/4樓,4房(室)2廳2衛(含加蓋1房(室)--廳1衛),0,25.107839,121.566749
士林區,台北市士林區劍潭路,3050,華廈,41.9年,建坪38.52,主+平29.23,1/7樓,--房(室)1廳--衛,0,25.0835150378,121.522440265
士林區,台北市士林區通河街,2680,華廈,44.2年,建坪38.29,主+陽33.47,2/7樓,2房(室)1廳1衛,1,25.0780992,121.5226183
士林區,台北市士林區通河街,4000,華廈,44.2年,建坪57.27,主+陽50.13,2/7樓,4房(室)2廳2衛,1,25.0781186037,121.522674589
士林區,台北市士林區天母東路,3898,華廈,1.2年,建坪28.34,主+陽16.47,4/5樓,2房(室)1廳2衛,1,25.114675,121.530324
士林區,台北市士林區天母東路,3898,華廈,1.2年,建坪28.33,主+陽16.46,3/5樓,2房(室)1廳2衛,1,25.114675,121.530324
士林區,台北市士林區天母東路,3678,華廈,1.2年,建坪26.72,主+陽15.46,5/5樓,2房(室)1廳2衛,1,25.114675,121.530324
士林區,台北市士林區天母東路,3898,華廈,1.2年,建坪28.33,主+陽16.46,2/5樓,2房(室)1廳2衛,1,25.114675,121.530324
