區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
內湖區,台北市內湖區堤頂大道二段,18269,廠辦,27.4年,建坪340.67,主190.70,3/8樓,--房(室)2廳--衛,1,25.0756014,121.5719718
內湖區,台北市內湖區舊宗路二段,6500,廠辦,28.5年,建坪152.01,主109.11,4/4樓,5房(室)2廳--衛,1,25.0686252034,121.57534043
內湖區,台北市內湖區文湖街,4500,華廈,8.2年,建坪38.21,主+陽18.75,1/10樓,--房(室)1廳1衛(含加蓋--房(室)--廳1衛),1,25.090932951411,121.558988481906
內湖區,台北市內湖區康寧路三段,2768,華廈,29.9年,建坪39.21,主+陽28.17,9/9樓,3房(室)2廳2衛,1,25.0771765720203,121.612136591875
內湖區,台北市內湖區康寧路三段,2280,華廈,10.4年,建坪20.86,主+陽11.56,4/9樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,25.06994651,121.611943748
內湖區,台北市內湖區民權東路六段,3380,住宅大樓,39.4年,建坪46.80,主+陽37.34,12/12樓,4房(室)2廳2衛,0,25.0727695240202,121.605709271406
內湖區,台北市內湖區康樂街,1880,公寓,40.2年,建坪34.81,主+陽34.81,5/5樓,4房(室)1廳2衛,0,25.0764640362,121.620995275
內湖區,台北市內湖區內湖路一段,2350,公寓,42.8年,建坪35.72,主+陽32.68,4/5樓,3房(室)2廳2衛,1,25.0845851,121.5680007
內湖區,台北市內湖區行善路,2688,華廈,27.9年,建坪38.53,主+陽25.23,2/9樓,3房(室)2廳1.5衛,1,25.0567001955,121.576749112
內湖區,台北市內湖區民權東路六段,4988,住宅大樓,17.2年,建坪64.97,主+陽35.11,10/14樓,3房(室)2廳2衛,1,25.0687936321538,121.590095684315
內湖區,台北市內湖區陽光街,1768,公寓,43.1年,建坪20.10,主+陽20.11,2/5樓,2房(室)2廳1衛,0,25.0757150303,121.585316441
內湖區,台北市內湖區民權東路六段,9888,透天厝,17.1年,建坪117.46,主+陽100.01,B1~4/4樓,5房(室)3廳5衛(含加蓋--房(室)1廳1衛),2,25.0683479216,121.600992274
內湖區,台北市內湖區成功路二段,1928,住宅大樓,16.4年,建坪17.98,主+陽12.42,8/14樓,1房(室)1廳1衛,1,25.0681879408,121.590544243
內湖區,台北市內湖區康寧路三段,2780,華廈,31.2年,建坪36.14,主+陽28.33,7/8樓,3房(室)2廳2衛,1,25.0728350163,121.611740774
內湖區,台北市內湖區康樂街,1680,公寓,41.0年,建坪28.95,主+陽28.95,4/5樓,3房(室)2廳2衛,0,25.0732509145,121.618645986
內湖區,台北市內湖區麗山街,2780,公寓,42.7年,建坪37.37,主+陽29.94,5/5樓,5房(室)2廳4衛(含加蓋2房(室)--廳2衛),0,25.0830812924,121.573381641
內湖區,台北市內湖區內湖路二段,4385,住宅大樓,3.9年,建坪46.50,主+陽28.07,7/13樓,2房(室)2廳2衛,1,25.0818076073215,121.587504617179
內湖區,台北市內湖區文湖街,2680,華廈,8.0年,建坪31.90,主+陽16.51,7/10樓,1房(室)1廳1衛,1,25.0910959942703,121.558887019053
內湖區,台北市內湖區新富街,5600,住宅大樓,12.6年,建坪66.21,主+陽35.56,2/13樓,2房(室)2廳2衛,1,25.060604005,121.586042524
內湖區,台北市內湖區內湖路一段,1888,華廈,1.6年,建坪21.26,主+陽9.41,5/6樓,1房(室)1廳1衛,1,25.0893934191255,121.562933999503
內湖區,台北市內湖區康寧路三段,2988,華廈,24.6年,建坪43.96,主+陽28.67,3/6樓,3房(室)2廳2衛,1,25.0767428751499,121.611677945513
內湖區,台北市內湖區南京東路六段,1858,公寓,38.1年,建坪37.50,主+陽33.05,4/5樓,3房(室)2廳2衛,0,25.0578931372004,121.583795395395
內湖區,台北市內湖區民權東路六段,1988,公寓,45.3年,建坪34.13,主+陽34.13,4/5樓,4房(室)2廳2衛,0,25.0674018567,121.586132245
內湖區,台北市內湖區成功路二段,1888,公寓,40.0年,建坪32.07,主+陽29.08,5/5樓,6房(室)3廳3衛(含加蓋3房(室)1廳1衛),0,25.0717054591,121.589383914
內湖區,台北市內湖區瑞光路,12000,廠辦,24.4年,建坪314.04,主153.07,7/7樓,8房(室)2廳--衛,8,25.0701304159,121.582741287
內湖區,台北市內湖區安康路,2180,住宅大樓,11.6年,建坪24.09,主+陽12.78,5/12樓,2房(室)2廳1衛,1,25.0664079681,121.614361083
內湖區,台北市內湖區民權東路六段,7188,住宅大樓,31.5年,建坪100.02,主+陽+露73.43,15~16/16樓,4房(室)2廳3衛,1,25.0719652163,121.605487713
內湖區,台北市內湖區內湖路三段,1980,公寓,46.8年,建坪22.71,主+平22.71,1/5樓,4房(室)1廳2衛(含加蓋1房(室)--廳1衛),0,25.0873794278,121.588583342
內湖區,台北市內湖區東湖路,3780,住宅大樓,34.3年,建坪48.76,主+陽32.03,7/15樓,3房(室)2廳2衛,1,25.0698669229,121.61343521
內湖區,台北市內湖區成功路二段,7600,住宅大樓,13.3年,建坪97.70,主+陽50.15,14/14樓,3房(室)2廳2衛,2,25.073647856,121.589696907
內湖區,台北市內湖區大湖山莊街,3988,華廈,38.1年,建坪57.14,主+陽+露45.51,2/5樓,4房(室)2廳2衛,1,25.0878270495,121.602079878
內湖區,台北市內湖區行善路,2968,華廈,28.8年,建坪39.60,主+陽25.20,2/8樓,3房(室)2廳1.5衛,1,25.0557733723,121.576709763
內湖區,台北市內湖區安泰街,2800,華廈,17.7年,建坪52.97,主+陽24.31,2/6樓,3房(室)2廳2衛,1,25.0766823296,121.616771179
內湖區,台北市內湖區內湖路二段,3300,住宅大樓,1.5年,建坪35.01,主+陽17.06,5/15樓,2房(室)2廳1衛,1,25.0824243287208,121.590609536568
內湖區,台北市內湖區成功路五段,4280,住宅大樓,27.4年,建坪45.31,主+陽28.99,2~3/14樓,1房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,25.075448399,121.607582352
內湖區,台北市內湖區內湖路三段,1880,公寓,46.3年,建坪36.24,主+陽36.25,5/5樓,3房(室)2廳2衛,0,25.0881851785,121.591893438
內湖區,台北市內湖區民權東路六段,7680,透天厝,18.8年,建坪87.14,主+陽62.51,1~4/4樓,6房(室)2廳5.5衛(含加蓋2房(室)--廳0.5衛),2,25.0673713175,121.599465203
內湖區,台北市內湖區新明路,3680,華廈,12.2年,建坪50.41,主+陽25.88,B1~1/6樓,2房(室)1廳1.5衛,1,25.0556972519,121.581693369
內湖區,台北市內湖區民權東路六段,3388,公寓,28.3年,建坪79.24,主+陽20.99,4/4樓,3房(室)3廳1衛(含加蓋--房(室)1廳--衛),1,25.0685254,121.5979669
內湖區,台北市內湖區新豐街,4380,華廈,10.8年,建坪50.53,主+陽22.04,8/10樓,2房(室)2廳1衛,1,25.0603073458542,121.583789365824
內湖區,台北市內湖區陽光街,2179,公寓,42.7年,建坪24.79,主+陽24.79,4/5樓,3房(室)2廳2衛,0,25.0745009096,121.585933369
內湖區,台北市內湖區星雲街,1380,住宅大樓,29.1年,建坪20.81,主+陽8.11,10/21樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1,25.0800010003339,121.597479225004
內湖區,台北市內湖區內湖路二段,13200,華廈,9.4年,建坪86.70,主+陽58.03,5/10樓,4房(室)2廳3衛,2,25.080146,121.582393
內湖區,台北市內湖區內湖路一段,8500,廠辦,21.0年,建坪165.90,主76.18,10/10樓,7房(室)1廳--衛,4,25.0858498575,121.561951226
內湖區,台北市內湖區民權東路六段,5998,住宅大樓,30.0年,建坪73.62,主+陽51.57,9/14樓,4房(室)2廳2衛,1,25.0694470499,121.60964504
內湖區,台北市內湖區瑞光路,21995,廠辦,22.8年,建坪404.38,主178.71,4/10樓,--房(室)1廳--衛,8,25.0750873,121.5754581
內湖區,台北市內湖區大湖街,2980,公寓,31.2年,建坪34.84,主+平21.68,1/3樓,3房(室)2廳1衛,1,25.0820988943,121.600395119
內湖區,台北市內湖區大湖街,6600,華廈,33.1年,建坪103.06,主+平73.09,B1~1/3樓,5房(室)4廳4衛,2,25.0819426227,121.600291327
內湖區,台北市內湖區內湖路三段,2100,住宅大樓,31.6年,建坪24.77,主+陽21.34,14/20樓,2房(室)2廳1衛,1,25.0886480394,121.591099609
內湖區,台北市內湖區康寧路三段,2300,公寓,38.9年,建坪46.51,主+陽34.41,5/5樓,6房(室)3廳3衛(含加蓋3房(室)1廳1衛),0,25.0745713318,121.611871493
內湖區,台北市內湖區內湖路二段,13600,華廈,9.4年,建坪--,無資料,8/10樓,3房(室)2廳3衛,1,25.0801701,121.5823151
內湖區,台北市內湖區新明路,2450,華廈,14.3年,建坪31.92,主+陽14.96,5/7樓,2房(室)2廳1衛,1,25.0539172938,121.577275915
內湖區,台北市內湖區內湖路一段,2088,公寓,44.9年,建坪29.99,主+陽28.29,4/5樓,3房(室)2廳1.5衛,0,25.0853575508,121.559251804
內湖區,台北市內湖區內湖路二段,6988,華廈,29.9年,建坪106.54,主+陽+露65.49,10/10樓,6房(室)3廳4衛(含加蓋3房(室)1廳--衛),2,25.0837238883089,121.580355240475
內湖區,台北市內湖區內湖路二段,6480,華廈,29.9年,建坪95.83,主+陽+露65.49,10/10樓,5房(室)3廳2衛(含加蓋3房(室)2廳--衛),1,25.0835141,121.5806717
內湖區,台北市內湖區內湖路一段,2650,公寓,42.6年,建坪38.90,主+陽30.88,4/5樓,3房(室)2廳2衛,1,25.0816562442,121.573566411
內湖區,台北市內湖區環山路二段,2388,公寓,41.2年,建坪33.14,主+陽29.55,2/5樓,3房(室)2廳2衛,1,25.0842354872,121.575840811
內湖區,台北市內湖區文德路,3288,華廈,19.9年,建坪31.92,主+陽20.28,9/10樓,2房(室)1廳2衛,1,25.0793823,121.5891065
內湖區,台北市內湖區新豐街,4980,住宅大樓,5.7年,建坪52.12,主+陽25.63,9/11樓,3房(室)2廳2衛,1,25.0590977819921,121.582629066344
內湖區,台北市內湖區東湖路,2488,公寓,38.0年,建坪48.62,主+陽+露38.15,5/5樓,7房(室)2廳5衛(含加蓋3房(室)--廳3衛),1,25.0720867954,121.615395347
