區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
中山區,台北市中山區新生北路二段,1420,套房,17.5年,建坪15.69,主+陽6.47,10/12樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1,25.0572951317,121.527183875
中山區,台北市中山區新生北路二段,4988,華廈,0.9年,建坪44.44,主+陽23.21,9/10樓,2房(室)2廳2衛,1,25.0574104968,121.527018017
中山區,台北市中山區林森北路,7768,住宅大樓,12.4年,建坪61.59,主+陽33.97,21/24樓,3房(室)2廳2衛,1,25.0567085110212,121.525677942922
中山區,台北市中山區農安街,1998,華廈,46.9年,建坪24.33,主+陽+露20.63,10/10樓,3房(室)2廳1衛,0,25.0648128012,121.526666927
中山區,台北市中山區松江路,3400,公寓,57.9年,建坪27.65,主27.65,1/4樓,2房(室)2廳1.5衛(含加蓋--房(室)--廳1.5衛),1,25.0618960092,121.530689938
中山區,台北市中山區新生北路三段,5150,華廈,16.4年,建坪42.90,主+陽28.08,4/13樓,3房(室)2廳2衛,1,25.0654613330235,121.526528567786
中山區,台北市中山區建國北路二段,16600,住宅大樓,40.1年,建坪225.54,主+平211.80,B1~1/14樓,8房(室)3廳2衛(含加蓋2房(室)--廳--衛),1,25.06004,121.536499
中山區,台北市中山區北安路,9900,華廈,10.1年,建坪105.27,主+陽46.16,7/7樓,4房(室)4廳3衛(含加蓋--房(室)2廳--衛),2,25.0859763305,121.554709088
中山區,台北市中山區明水路,11588,華廈,21.8年,建坪98.34,主+陽51.57,2/9樓,6房(室)2廳3衛(含加蓋1房(室)--廳1衛),2,25.0787937208,121.553976801
中山區,台北市中山區北安路,22880,住宅大樓,7.0年,建坪156.34,主+陽65.43,8/17樓,4房(室)2廳5衛,4,25.0822222703786,121.550121762566
中山區,台北市中山區林森北路,1668,公寓,65.0年,建坪24.42,主24.42,2/3樓,3房(室)--廳3衛(含加蓋1房(室)--廳--衛),1,25.0505885,121.5255227
中山區,台北市中山區建國北路一段,1899,套房,16.0年,建坪15.49,主+陽9.35,2/13樓,--房(室)1廳1衛,1,25.0514659,121.536392
中山區,台北市中山區龍江路,3550,公寓,49.7年,建坪37.41,主+陽37.41,4/4樓,8房(室)1廳8衛(含加蓋2房(室)1廳2衛),0,25.0593864831,121.541620512
中山區,台北市中山區民權東路二段,11980,住宅大樓,13.1年,建坪152.90,主+陽63.08,3/12樓,5房(室)2廳3衛,4,25.0623970568,121.529315413
中山區,台北市中山區雙城街,6000,公寓,66.6年,建坪17.68,主17.68,1/2樓,2房(室)1廳1衛,1,25.0646695511,121.525212744
中山區,台北市中山區中山北路二段,10888,住宅大樓,13.2年,建坪113.33,主+陽54.96,6/12樓,4房(室)2廳2衛,2,25.0592756581,121.524311136
中山區,台北市中山區復興南路一段,2530,公寓,58.5年,建坪25.40,主25.40,2/4樓,3房(室)2廳2衛,0,25.0463814137,121.543221373
中山區,台北市中山區龍江路,4989,華廈,1.8年,建坪39.29,主+陽19.69,8/9樓,3房(室)2廳2衛,1,25.0486873851,121.541389877
中山區,台北市中山區龍江路,5849,華廈,1.8年,建坪47.94,主+陽24.05,6/9樓,3房(室)2廳2衛,1,25.0486873851,121.541389877
中山區,台北市中山區龍江路,4688,住宅大樓,41.6年,建坪56.05,主+陽47.27,3/14樓,3房(室)2廳2衛,1,25.0580906082,121.540824939
中山區,台北市中山區合江街,3580,公寓,43.3年,建坪46.28,主+陽42.09,3/5樓,4房(室)2廳2衛,0,25.0608031419,121.538170459
中山區,台北市中山區合江街,2548,公寓,52.8年,建坪32.88,主+平32.87,2/4樓,1房(室)2廳2衛,0,25.0605971131,121.539141522
中山區,台北市中山區合江街,3080,公寓,56.1年,建坪29.13,主+陽29.12,4/4樓,2房(室)3廳2.5衛(含加蓋1房(室)1廳1衛),0,25.0595794405,121.538086133
中山區,台北市中山區八德路二段,4200,公寓,49.9年,建坪55.25,主55.25,4/4樓,4房(室)2廳4衛(含加蓋1房(室)--廳1衛),0,25.0463496,121.5390895
中山區,台北市中山區八德路二段,4488,華廈,41.9年,建坪38.90,主+陽37.47,2/6樓,5房(室)--廳5衛,1,25.0462922345,121.542339791
中山區,台北市中山區新生北路三段,6880,華廈,34.5年,建坪102.78,主+陽72.85,8~9/9樓,3房(室)4廳2衛,1,25.0670827564476,121.526454658895
中山區,台北市中山區民權東路二段,3200,公寓,40.5年,建坪39.90,主+陽36.10,3/4樓,3房(室)2廳2衛,0,25.0606554041,121.535438852
中山區,台北市中山區樂群二路,26800,住宅大樓,11.2年,建坪165.09,主+陽89.57,3/11樓,4房(室)2廳4衛,3,25.0791252658,121.554969135
中山區,台北市中山區明水路,1590,住宅大樓,29.8年,建坪15.17,主+陽10.79,2~3/16樓,2房(室)1廳2衛(含加蓋1房(室)--廳1衛),1,25.0791037032,121.55209292
