成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11407,華廈,台北市士林區文林路４９７號五樓,2850,74.44,38.29,6.13,43.7,5,7,無,3,2,2,25.096359,121.523971,其他增建；
11407,公寓,台北市士林區福港街２５９巷１５號五樓,800,46.05,17.37,4.47,43.4,5,5,無,2,2,1,25.084077,121.518511,親友、員工、共有人或其他特殊關係間之交易；陽台外推；頂樓加蓋；
11407,公寓,台北市士林區通河東街一段１２４巷１９號二樓,1950,60.11,32.44,9,45.2,2,5,無,3,2,2,25.086705,121.517121,陽台外推；其他增建；
11407,華廈,台北市士林區社子街２２巷６７號七樓之２,2100,45.63,46.02,10.35,31.6,7,9,有,3,2,2,25.083308,121.520472,
11407,華廈,台北市士林區志成街２２巷１５弄１３號六樓,1000,24.42,40.94,7.4,43.1,6,7,無,3,2,2,25.097409,121.530611,親友、員工、共有人或其他特殊關係間之交易；
11406,公寓,台北市士林區後港街８６號五樓,1700,52.03,32.67,9.42,43.3,5,5,無,5,2,4,25.085872,121.521965,頂樓加蓋；其他增建；
11406,公寓,台北市士林區中正路１０４巷２弄９號四樓,2015,84.7,23.79,7.61,39.5,4,5,無,3,2,1,25.097072,121.529152,
11406,公寓,台北市士林區前街２１巷３０號四樓,1688,70.63,23.9,8.8,46.7,4,4,無,4,3,3,25.09812,121.525188,陽台外推；頂樓加蓋；其他增建；
11406,公寓,台北市士林區小北街４３號二樓,1290,75.62,17.06,6.2,53.8,2,4,無,1,2,1,25.090786,121.524725,陽台外推；其他增建；
11406,大樓,台北市士林區中山北路五段５２８號六樓,15680,102.1,187.79,24.73,10.8,6,12,有,無隔間,0,0,25.093624,121.528222,
11406,公寓,台北市士林區前街７９之１號四樓,500,44.22,11.31,4.01,48.6,4,4,無,3,1,1,25.098272,121.525997,親友、員工、共有人或其他特殊關係間之交易；
11406,公寓,台北市士林區通河東街一段１７６號二樓,918,41.12,22.32,6.84,43.5,2,5,無,3,2,1,25.088442,121.515684,陽台外推；其他增建；
11406,大樓,台北市士林區承德路四段２９４之２號,3650,96.39,37.87,6.05,37.7,1,12,無,1,0,1,25.090054,121.519449,夾層；其他增建；
11406,大樓,台北市士林區承德路四段１７８號二樓,2328,45.11,51.61,8.08,40.3,2,11,無,0,1,2,25.086738,121.522562,親友、員工、共有人或其他特殊關係間之交易；
11406,華廈,台北市士林區大北路４９號三樓,1251.496,38.69,32.35,12.1,57.8,3,3,無,5,3,2,25.089911,121.52572,親友、員工、共有人或其他特殊關係間之交易；
11406,華廈,台北市士林區大北路４９號二樓,1245.826,38.52,32.35,12.1,57.8,2,3,無,3,2,1,25.089911,121.52572,親友、員工、共有人或其他特殊關係間之交易；
11406,華廈,台北市士林區大北路４９號,1245.096,38.49,32.35,12.1,57.8,1,3,無,2,2,1,25.089911,121.52572,親友、員工、共有人或其他特殊關係間之交易；
11406,公寓,台北市士林區華齡街８２號三樓,2412,69.12,34.89,10.83,46.2,3,5,無,3,2,2,25.084756,121.519731,陽台外推；其他增建；
11406,華廈,台北市士林區承德路四段２７７巷３５號九樓之３,3000,85.49,35.09,6.47,15.9,9,9,有,2,2,2,25.0907,121.519462,露臺增建陽台外推；其他增建；
