成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11403,華廈,台北市中山區民生東路二段１４７巷３號,4958,108.64,45.64,9.17,41.4,1,7,無,1,2,2,25.058527,121.535385,其他增建；
11403,公寓,台北市中山區龍江路４４３巷２號五樓,1110,85.96,12.91,3.38,43.1,5,5,無,1,1,1,25.06716,121.541135,陽台外推；頂樓加蓋；其他增建；
11403,大樓,台北市中山區雙城街２５巷７號三樓,6388,90.43,70.64,6.34,10.3,3,13,有,4,2,2,25.066262,121.524959,
11403,華廈,台北市中山區龍江路２８１巷３號二樓,3596,77.47,46.42,8.32,45.2,2,7,無,4,2,2,25.059887,121.540961,陽台外推；其他增建；
11403,公寓,台北市中山區五常街５３巷１７號,3070,105.07,29.22,7.16,46.7,1,5,無,5,0,1,25.065372,121.539809,其他增建；
11403,公寓,台北市中山區農安街７７巷９弄２４號,1360,92.81,14.65,7.66,58,1,3,無,1,1,1,25.066133,121.529185,其他增建；
11403,公寓,台北市中山區吉林路１６１巷２４號五樓之１,1280,80.58,15.88,3.6,41.5,5,5,無,2,1,1,25.058792,121.53196,陽台外推；其他增建；
11403,華廈,台北市中山區建國北路三段２２巷１９號三樓之１,1000,65.67,15.23,2.65,33.4,3,5,無,1,1,1,25.063877,121.535643,
11403,華廈,台北市中山區松江路１９４巷３４號六樓,470,64.68,7.26,1.91,49.1,6,6,無,3,2,1,25.057069,121.531255,親友、員工、共有人或其他特殊關係間之交易；
11403,大樓,台北市中山區新生北路三段１２號六樓,1160,90.48,12.82,1.33,13.4,6,11,無,1,1,1,25.063664,121.528022,
11403,華廈,台北市中山區林森北路６１２號六樓,3500,61.8,56.64,6.99,51.8,6,8,無,4,2,1,25.066441,121.525596,
11403,大樓,台北市中山區林森北路４８３號十四樓之５,1030,80.15,12.85,1.34,23.2,14,14,無,1,1,1,25.061237,121.525652,陽台外推；
11403,大樓,台北市中山區新生北路二段１０８號三樓之１５,506,45.42,11.14,0.77,47.2,3,14,無,無隔間,0,0,25.060068,121.527258,其他增建；
11403,大樓,台北市中山區新生北路二段１０８號三樓之１６,380,44.88,8.47,0.6,47.2,3,14,無,無隔間,0,0,25.060068,121.527258,其他增建；
11403,公寓,台北市中山區民權東路二段７１巷２１弄２２號二樓,710,60.54,11.73,6.4,58.9,2,3,無,4,2,2,25.063412,121.532481,親友、員工、共有人或其他特殊關係間之交易；其他增建；
11403,華廈,台北市中山區合江街１００巷２５號四樓,3000,84.06,35.69,9.2,44.7,4,6,無,3,2,2,25.058391,121.538013,
