路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
台北市士林區中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,1.9,74.79,6488.0,1,3,2,2,0,0,17,6,6,1,0,1,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,47.3,58.72,2880.0,0,4,2,2,0,1,4,5,6,2,1,0,0,0,0
台北市士林區重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,59.0,18.19,1380.0,0,2,2,1,0,0,2,1,1,1,1,0,0,0,0
台北市士林區大東路,0,0,0,0,0,0,1,0,0,0,0,0,54.7,47.73,4380.0,0,5,2,2,0,0,4,-1,1,2,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,11.6,114.39,12000.0,2,3,2,4,0,1,12,3,3,1,0,1,0,0,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,3.9,50.67,4990.0,1,2,2,2,0,0,14,3,3,1,0,1,0,0,0
台北市士林區忠誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,11.8,124.75,10888.0,1,3,3,2,0,0,10,9,10,2,0,0,0,1,0
台北市士林區德行西路,0,0,0,0,0,0,1,0,0,0,0,0,47.2,33.59,2100.0,0,4,2,3,0,1,5,5,5,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,45.9,84.52,4580.0,1,3,2,3,0,0,7,2,2,1,0,0,0,1,0
台北市士林區克強路,0,0,0,0,0,0,1,0,0,0,0,0,41.5,80.26,4500.0,0,6,3,3,0,0,5,2,2,1,1,0,0,0,0
台北市士林區莊頂路,0,0,0,0,0,0,1,0,0,0,0,0,49.1,149.91,7800.0,0,7,4,3,0,1,2,-2,1,3,0,0,0,0,1
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,42.9,40.16,2088.0,1,3,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區中正路,0,0,0,0,0,0,1,0,0,0,0,0,28.2,85.01,5700.0,1,5,2,3,0,1,5,-1,1,2,0,0,0,1,0
台北市士林區士東路,0,0,0,0,0,0,1,0,0,0,0,0,44.5,38.9,2488.0,0,3,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,48.5,49.22,3880.0,1,4,2,2,0,1,8,1,1,1,0,0,0,1,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,15.2,138.93,12666.0,4,3,2,3,0,1,11,6,6,1,0,1,0,0,0
台北市士林區葫蘆街,0,0,0,0,0,0,1,0,0,0,0,0,48.2,42.84,1770.0,0,5,2,4,0,1,4,4,4,1,1,0,0,0,0
台北市士林區社中街,0,0,0,0,0,0,1,0,0,0,0,0,42.7,30.29,1790.0,0,3,3,1,0,1,5,5,5,1,1,0,0,0,0
台北市士林區華聲街,0,0,0,0,0,0,1,0,0,0,0,0,46.6,23.01,1880.0,0,4,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市士林區至誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,48.6,65.84,7850.0,1,7,3,4,0,0,2,1,2,2,0,0,0,0,1
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,43.2,45.5,2188.0,0,4,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區大北路,0,0,0,0,0,0,1,0,0,0,0,0,54.0,31.1,1850.0,0,3,2,1,0,0,4,3,3,1,1,0,0,0,0
台北市士林區福港街,0,0,0,0,0,0,1,0,0,0,0,0,47.5,26.44,1598.0,0,3,2,1,0,0,5,2,2,1,1,0,0,0,0
台北市士林區劍潭路,0,0,0,0,0,0,1,0,0,0,0,0,17.1,27.83,1998.0,1,1,1,1,0,0,14,7,7,1,0,1,0,0,0
台北市士林區小東街,0,0,0,0,0,0,1,0,0,0,0,0,48.8,24.02,1680.0,0,4,2,2,0,1,5,3,3,1,1,0,0,0,0
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,48.2,43.31,1999.0,0,4,3,3,0,1,5,5,5,1,1,0,0,0,0
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,5.6,54.96,5968.0,1,1,2,2,0,0,24,11,11,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,44.7,45.18,2988.0,0,4,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區至善路二段,0,0,0,0,0,0,1,0,0,0,0,0,58.2,64.7,9900.0,1,7,2,3,0,1,2,1,2,2,0,0,0,0,1
台北市士林區重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,48.8,31.69,1628.0,0,3,3,2,0,1,4,4,4,1,1,0,0,0,0
台北市士林區至善路二段,0,0,0,0,0,0,1,0,0,0,0,0,49.0,86.48,12800.0,1,7,3,5,0,1,2,1,2,2,0,0,0,0,1
台北市士林區忠義街,0,0,0,0,0,0,1,0,0,0,0,0,34.8,69.64,4980.0,1,4,2,2,0,0,15,4,4,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,20.0,121.6,7980.0,3,4,2,2,0,1,12,2,2,1,0,1,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,41.6,55.17,2880.0,1,3,1,2,0,0,7,5,5,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,36.22,2168.0,0,3,2,2,0,0,7,1,1,1,0,0,0,1,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,55.4,12.95,788.0,0,2,1,1,0,1,5,5,5,1,1,0,0,0,0
台北市士林區社正路,0,0,0,0,0,0,1,0,0,0,0,0,10.0,43.14,2700.0,1,3,2,1,0,0,9,5,5,1,0,0,0,1,0
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,43.7,36.4,1968.0,0,1,2,1,0,0,5,4,4,1,1,0,0,0,0
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,43.7,36.77,1968.0,0,3,1,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區大南路,0,0,0,0,0,0,1,0,0,0,0,0,49.7,34.12,1550.0,0,5,1,1,0,0,4,4,4,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.3,37.92,2500.0,1,2,2,2,0,0,7,7,7,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,41.6,37.51,3180.0,1,3,2,2,0,1,7,6,6,1,0,0,0,1,0
台北市士林區社中街,0,0,0,0,0,0,1,0,0,0,0,0,48.8,29.17,1760.0,0,3,2,2,0,1,4,3,3,1,1,0,0,0,0
台北市士林區大東路,0,0,0,0,0,0,1,0,0,0,0,0,57.7,36.43,6600.0,0,5,2,2,0,1,3,1,3,3,0,0,0,0,1
台北市士林區通河街,0,0,0,0,0,0,1,0,0,0,0,0,50.1,38.3,4800.0,0,3,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市士林區福德路,0,0,0,0,0,0,1,0,0,0,0,0,64.2,34.0,3880.0,0,4,2,2,0,0,2,1,2,2,0,0,0,0,1
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,15.9,25.02,2150.0,1,2,1,1,0,0,9,5,5,1,0,0,0,1,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,56.9,35.26,3990.0,0,9,6,4,0,1,2,1,2,2,0,0,0,0,1
台北市士林區通河東街一段,0,0,0,0,0,0,1,0,0,0,0,0,49.2,30.58,1650.0,0,5,2,5,0,0,4,3,3,1,1,0,0,0,0
台北市士林區重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,53.6,49.09,2688.0,0,7,2,7,0,0,4,1,1,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,1.6,35.64,3488.0,1,2,2,1,0,0,9,4,4,1,0,1,0,0,0
台北市士林區福志路,0,0,0,0,0,0,1,0,0,0,0,0,45.1,30.89,2188.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,42.3,30.36,2400.0,0,2,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區基河路,0,0,0,0,0,0,1,0,0,0,0,0,24.4,58.56,3800.0,1,3,2,2,0,1,16,4,4,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,18.8,71.31,7380.0,1,4,2,2,0,1,10,7,7,1,0,0,0,1,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,41.9,42.27,2800.0,0,4,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區天玉街,0,0,0,0,0,0,1,0,0,0,0,0,23.5,151.44,13980.0,1,3,2,2,0,0,19,7,7,1,0,1,0,0,0
台北市士林區平菁街,0,0,0,0,0,0,1,0,0,0,0,0,46.5,35.98,3980.0,0,6,2,6,0,1,2,1,2,2,0,0,0,0,1
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,46.8,34.66,2650.0,0,3,2,2,0,0,5,2,2,1,1,0,0,0,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,2.5,88.37,8588.0,3,3,2,5,0,0,14,11,11,1,0,1,0,0,0
台北市士林區文林路,0,0,0,0,0,0,1,0,0,0,0,0,21.9,67.91,5680.0,1,4,2,2,0,0,13,7,7,1,0,1,0,0,0
台北市士林區福華路,0,0,0,0,0,0,1,0,0,0,0,0,7.7,43.44,4140.0,1,3,2,2,0,0,9,4,4,1,0,0,0,1,0
台北市士林區延平北路六段,0,0,0,0,0,0,1,0,0,0,0,0,36.6,38.55,1680.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,56.0,31.13,2553.0,0,3,2,5,0,0,4,2,2,1,1,0,0,0,0
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,52.4,35.74,4000.0,0,3,2,2,0,0,4,1,1,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,43.6,77.36,4500.0,0,5,2,3,0,1,7,1,1,1,0,0,0,1,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,47.6,39.1,2980.0,0,4,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,12.7,70.4,5280.0,1,3,2,2,0,0,15,10,10,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,45.7,37.58,2480.0,1,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,41.9,57.14,4380.0,1,3,2,2,0,0,7,3,3,1,0,0,0,1,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,13.3,66.96,6180.0,2,3,2,2,0,0,14,9,9,1,0,1,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.8,44.25,4288.0,1,3,2,2,0,0,12,4,4,1,0,1,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,41.2,28.73,2838.0,1,2,2,5,0,1,5,1,1,1,1,0,0,0,0
台北市士林區中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,1.5,66.87,5588.0,1,4,2,2,0,0,18,8,8,1,0,1,0,0,0
台北市士林區菁山路,0,0,0,0,0,0,1,0,0,0,0,0,16.7,86.42,4380.0,2,2,2,2,0,0,5,3,3,1,0,0,0,1,0
台北市士林區芝玉路一段,0,0,0,0,0,0,1,0,0,0,0,0,17.3,69.96,5680.0,3,3,2,2,0,0,18,14,14,1,0,1,0,0,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,23.6,91.2,7488.0,1,5,2,2,0,0,14,3,3,1,0,1,0,0,0
台北市士林區天玉街,0,0,0,0,0,0,1,0,0,0,0,0,23.5,113.84,12000.0,2,4,2,2,0,0,19,5,5,1,0,1,0,0,0
台北市士林區天玉街,0,0,0,0,0,0,1,0,0,0,0,0,18.4,115.58,13800.0,1,4,2,3,0,1,5,1,1,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,15.0,164.32,15888.0,1,3,2,5,0,0,16,7,7,1,0,1,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,1.2,60.92,5800.0,1,3,2,2,0,0,12,5,5,1,0,1,0,0,0
台北市士林區華聲街,0,0,0,0,0,0,1,0,0,0,0,0,46.5,16.44,1498.0,0,2,1,1,0,0,5,5,5,1,1,0,0,0,0
台北市士林區福德路,0,0,0,0,0,0,1,0,0,0,0,0,14.1,10.33,1298.0,0,1,2,1,0,1,8,2,2,1,0,0,1,0,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,47.1,38.35,2980.0,0,4,3,2,0,1,5,1,1,1,1,0,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,38.4,58.0,4380.0,1,5,2,2,0,0,5,2,2,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,24.1,69.72,5980.0,2,4,2,2,0,1,7,4,4,1,0,0,0,1,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,44.1,37.28,2388.0,0,4,1,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,44.3,45.32,2880.0,1,4,2,2,0,0,7,5,5,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,41.4,25.79,3700.0,1,2,2,1,0,0,5,1,1,1,1,0,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,49.6,41.56,3300.0,1,3,2,2,0,0,7,6,6,1,0,0,0,1,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,40.7,62.53,5680.0,1,4,2,2,0,0,7,6,6,1,0,0,0,1,0
台北市士林區至誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,26.8,52.57,4760.0,2,4,2,2,0,0,8,7,8,2,0,0,0,1,0
台北市士林區士商路,0,0,0,0,0,0,1,0,0,0,0,0,21.9,81.66,7450.0,1,3,2,2,0,0,12,10,10,1,0,1,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,38.1,52.52,2780.0,1,4,2,2,0,0,6,1,1,1,0,0,0,1,0
台北市士林區新安路,0,0,0,0,0,0,1,0,0,0,0,0,51.3,162.5,45000.0,1,11,6,7,0,1,2,1,2,2,0,0,0,0,1
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,17.3,104.62,8688.0,3,4,2,2,0,0,9,6,6,1,0,0,0,1,0
台北市士林區福華路,0,0,0,0,0,0,1,0,0,0,0,0,47.2,38.19,2968.0,0,3,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區文林路,0,0,0,0,0,0,1,0,0,0,0,0,45.1,24.37,1900.0,0,2,2,1,0,0,11,4,4,1,0,1,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,48.2,46.47,2800.0,1,3,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區德行西路,0,0,0,0,0,0,1,0,0,0,0,0,5.9,27.54,3188.0,1,2,1,1,0,1,8,6,6,1,0,0,0,1,0
台北市士林區基河路,0,0,0,0,0,0,1,0,0,0,0,0,17.3,102.79,9450.0,1,4,2,3,0,0,18,13,13,1,0,1,0,0,0
台北市士林區天母西路,0,0,0,0,0,0,1,0,0,0,0,0,44.1,50.75,3550.0,1,4,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,44.2,40.97,2780.0,1,3,2,2,0,0,7,3,3,1,0,0,0,1,0
台北市士林區中社路一段,0,0,0,0,0,0,1,0,0,0,0,0,50.4,97.49,12800.0,0,5,3,6,0,1,2,1,2,2,0,0,0,0,1
台北市士林區福國路,0,0,0,0,0,0,1,0,0,0,0,0,52.2,22.58,2650.0,0,5,2,4,0,1,4,4,4,1,1,0,0,0,0
台北市士林區福林路,0,0,0,0,0,0,1,0,0,0,0,0,17.0,65.01,6900.0,1,3,2,2,0,0,7,7,7,1,0,0,0,1,0
台北市士林區中社路一段,0,0,0,0,0,0,1,0,0,0,0,0,50.6,20.81,1128.0,0,3,2,1,0,0,4,1,1,1,1,0,0,0,0
台北市士林區中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,1.9,87.55,8688.0,1,3,2,3,0,0,17,13,13,1,0,1,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,44.2,27.86,1880.0,1,3,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,45.3,51.92,3680.0,1,4,3,2,0,1,7,7,7,1,0,0,0,1,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,48.2,69.61,3980.0,1,3,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,3.9,26.09,3680.0,1,2,1,2,0,0,14,8,8,1,0,1,0,0,0
台北市士林區格致路,0,0,0,0,0,0,1,0,0,0,0,0,37.9,46.25,1180.0,0,11,2,5,0,1,3,3,3,1,1,0,0,0,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,47.7,28.42,3180.0,0,4,2,2,0,0,5,1,1,1,1,0,0,0,0
台北市士林區天母西路,0,0,0,0,0,0,1,0,0,0,0,0,12.5,248.93,23000.0,1,3,2,2,0,0,7,1,2,2,0,0,0,1,0
台北市士林區重慶北路四段,0,0,0,0,0,0,1,0,0,0,0,0,2.1,37.87,3480.0,1,2,2,1,0,0,16,10,10,1,0,1,0,0,0
台北市士林區文林路,0,0,0,0,0,0,1,0,0,0,0,0,41.6,40.5,3200.0,0,3,2,2,0,0,5,3,3,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,33.3,175.15,11000.0,1,6,3,6,0,1,19,15,17,3,0,1,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,48.1,32.88,2800.0,1,3,2,2,0,0,10,5,5,1,0,0,0,1,0
台北市士林區中庸二路,0,0,0,0,0,0,1,0,0,0,0,0,17.8,189.47,12800.0,3,6,3,5,0,1,5,-1,4,5,0,0,0,0,1
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,41.9,35.61,3280.0,0,2,4,2,0,1,5,5,5,1,1,0,0,0,0
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,41.9,35.61,2680.0,0,2,2,3,0,1,5,4,4,1,1,0,0,0,0
台北市士林區天母西路,0,0,0,0,0,0,1,0,0,0,0,0,41.1,50.3,3380.0,0,4,2,2,0,0,7,6,6,1,0,0,0,1,0
台北市士林區天母西路,0,0,0,0,0,0,1,0,0,0,0,0,44.1,85.06,4688.0,1,4,4,4,0,1,7,7,7,1,0,0,0,1,0
台北市士林區新安路,0,0,0,0,0,0,1,0,0,0,0,0,9.1,172.62,9800.0,1,4,2,4,0,0,2,1,2,2,0,0,0,0,1
台北市士林區中山北路六段,0,0,0,0,0,0,1,0,0,0,0,0,47.2,37.51,2588.0,0,4,2,2,0,0,5,5,5,1,1,0,0,0,0
台北市士林區福華路,0,0,0,0,0,0,1,0,0,0,0,0,25.9,84.16,5980.0,2,3,2,2,0,0,12,4,4,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,47.1,31.07,2450.0,0,3,2,1,0,0,5,2,2,1,1,0,0,0,0
台北市士林區中山北路七段,0,0,0,0,0,0,1,0,0,0,0,0,14.7,226.79,19800.0,6,5,3,4,0,0,22,12,12,1,0,1,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,20.2,83.17,6980.0,2,3,2,2,0,0,9,4,4,1,0,0,0,1,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,46.3,27.83,2580.0,0,3,1,2,0,1,5,1,1,1,1,0,0,0,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,46.3,34.12,2380.0,0,3,2,2,0,0,5,4,4,1,1,0,0,0,0
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,28.2,69.55,6880.0,1,4,2,3,0,0,6,1,3,3,0,0,0,0,1
台北市士林區至誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,50.1,46.65,6288.0,1,5,2,3,0,1,2,1,2,2,0,0,0,0,1
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,5.7,97.73,8988.0,2,4,2,3,0,0,24,8,8,1,0,1,0,0,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,53.0,39.26,8688.0,0,4,2,2,0,0,2,1,2,2,0,0,0,0,1
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,48.5,62.64,6900.0,0,6,4,3,0,1,2,1,2,2,1,0,0,0,0
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,58.9,23.44,5988.0,1,5,2,2,0,1,2,1,2,2,0,0,0,0,1
台北市士林區至誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,17.4,82.59,6800.0,1,5,2,5,0,1,6,1,1,1,0,0,0,1,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,43.2,135.36,13980.0,1,7,5,5,0,0,14,13,13,1,0,1,0,0,0
台北市士林區雨聲街,0,0,0,0,0,0,1,0,0,0,0,0,43.7,73.18,3988.0,0,4,2,3,0,1,5,4,4,1,1,0,0,0,0
台北市士林區雙溪街,0,0,0,0,0,0,1,0,0,0,0,0,41.9,119.37,7280.0,1,8,2,5,0,1,7,7,7,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,47.9,40.54,2645.0,1,3,2,2,0,0,8,6,6,1,0,0,0,1,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,51.7,25.24,1980.0,0,3,2,1,0,0,4,3,3,1,1,0,0,0,0
台北市士林區德行東路,0,0,0,0,0,0,1,0,0,0,0,0,51.7,25.24,2080.0,0,3,2,1,0,0,4,2,2,1,1,0,0,0,0
台北市士林區忠誠路二段,0,0,0,0,0,0,1,0,0,0,0,0,5.1,119.49,13058.0,2,5,2,2,0,0,12,4,4,1,0,1,0,0,0
台北市士林區忠誠路一段,0,0,0,0,0,0,1,0,0,0,0,0,16.6,84.9,8500.0,2,3,2,3,0,0,7,2,2,1,0,0,0,1,0
台北市士林區士商路,0,0,0,0,0,0,1,0,0,0,0,0,25.9,88.02,6800.0,2,3,3,3,0,1,13,13,13,1,0,1,0,0,0
台北市士林區中社路一段,0,0,0,0,0,0,1,0,0,0,0,0,50.6,31.13,1680.0,0,4,2,2,0,0,4,3,3,1,1,0,0,0,0
台北市士林區中正路,0,0,0,0,0,0,1,0,0,0,0,0,0.6,46.4,5558.0,1,3,2,2,0,0,11,6,6,1,0,1,0,0,0
台北市士林區中正路,0,0,0,0,0,0,1,0,0,0,0,0,0.6,46.4,5200.0,1,3,2,2,0,0,11,3,3,1,0,1,0,0,0
台北市士林區中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,20.7,40.45,3680.0,1,3,2,2,0,1,8,3,3,1,0,0,0,1,0
台北市士林區美崙街,0,0,0,0,0,0,1,0,0,0,0,0,44.8,48.08,3888.0,0,4,3,3,0,1,7,7,7,1,0,0,0,1,0
台北市士林區文林路,0,0,0,0,0,0,1,0,0,0,0,0,9.8,58.82,5488.0,1,3,2,2,0,0,15,9,9,1,0,1,0,0,0
台北市士林區天母北路,0,0,0,0,0,0,1,0,0,0,0,0,42.5,47.65,3100.0,0,2,2,2,0,1,5,1,1,1,1,0,0,0,0
台北市士林區承德路四段,0,0,0,0,0,0,1,0,0,0,0,0,53.4,32.87,1950.0,0,4,3,3,0,1,4,4,4,1,1,0,0,0,0
台北市士林區福林路,0,0,0,0,0,0,1,0,0,0,0,0,54.2,37.13,5288.0,1,6,2,3,0,1,2,1,2,2,0,0,0,0,1
台北市士林區承德路五段,0,0,0,0,0,0,1,0,0,0,0,0,47.8,54.57,3980.0,0,2,1,2,0,0,4,-1,1,2,1,0,0,0,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,48.5,20.12,1880.0,1,1,2,1,0,0,8,6,6,1,0,0,0,1,0
台北市士林區天玉街,0,0,0,0,0,0,1,0,0,0,0,0,28.9,32.65,2988.0,1,3,2,2,0,1,11,10,11,2,0,1,0,0,0
台北市士林區中正路,0,0,0,0,0,0,1,0,0,0,0,0,45.2,31.87,2488.0,0,6,2,3,0,1,5,5,5,1,1,0,0,0,0
台北市士林區明溪街,0,0,0,0,0,0,1,0,0,0,0,0,50.2,31.38,1380.0,0,7,3,4,0,1,4,4,4,1,1,0,0,0,0
台北市士林區前街,0,0,0,0,0,0,1,0,0,0,0,0,46.1,25.39,2280.0,0,4,3,2,0,1,4,4,4,1,1,0,0,0,0
台北市士林區中社路二段,0,0,0,0,0,0,1,0,0,0,0,0,49.9,21.07,1200.0,0,4,2,2,0,1,4,1,1,1,1,0,0,0,0
台北市士林區劍潭路,0,0,0,0,0,0,1,0,0,0,0,0,41.9,38.52,3050.0,0,3,1,2,0,0,7,1,1,1,0,0,0,1,0
台北市士林區通河街,0,0,0,0,0,0,1,0,0,0,0,0,44.2,38.29,2680.0,1,2,1,1,0,0,7,2,2,1,0,0,0,1,0
台北市士林區通河街,0,0,0,0,0,0,1,0,0,0,0,0,44.2,57.27,4000.0,1,4,2,2,0,0,7,2,2,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.2,28.34,3898.0,1,2,1,2,0,0,5,4,4,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.2,28.33,3898.0,1,2,1,2,0,0,5,3,3,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.2,26.72,3678.0,1,2,1,2,0,0,5,5,5,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.2,28.33,3898.0,1,2,1,2,0,0,5,2,2,1,0,0,0,1,0
台北市士林區天母東路,0,0,0,0,0,0,1,0,0,0,0,0,1.2,13.11,3000.0,1,1,1,1,0,0,5,1,1,1,0,0,0,1,0
台北市士林區基河路,0,0,0,0,0,0,1,0,0,0,0,0,16.0,89.44,8688.0,1,3,2,5,0,0,15,2,2,1,0,1,0,0,0
台北市士林區明溪街,0,0,0,0,0,0,1,0,0,0,0,0,50.1,31.38,1550.0,0,4,2,2,0,0,4,4,4,1,1,0,0,0,0
台北市士林區中山北路五段,0,0,0,0,0,0,1,0,0,0,0,0,1.4,63.85,7288.0,1,4,2,2,0,0,18,17,17,1,0,1,0,0,0
