路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市中正區汀州路一段,50.7年,公寓,建坪 32.19,主 + 陽32.19,3房2廳1衛1室,3樓/4樓,"1,188",0
台北市中正區南海路,1.1年,華廈,建坪 37.33,主 + 陽15.98,2房2廳1衛,4樓/7樓,"3,280",1
台北市中正區愛國東路,46.4年,華廈/辦公,建坪 43.21,主 + 陽43.21,1房3廳2衛,4樓/7樓,"5,380",0
台北市中正區同安街,0.9年,華廈,建坪 22.38,主 + 陽13.88,1房2廳2衛,1樓/9樓,"2,488",0
台北市中正區中華路二段,45.3年,公寓,建坪 19.42,主 + 陽19.42,3房1廳1衛,3樓/5樓,"1,550",0
台北市中正區汀州路二段,24.1年,店面/辦公,建坪 38.87,主 + 陽20.37,2房1廳1.5衛4室(含加蓋1廳),1樓/7樓,"5,688",0
台北市中正區仁愛路二段,15.4年,華廈,建坪 39.65,主 + 陽21.4,3房2廳1衛,1樓/7樓,"4,588",1
台北市中正區金華街,19.6年,大樓,建坪 95.4,主 + 陽54.25,4房2廳2.5衛2室,4樓/13樓,"12,888",2
台北市中正區中華路二段,44.9年,華廈,建坪 16.22,主 + 陽13.38,1房1廳1衛,5樓/7樓,"1,266",0
台北市中正區杭州南路一段,42.8年,公寓,建坪 28.08,主 + 陽25.05,3房1廳1衛1室,4樓/5樓,"3,180",0
台北市中正區博愛路,48.2年,店面/辦公,建坪 283.4,主建物227.91,3廳4衛4室(含加蓋1衛3室),1樓/10樓,"56,680",0
台北市中正區汀州路三段,51.9年,店面,建坪 33.51,主建物22.33,1廳1衛1室(含加蓋1衛1室),1樓/4樓,"8,300",0
台北市中正區羅斯福路四段,20.2年,大樓,建坪 43.06,主 + 陽28.97,2房2廳2衛,15樓/15樓,"5,488",0
台北市中正區忠孝東路二段,53.0年,辦公/大樓,建坪 71.16,主 + 陽57.92,2廳3室,3樓/11樓,"9,180",0
台北市中正區汀州路三段,25.4年,華廈,建坪 46.67,主 + 陽23.81,2房2廳1.5衛,4樓/9樓,"4,580",1
