路段,屋齡,房屋類型,建坪,主建物/陽台,格局,樓層,房屋總價(萬),車位
台北市內湖區內湖路二段,36.2年,大樓/辦公,建坪 43.91,主 + 陽41.96,4房2廳2衛,4樓/11樓,"3,988",0
台北市內湖區金湖路,26.9年,華廈,建坪 14.65,主 + 陽10.75,1房1廳1衛,10樓/10樓,"1,698",0
台北市內湖區金莊路,14.2年,辦公/大樓,建坪 58.42,主 + 陽28.06,2房2廳2衛,3樓/11樓,"3,368",1
台北市內湖區內湖路一段,48.2年,公寓,建坪 28.12,主 + 陽28.12,3房2廳1衛,2樓/4樓,"1,900",0
台北市內湖區內湖路二段,58.8年,透天,建坪 36.6,主建物36.6,4房3廳3衛,1-3樓/3樓,"2,815",0
台北市內湖區成功路四段,42.4年,大樓,建坪 47.13,主 + 陽43.69,3房2廳2衛,5樓/14樓,"3,980",0
台北市內湖區陽光街,6.6年,華廈,建坪 20.16,主 + 陽10.87,1房1廳1衛1室,2樓/5樓,"1,980",1
台北市內湖區文德路,43.0年,公寓,建坪 34.3,主 + 陽30.91,3房2廳2衛,4樓/5樓,"2,288",0
台北市內湖區內湖路一段,37.8年,公寓,建坪 47.4,主 + 陽43.05,3房2廳2衛1室,3樓/5樓,"3,480",0
台北市內湖區康樂街,31.7年,華廈,建坪 35.9,主 + 陽25.07,3房2廳2衛,4樓/7樓,"2,280",0
台北市內湖區內湖路一段,47.8年,公寓,建坪 34.03,主 + 陽34.04,4房2廳2衛,4樓/5樓,"2,650",0
台北市內湖區康寧路三段,41.0年,店面,建坪 28.41,主建物22.34,2廳2衛4室(含加蓋1衛2室),1樓/5樓,"3,488",0
台北市內湖區安泰街,44.2年,公寓,建坪 33.58,主 + 陽33.58,3房3廳2衛(含加蓋1廳),3樓/5樓,"1,798",0
台北市內湖區內湖路二段,9.8年,大樓,建坪 44.89,主 + 陽29.74,3房2廳2衛1室,6樓/13樓,"4,680",0
台北市內湖區新豐街,11.4年,大樓,建坪 93.88,主 + 陽44.65,3房2廳3衛,4樓/13樓,"7,980",2
台北市內湖區康寧路三段,38.9年,公寓,建坪 32.61,主 + 陽30.03,3房2廳2衛,4樓/5樓,"2,188",0
台北市內湖區港華街,45.7年,公寓,建坪 35.84,主 + 陽35.84,3房2廳3衛,4樓/5樓,"2,180",0
台北市內湖區內湖路二段,43.3年,大樓,建坪 67.38,主 + 陽57.69,4房2廳3衛,4樓/12樓,"5,100",0
台北市內湖區內湖路二段,11.4年,大樓,建坪 55.84,主 + 陽29.12,3房2廳2衛,8樓/12樓,"5,188",1
台北市內湖區文德路,43.0年,公寓,建坪 33.68,主 + 陽30.07,3房2廳2衛,5樓/5樓,"2,199",0
台北市內湖區成功路四段,8.0年,大樓,建坪 72.1,主 + 陽41.97,1廳,22樓/29樓,"7,880",1
台北市內湖區內湖路三段,45.9年,公寓,建坪 24.75,主 + 陽24.76,3房2廳1衛,3樓/5樓,"1,428",0
台北市內湖區大湖山莊街,32.6年,華廈,建坪 12.9,主 + 陽9.64,1房2廳1衛,6樓/8樓,"1,200",0
台北市內湖區民權東路六段,33.2年,辦公,建坪 42.57,主 + 陽32.5,1廳1衛6室,9樓/10樓,"3,190",0
台北市內湖區內湖路三段,49.2年,公寓,建坪 33.53,主 + 陽33.52,3房2廳2衛1室,3樓/4樓,"1,988",0
台北市內湖區內湖路二段,20.4年,大樓,建坪 32.86,主建物21.59,2房2廳1衛1室(含加蓋1衛),2樓/12樓,"2,835",0
台北市內湖區星雲街,20.7年,大樓,建坪 38.95,主 + 陽19.74,3房2廳1衛1室(含加蓋1室),12樓/14樓,"3,600",1
台北市內湖區文德路,16.0年,大樓/辦公,建坪 38.19,主 + 陽14.71,2房2廳1衛,2樓/12樓,"2,380",1
