物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,屋齡,建坪,房屋總價(萬),車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天,經度,緯度
雙橡園名邸,安和路二段,0,0,0,0,0,0,0,0,1,0,0,0,44.1,222.0,5768,0,3,2,2,3,0,12,7,7,1,0,1,0,0,0,121.551750387,25.0302030226
敦南大道豪景名邸,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,50.8,44.0,4886,0,7,1,2,7,0,16,15,15,1,0,1,0,0,0,121.548413676,25.0313793313
仁愛三普名人巷,仁愛路四段,0,0,0,0,0,0,0,0,1,0,0,0,36.6,156.0,6980,0,4,2,2,4,0,11,2,2,1,0,1,0,0,0,121.551657691,25.0401860028
溫州院全新豪景名邸,溫州街,0,0,0,0,0,0,0,0,1,0,0,0,0.8,206.0,9688,1,3,2,2,3,0,19,17,17,1,0,1,0,0,0,121.533513995,25.0242431855
明日博朝南高樓寧靜美景,市民大道三段,0,0,0,0,0,0,0,0,1,0,0,0,10.2,44.0,16558,1,4,2,3,4,0,23,13,13,1,0,1,0,0,0,121.53744007,25.044464915
大安捷運~附中學區~仁愛A+ ~邊間高質感2房,大安路一段,0,0,0,0,0,0,0,0,1,0,0,0,17.4,98.0,4388,1,2,2,2,2,0,12,2,2,1,0,1,0,0,0,121.545894399,25.0349415751
台電大樓捷運站近師大商圈,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,121.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
阿曼仁愛A+邊間,大安路一段,0,0,0,0,0,0,0,0,1,0,0,0,17.4,98.0,4388,1,2,2,2,2,0,12,2,2,1,0,1,0,0,0,121.545894399,25.0349415751
忠孝敦化捷運電梯三房,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,47.2,180.0,3450,0,3,2,1,3,0,7,4,4,1,0,1,0,0,0,121.548015645,25.0429273244
忠孝敦化捷運電梯三房,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,47.2,180.0,3450,0,3,2,1,3,0,7,4,4,1,0,1,0,0,0,121.548015645,25.0429273244
忠敦庭院美宅,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,42.8,199.0,13800,0,4,2,2,4,0,7,1,1,1,0,1,0,0,0,121.550969022,25.0400121236
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,38.8,121.0,7500,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530653757,25.0250192123
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,38.8,121.0,7500,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,121.0,7500,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530653757,25.0250192123
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,121.0,7500,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,38.8,121.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530653757,25.0250192123
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,38.8,121.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,121.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530653757,25.0250192123
泰順街庭院一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,121.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
台北之星大三房豪邸,忠孝東路三段,0,0,0,0,0,0,0,0,1,0,0,0,4.0,231.0,42000,1,3,3,3,3,0,30,8,8,1,0,1,0,0,0,121.541885579,25.0414572883
專約安和敦南典藏,安和路一段,0,0,0,0,0,0,0,0,1,0,0,0,48.1,69.0,4368,0,2,1,1,2,0,12,8,8,1,0,1,0,0,0,121.549834129,25.0396668409
師大靜巷美一樓,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,94.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.531038837,25.0221198211
敦南名邸高樓景觀,敦化南路一段,0,0,0,0,0,0,0,0,1,0,0,0,48.2,41.0,8800,1,3,2,3,3,0,14,11,11,1,0,1,0,0,0,121.54777594,25.0406659918
和平溫馨2房雅寓,和平東路三段,0,0,0,0,0,0,0,0,1,0,0,0,52.4,167.0,1580,0,2,1,1,2,0,4,4,4,1,0,1,0,0,0,121.543402,25.041778
臨江夜市基隆路上大四房,基隆路二段,0,0,0,0,0,0,0,0,1,0,0,0,44.7,187.0,5698,0,4,2,2,4,0,24,8,8,1,0,1,0,0,0,121.556645778,25.0284932038
專約金獅獎大安十二富輕豪宅,樂業街,0,0,0,0,0,0,0,0,1,0,0,0,13.8,208.0,7288,1,3,2,2,3,0,13,11,11,1,0,1,0,0,0,121.552314723,25.0207657128
麟光魔術一樓大空間,和平東路三段,0,0,0,0,0,0,0,0,1,0,0,0,41.2,29.0,1638,0,4,2,2,4,0,24,1,1,1,0,1,0,0,0,121.560006245,25.0132849057
敦南林蔭大道美妝電梯二房,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,50.8,67.0,1880,0,2,1,1,2,0,16,9,9,1,0,1,0,0,0,121.548413676,25.0313793313
B50仁愛國小一層獨戶美廈,敦化南路一段,0,0,0,0,0,0,0,0,1,0,0,0,48.3,109.0,6680,0,5,2,3,5,0,7,6,6,1,0,1,0,0,0,121.551068544,25.0353742026
大安運動中心美三樓II,辛亥路三段,0,0,0,0,0,0,0,0,1,0,0,0,50.8,123.0,2442,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.549747631,25.0172968823
樂業雙併靜巷四房,樂業街,0,0,0,0,0,0,0,0,1,0,0,0,43.5,173.0,2780,0,4,2,2,4,0,7,2,2,1,0,1,0,0,0,121.55529609,25.0199010199
台北之星正義精華一樓,建國南路一段,0,0,0,0,0,0,0,0,1,0,0,0,38.9,206.0,4280,0,2,2,2,2,0,14,1,1,1,0,0,0,0,0,121.539013247,25.0410511867
通化傳承百年大戶,通化街,0,0,0,0,0,0,0,0,1,0,0,0,51.2,94.0,8888,0,5,3,3,5,0,26,1,2,2,0,0,0,0,0,121.552620111,25.026708176
近捷運科技大樓站★電梯美4房,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,42.3,184.0,3380,0,4,2,2,4,0,6,6,6,1,0,1,0,0,0,121.541422917,25.0280029172
安居街電梯美三房,安居街,0,0,0,0,0,0,0,0,1,0,0,0,42.3,70.0,3100,0,3,2,2,3,0,7,4,4,1,0,1,0,0,0,121.554329075,25.020692084
泰然璞真高樓景觀豪邸,潮州街,0,0,0,0,0,0,0,0,1,0,0,0,11.4,96.0,15800,1,4,2,4,4,0,16,10,10,1,0,1,0,0,0,121.525137126446,25.0291334577703
師大泰順秘境,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,43.3,119.0,6980,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.530135399,25.0219061905
和風集面公園3房車,福興路,0,0,0,0,0,0,0,0,0,1,0,0,16.3,43.0,2898,1,3,2,2,3,0,12,7,7,1,0,1,0,0,0,121.549907664,25.0063165447
力行國小邊間2樓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,42.7,62.0,1699,0,3,2,2,3,0,4,2,2,1,0,1,0,0,0,121.561486878,24.9815834857
萬芳捷運方正3樓,興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,41.6,141.0,1050,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0,121.562125893,24.9941777391
萬隆2房2樓雅寓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,47.7,40.0,1500,0,2,2,1,2,0,4,2,2,1,0,1,0,0,0,121.542359498,25.004932196
萬隆捷運4號出口三房雅寓,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,45.8,67.0,1990,0,3,1,2,3,0,5,4,4,1,0,1,0,0,0,121.53806177,25.0036175252
河畔生活新婚首購宅,和興路,0,0,0,0,0,0,0,0,0,1,0,0,29.3,143.0,2200,0,2,2,1,2,0,13,3,3,1,0,1,0,0,0,121.547943191,24.9845852644
近未來捷運富山匯兩房車,富山路,0,0,0,0,0,0,0,0,0,1,0,0,1.8,163.0,2780,1,2,2,1,2,0,15,8,8,1,0,1,0,0,0,121.553673379,24.9889223868
景華靜巷邊間三房,景華街,0,0,0,0,0,0,0,0,0,1,0,0,42.2,200.0,1998,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.548063517,24.9952732776
文教區三面採光公寓3樓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,50.2,221.0,2088,0,3,2,2,3,0,4,3,3,1,1,0,0,0,0,121.54375131,25.0050258869
萬隆捷運218巷公寓3房,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,46.9,239.0,2088,0,3,2,2,3,0,5,5,5,1,1,0,0,0,0,121.537281564,25.0023967111
文山名人奢華電梯別墅,政大一街,0,0,0,0,0,0,0,0,0,1,0,0,18.0,43.0,6200,1,5,2,4,5,0,4,-1,4,6,0,1,0,0,0,121.583499626,24.9855007864
宏佳邊間電梯三房,萬隆街,0,0,0,0,0,0,0,0,0,1,0,0,47.8,75.0,2360,0,3,2,1,3,0,7,2,2,1,0,1,0,0,0,121.537291101,25.0007484311
萬隆捷運精品美寓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,43.8,99.0,2180,0,4,3,2,4,0,5,5,5,1,0,1,0,0,0,121.543102928,25.0048372024
萬隆捷運站商圈2樓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,49.1,112.0,1799,0,3,2,1,3,0,4,2,2,1,0,1,0,0,0,121.542561257,25.0049210407
敦南觀止2房雙車,福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.6,141.0,3198,1,2,2,2,2,0,14,11,11,1,0,1,0,0,0,121.549773039,25.0067301189
O018靜心仙岩公園3房坡車,仙岩路,0,0,0,0,0,0,0,0,0,1,0,0,28.0,186.0,1998,1,3,2,2,3,0,3,3,3,1,0,1,0,0,0,121.549919842,24.9959560806
近捷運萬芳醫院美公寓三樓,辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,46.9,206.0,1950,0,3,2,1,3,0,5,3,3,1,1,0,0,0,0,121.554395911,25.0002465441
FZ7稀有萬芳捷運美妝三樓,辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,46.9,206.0,1950,0,3,2,1,3,0,5,3,3,1,0,1,0,0,0,121.554395911,25.0002465441
富山滙新成屋2房車,富山路,0,0,0,0,0,0,0,0,0,1,0,0,1.8,70.0,2780,1,2,2,1,2,0,15,8,8,1,0,1,0,0,0,121.553673379,24.9889223868
萬隆捷運大戶美寓,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,48.3,98.0,1997,0,4,2,2,4,0,5,5,5,1,0,1,0,0,0,121.539890157,25.0059230405
靜心特區低總公寓,景興路,0,0,0,0,0,0,0,0,0,1,0,0,48.5,122.0,1380,0,3,2,1,3,0,5,5,5,1,1,0,0,0,0,121.544427256,24.9981076162
觀星台北雙併三房高樓,木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,169.0,2197,0,3,2,2,3,0,17,13,13,1,0,1,0,0,0,121.561581173,24.992181889
木柵路超值3+1美廈,木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,11.6,231.0,2550,0,4,1,2,4,0,7,4,4,1,0,1,0,0,0,121.553599,24.987537
萬隆捷運保值收租屋,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,47.7,42.0,2180,0,7,2,6,7,0,4,4,4,1,0,1,0,0,0,121.542223593,25.0048625966
萬芳Villa綠景美居含坡車,萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,21.2,125.0,2588,1,2,2,1,2,0,12,10,10,1,0,1,0,0,0,121.570623496,24.9959064539
和風集3房車,福興路,0,0,0,0,0,0,0,0,0,1,0,0,16.3,149.0,3088,1,3,2,2,3,0,13,8,8,1,0,1,0,0,0,121.549907664,25.0063165447
E5忠順高樓採光挑高三房,忠順街二段,0,0,0,0,0,0,0,0,0,1,0,0,6.1,174.0,4938,1,3,2,2,3,0,14,14,14,1,0,1,0,0,0,121.565251235,24.9857441528
萬隆捷運商圈公寓,景福街,0,0,0,0,0,0,0,0,0,1,0,0,57.8,193.0,1858,0,4,1,2,4,0,4,2,2,1,1,0,0,0,0,121.537192719,24.9982842295
萬隆捷運黃金三樓,興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,49.8,206.0,2000,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.539109046,25.0044456928
K6合法格套｜萬隆公館商圈,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,49.9,234.0,2788,0,5,3,3,5,0,4,3,3,1,0,1,0,0,0,121.539802853,25.0056938231
近萬芳醫院高樓邊間兩房車,興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,31.2,86.0,2526,1,2,2,1,2,0,15,12,12,1,0,1,0,0,0,121.554306508,25.0008382198
文山台北大亨四房+平車,興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,33.6,110.0,3580,1,4,2,2,4,0,11,6,6,1,0,1,0,0,0,121.561809254,24.9827550954
近未來捷運觀星台北三房車,木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,29.5,131.0,2388,1,3,2,2,3,0,17,13,13,1,0,1,0,0,0,121.562224501,24.9925639163
南方莊園101美景,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,5.9,212.0,6230,1,2,2,2,2,0,26,12,12,1,0,1,0,0,0,121.556200363,25.0021756218
萬隆捷運都更潛力一樓,景明街,0,0,0,0,0,0,0,0,0,1,0,0,54.3,167.0,3880,0,6,2,6,6,0,4,1,1,1,0,1,0,0,0,121.541346909,25.0020351885
景美捷運庭院一樓,景華街,0,0,0,0,0,0,0,0,0,1,0,0,46.6,68.0,2988,0,3,2,2,3,0,5,1,1,1,0,1,0,0,0,121.545953427,24.9946699475
木柵捷運高質感2房平車,木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,16.3,68.0,2700,1,2,2,1,2,0,8,5,5,1,0,1,0,0,0,121.574579187,24.9994386051
敦南山林 邊間花園別墅,木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,33.7,173.0,5980,1,6,3,4,6,0,4,-1,4,6,0,1,0,0,0,121.576447993,25.0028856786
文山唐莊星級質感四房,木柵路三段,0,0,0,0,0,0,0,0,0,1,0,0,35.7,195.0,3980,1,4,2,2,4,0,13,9,9,1,0,1,0,0,0,121.568390808,24.9896932692
景明街收租美寓,景明街,0,0,0,0,0,0,0,0,0,1,0,0,51.7,244.0,2338,0,4,2,2,4,0,4,4,4,1,0,1,0,0,0,121.541162224,25.0016737283
再興靜巷一樓,興隆路四段,0,0,0,0,0,0,0,0,0,1,0,0,47.8,68.0,2188,0,3,2,1,3,0,4,1,1,1,0,1,0,0,0,121.55984619,24.9904194726
近靜心中小學精美三房車,興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,12.3,94.0,3580,1,3,2,2,3,0,7,3,3,1,0,1,0,0,0,121.545852671,25.0035004737
南方莊園面公園四房車,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,5.9,118.0,7480,1,4,2,2,4,0,26,7,7,1,0,1,0,0,0,121.556200363,25.0021756218
靜心邊間三樓,景華街,0,0,0,0,0,0,0,0,0,1,0,0,46.3,139.0,1680,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.547933847,24.9971444218
A4175弗萊堡四房車,萬安街,0,0,0,0,0,0,0,0,0,1,0,0,30.9,176.0,2280,1,4,2,2,4,0,5,1,1,1,0,1,0,0,0,121.571590646314,24.9998800931705
T4169專未來捷運邊間正四房,木柵路三段,0,0,0,0,0,0,0,0,0,1,0,0,35.7,208.0,3680,0,4,2,2,4,0,9,3,3,1,0,1,0,0,0,121.568143233,24.9895926568
捷運辛亥站三房附車,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,29.3,70.0,2388,1,3,2,1,3,0,13,1,1,1,0,1,0,0,0,121.559959472,25.0075766995
Y641台大新境三改兩房坡車,三福街,0,0,0,0,0,0,0,0,0,1,0,0,36.9,142.0,3500,1,2,2,2,2,0,10,3,3,1,0,1,0,0,0,121.541552233,24.9962382815
景美捷運旁電梯三房,景中街,0,0,0,0,0,0,0,0,0,1,0,0,35.4,163.0,2488,0,3,2,2,3,0,8,5,5,1,0,1,0,0,0,121.541969615,24.9924980787
近捷運都更潛力黃金三樓,景明街,0,0,0,0,0,0,0,0,0,1,0,0,54.3,176.0,1968,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.541575731,25.0018392989
考試院採光三房,和興路,0,0,0,0,0,0,0,0,0,1,0,0,36.1,228.0,1480,0,2,2,1,2,0,5,4,4,1,0,1,0,0,0,121.546111521,24.984757248
再興中學鼎加美寓,興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,41.6,44.0,1398,0,5,3,5,5,0,5,5,5,1,0,1,0,0,0,121.562470108,24.9945628551
B3346近捷運萬芳鼎佳,興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,44.1,71.0,1298,1,5,4,2,5,0,5,5,5,1,0,1,0,0,0,121.562199246,24.9950384232
專任萬隆捷運雙主臥美四房,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,44.3,94.0,2038,0,4,2,3,4,0,5,4,4,1,0,1,0,0,0,121.543609,25.005241
木新方正大三房,木新路二段,0,0,0,0,0,0,0,0,0,1,0,0,41.8,117.0,1945,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.57011793,24.9845693118
【靜心首席．景華邊間3房】,景華街,0,0,0,0,0,0,0,0,0,1,0,0,18.5,143.0,3380,1,3,2,2,3,0,7,2,2,1,0,1,0,0,0,121.547990772,24.9963104153
和風集臨公園三房附車,福興路,0,0,0,0,0,0,0,0,0,1,0,0,16.3,163.0,2980,1,3,2,2,3,0,13,5,5,1,0,1,0,0,0,121.549907664,25.0063165447
萬隆捷運收租穩定四套房,景隆街,0,0,0,0,0,0,0,0,0,1,0,0,45.8,235.0,1880,0,4,1,4,4,0,5,5,5,1,0,0,1,0,0,121.544172471,24.9985733157
敦南第一景兩房美庭院,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,31.3,41.0,1980,0,2,2,1,2,0,7,1,1,1,0,1,0,0,0,121.56063804,25.0076757622
政治大學地204坪景觀別墅,萬壽路,0,0,0,0,0,0,0,0,0,1,0,0,51.5,70.0,4800,1,4,3,3,4,0,2,1,2,2,0,1,0,0,0,121.59069784,24.9867946178
萬芳VILLA景觀三房,萬安街,0,0,0,0,0,0,0,0,0,1,0,0,42.7,117.0,2268,0,3,2,1,3,0,7,2,2,1,0,1,0,0,0,121.572609438,24.9994632719
萬芳電梯3房,辛亥路五段,0,0,0,0,0,0,0,0,0,1,0,0,42.6,139.0,2988,0,3,2,2,3,0,7,7,7,1,0,1,0,0,0,121.553106523,24.9980772729
景美女中華廈三樓,辛亥路七段,0,0,0,0,0,0,0,0,0,1,0,0,34.7,186.0,1650,0,1,2,1,1,0,5,3,3,1,0,0,0,1,0,121.554994434,24.9823321924
文山萬芳都更整合1+2樓大空間,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,43.7,233.0,2200,0,2,3,2,2,0,5,1,2,2,0,0,0,0,0,121.555559844,25.00221785
近萬芳捷運再興四房美寓,興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,40.0,43.0,1598,0,4,2,2,4,0,4,3,3,1,0,1,0,0,0,121.55947736,24.991920889
文山好公寓,新光路一段,0,0,0,0,0,0,0,0,0,1,0,0,40.2,70.0,1820,0,3,2,5,3,0,5,3,3,1,1,0,0,0,0,121.574552066,24.9910876393
【萬隆站｜正興隆路．低總三樓】,興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,53.2,92.0,1988,0,3,2,2,3,0,4,3,3,1,0,1,0,0,0,121.541116406,25.0030950979
冠德微山丘大庭院戶,秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,8.0,116.0,9998,1,3,3,4,3,0,5,1,2,2,0,1,0,0,0,121.567806671,24.9929503715
近未來環狀線亮麗三房,木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,32.3,139.0,1788,0,3,2,1,3,0,10,3,3,1,0,1,0,0,0,121.56285264,24.9914689942
木柵世新景觀庭院透天,木柵路一段,0,0,0,0,0,0,0,0,0,1,0,0,49.3,154.0,2238,0,3,4,2,3,0,1,1,1,1,0,0,0,0,1,121.551390078,24.9894763622
萬隆捷運高投報收租屋,羅斯福路六段,0,0,0,0,0,0,0,0,0,1,0,0,45.8,176.0,998,0,7,7,7,7,0,5,-1,-1,1,0,1,0,0,0,121.540297642,24.9981442296
學區房-光輝邊間鼎佳大戶,光輝路,0,0,0,0,0,0,0,0,0,1,0,0,43.8,205.0,2200,0,5,2,2,5,0,5,5,5,1,0,1,0,0,0,121.557176458,24.9843678156
漂亮方正電梯四房,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,30.8,221.0,2180,0,4,2,2,4,0,13,3,3,1,0,1,0,0,0,121.560735522,25.0094226016
萬芳捷運透天厝,木柵路四段,0,0,0,0,0,0,0,0,0,1,0,0,45.9,46.0,4980,0,6,4,3,6,0,3,-1,3,5,0,0,0,0,1,121.57104758,24.9945679014
興隆路萬芳捷運頂家美寓,興隆路三段,0,0,0,0,0,0,0,0,0,1,0,0,46.5,75.0,1388,0,5,2,2,5,0,5,5,5,1,0,1,0,0,0,121.558985271,24.9922066703
育英街近捷運裝潢美寓,育英街,0,0,0,0,0,0,0,0,0,1,0,0,57.8,193.0,1798,0,3,2,2,3,0,4,4,4,1,0,1,0,0,0,121.538140095,24.9907210532
景美捷運500米4房車,溪口街,0,0,0,0,0,0,0,0,0,1,0,0,18.3,237.0,3580,1,4,2,3,4,0,6,2,2,1,0,1,0,0,0,121.538715847,24.9957253657
【正面公園．三房雙車】,秀明路一段,0,0,0,0,0,0,0,0,0,1,0,0,16.9,258.0,3880,1,3,2,2,3,0,11,5,5,1,0,1,0,0,0,121.564426862,24.9897360443
(專約)萬隆捷運前庭後院一樓,興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,54.4,63.0,2750,0,3,2,5,3,0,4,1,1,1,0,1,0,0,0,121.541676337,25.0037172629
富山街超值屋,富山路,0,0,0,0,0,0,0,0,0,1,0,0,47.3,84.0,1450,0,2,2,1,2,0,4,4,4,1,0,1,0,0,0,121.55342598,24.9883320917
景美捷運庭院一樓四房平車,景興路,0,0,0,0,0,0,0,0,0,1,0,0,29.6,112.0,3880,1,4,3,3,4,0,8,1,1,1,0,1,0,0,0,121.545573855,24.9926409289
景美捷運庭院一樓四房平車,景興路,0,0,0,0,0,0,0,0,0,1,0,0,29.6,112.0,3880,1,4,3,3,4,0,8,1,1,1,0,1,0,0,0,121.545573855,24.9926409289
專任未來南環大三房,木柵路二段,0,0,0,0,0,0,0,0,0,1,0,0,38.5,135.0,1698,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.562644055,24.9906487179
辛亥捷運站邊間黃金美屋,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,40.6,211.0,1888,0,3,2,2,3,0,3,3,3,1,0,1,0,0,0,121.561068653,25.0069068705
敦南觀止高樓景觀宅,福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.6,253.0,3198,1,3,2,2,3,0,14,11,11,1,0,1,0,0,0,121.549773039,25.0067301189
敦南觀止高樓景觀宅,福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.6,253.0,3198,1,3,2,2,3,0,14,11,11,1,0,1,0,0,0,121.549773039,25.0067301189
敦南觀止高樓景觀宅,福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.6,43.0,3198,1,2,2,2,2,0,14,11,11,1,0,1,0,0,0,121.549773039,25.0067301189
敦南觀止高樓景觀宅,福興路,0,0,0,0,0,0,0,0,0,1,0,0,13.6,43.0,3198,1,2,2,2,2,0,14,11,11,1,0,1,0,0,0,121.549773039,25.0067301189
景華採光美寓,景華街,0,0,0,0,0,0,0,0,0,1,0,0,42.0,145.0,1560,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.547499702,24.9941511284
文山恆光邊間明亮美寓,恆光街,0,0,0,0,0,0,0,0,0,1,0,0,36.0,182.0,2300,0,3,2,2,3,0,5,5,5,1,0,1,0,0,0,121.566121921,24.982110657
景美女中旁三代同堂大四房,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.1,197.0,1788,0,4,2,1,4,0,3,3,3,1,0,1,0,0,0,121.557161345,24.9816829898
政大3房美寓,指南路三段,0,0,0,0,0,0,0,0,0,1,0,0,44.3,223.0,1468,0,3,2,2,3,0,5,2,2,1,0,1,0,0,0,121.579591062,24.9832877861
力行三樓美寓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.3,243.0,1698,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.562618915,24.982030349
政大雅敘苑一樓庭院景觀宅,政大一街,0,0,0,0,0,0,0,0,0,1,0,0,23.2,43.0,3988,1,4,2,3,4,0,7,1,1,1,0,1,0,0,0,121.587416244,24.9879403425
政大春山莊稀有邊間電梯別墅,政大一街,0,0,0,0,0,0,0,0,0,1,0,0,19.2,70.0,5980,0,5,5,5,5,0,4,-1,4,6,0,1,0,0,0,121.586345141,24.9865792996
靜心中小學旁溫馨三房,興隆路二段,0,0,0,0,0,0,0,0,0,1,0,0,40.4,120.0,1688,0,5,3,2,5,0,5,5,5,1,0,1,0,0,0,121.546146976,24.9980953573
文山獨棟3樓美寓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.5,142.0,1658,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.565204879,24.9826432656
文山獨棟3樓美寓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.5,142.0,1658,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.565204879,24.9826432656
靜心邊間大三房美寓,興隆路一段,0,0,0,0,0,0,0,0,0,1,0,0,48.6,190.0,2850,0,3,2,2,3,0,5,3,3,1,0,1,0,0,0,121.544707534,24.9990954012
希伯崙山莊(B棟),福興路,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,215.0,2988,1,4,2,2,4,0,5,2,2,1,0,1,0,0,0,121.550000484,25.0068120509
文山行旅河岸樓中樓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,16.0,237.0,6880,1,4,3,3,4,0,13,11,12,2,0,1,0,0,0,121.56355612,24.9817191974
景美捷運大坪數公園綠地美寓,萬慶街,0,0,0,0,0,0,0,0,0,1,0,0,44.8,260.0,3180,0,4,2,2,4,0,5,4,4,1,0,1,0,0,0,121.538779037,24.9933913717
文山獨棟3樓美寓,木新路三段,0,0,0,0,0,0,0,0,0,1,0,0,51.5,44.0,1658,0,3,2,1,3,0,4,3,3,1,0,1,0,0,0,121.565204879,24.9826432656
