物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
萬隆捷運4號出口三房雅寓,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,67.0,0,3.0,1.0,2.0,3.0,0,5,4.0,4.0,1.0,0,1,0,0,0
涵碧園4房坡車露臺戶,萬芳路,0,0,0,0,0,0,0,0,0,1,0,0,95.0,0,,2.0,3.0,,0,15,2.0,2.0,1.0,0,1,0,0,0
北市近捷運林茵三房車位,辛亥路四段,0,0,0,0,0,0,0,0,0,1,0,0,122.0,1,3.0,2.0,2.0,3.0,0,14,7.0,7.0,1.0,0,1,0,0,0
河畔生活新婚首購宅,和興路,0,0,0,0,0,0,0,0,0,1,0,0,143.0,0,2.0,2.0,1.0,2.0,0,13,3.0,3.0,1.0,0,1,0,0,0
近未來捷運富山匯兩房車,富山路,0,0,0,0,0,0,0,0,0,1,0,0,163.0,0,2.0,2.0,1.0,2.0,0,15,8.0,8.0,1.0,0,1,0,0,0
萬隆捷運商三土地,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,18.0,0,,,,,0,18,18.0,18.0,1.0,0,0,0,0,0
景華靜巷邊間三房,景華街,0,0,0,0,0,0,0,0,0,1,0,0,200.0,0,3.0,2.0,2.0,3.0,0,5,5.0,5.0,1.0,0,1,0,0,0
文教區三面採光公寓3樓,萬盛街,0,0,0,0,0,0,0,0,0,1,0,0,221.0,0,3.0,2.0,2.0,3.0,0,4,3.0,3.0,1.0,1,0,0,0,0
萬隆捷運218巷公寓3房,羅斯福路五段,0,0,0,0,0,0,0,0,0,1,0,0,239.0,0,3.0,2.0,2.0,3.0,0,5,5.0,5.0,1.0,1,0,0,0,0
文山名人奢華電梯別墅,政大一街,0,0,0,0,0,0,0,0,0,1,0,0,43.0,0,5.0,2.0,4.0,5.0,0,4,-1.0,4.0,6.0,0,1,0,0,0
宏佳邊間電梯三房,萬隆街,0,0,0,0,0,0,0,0,0,1,0,0,75.0,0,3.0,2.0,1.0,3.0,0,7,2.0,2.0,1.0,0,1,0,0,0
