物件名稱,路段,行政區_中山區,行政區_中正區,行政區_信義區,行政區_內湖區,行政區_北投區,行政區_南港區,行政區_士林區,行政區_大同區,行政區_大安區,行政區_文山區,行政區_松山區,行政區_萬華區,建坪,車位,房,廳,衛,室,有加蓋,總樓層,起始樓層,最高樓層,物件涵蓋層數,房屋類型_公寓,房屋類型_大樓,房屋類型_套房,房屋類型_華廈,房屋類型_透天
信義安和甲第名宮高樓附車位,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,144.0,1,4.0,2.0,4.0,4.0,0,15,15.0,15.0,1.0,0,1,0,0,0
&忠孝復興4房電梯租坡車,仁愛路三段,0,0,0,0,0,0,0,0,1,0,0,0,167.0,0,4.0,2.0,2.0,4.0,0,7,3.0,3.0,1.0,0,1,0,0,0
&基泰台大高樓景觀露台戶,羅斯福路三段,0,0,0,0,0,0,0,0,1,0,0,0,188.0,0,4.0,2.0,2.0,4.0,0,19,15.0,15.0,1.0,0,1,0,0,0
遠企安和3房平車,安和路二段,0,0,0,0,0,0,0,0,1,0,0,0,210.0,0,3.0,2.0,2.0,3.0,0,17,9.0,9.0,1.0,0,1,0,0,0
延吉街三角窗金店面,延吉街,0,0,0,0,0,0,0,0,1,0,0,0,234.0,0,,,2.0,,0,7,,,,0,0,0,0,0
敦安公園明亮住辦,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,43.0,0,4.0,2.0,2.0,4.0,0,7,2.0,2.0,1.0,0,1,0,0,0
台大雙龍學區電梯明亮美廈,新生南路三段,0,0,0,0,0,0,0,0,1,0,0,0,45.0,0,4.0,2.0,2.0,4.0,0,6,4.0,4.0,1.0,0,1,0,0,0
敦南遠企安和大漢敦爵車位,安和路二段,0,0,0,0,0,0,0,0,1,0,0,0,60.0,1,,,,,0,10,,,,0,0,0,0,0
敦南林蔭景觀美宅,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,95.0,0,1.0,1.0,1.0,1.0,0,16,6.0,6.0,1.0,0,1,0,0,0
大安區稀有透天,通化街,0,0,0,0,0,0,0,0,1,0,0,0,108.0,0,6.0,4.0,4.0,6.0,0,3,1.0,3.0,3.0,0,0,0,0,1
狂降8億股本房客收租店,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,138.0,0,,,,,0,6,1.0,1.0,1.0,0,0,0,0,0
敦南新鑽景闊名邸,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,157.0,0,4.0,2.0,4.0,4.0,0,24,23.0,23.0,1.0,0,1,0,0,0
世貿文普電梯景觀宅,基隆路二段,0,0,0,0,0,0,0,0,1,0,0,0,179.0,0,,2.0,2.0,,0,12,8.0,8.0,1.0,0,1,0,0,0
瑞安住辦一樓車,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,199.0,0,,3.0,2.0,,0,6,1.0,1.0,1.0,0,1,0,0,0
遠企敦南SRC面公園,安和路二段,0,0,0,0,0,0,0,0,1,0,0,0,220.0,0,,2.0,2.0,,0,13,11.0,11.0,1.0,0,1,0,0,0
009-信義安和捷運金店,安和路二段,0,0,0,0,0,0,0,0,1,0,0,0,241.0,0,,,,,0,12,-1.0,1.0,3.0,0,0,0,0,0
明日博朝南101制震豪邸,市民大道三段,0,0,0,0,0,0,0,0,1,0,0,0,43.0,0,4.0,2.0,2.0,4.0,0,23,12.0,12.0,1.0,0,1,0,0,0
&敦南璞真豪邸,敦化南路二段,0,0,0,0,0,0,0,0,1,0,0,0,68.0,0,2.0,2.0,3.0,2.0,0,12,11.0,11.0,1.0,0,1,0,0,0
大安面寬雙金面,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,94.0,0,,1.0,2.0,,0,7,-1.0,1.0,3.0,0,0,0,0,0
信義安和捷運邊間四房,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,116.0,0,4.0,2.0,2.0,4.0,0,7,2.0,2.0,1.0,0,1,0,0,0
新生金華獨棟二樓美寓,永康街,0,0,0,0,0,0,0,0,1,0,0,0,141.0,0,3.0,2.0,5.0,3.0,0,5,2.0,2.0,1.0,0,1,0,0,0
仁愛安和都更案+車位,安和路一段,0,0,0,0,0,0,0,0,1,0,0,0,162.0,1,,2.0,2.0,,0,16,1.0,1.0,1.0,0,0,0,0,0
JZ6師大商圈黃金店面,師大路,0,0,0,0,0,0,0,0,1,0,0,0,186.0,0,,2.0,1.0,,0,4,1.0,1.0,1.0,0,1,0,0,0
信義安和電梯邊間四房,信義路四段,0,0,0,0,0,0,0,0,1,0,0,0,116.0,0,4.0,2.0,2.0,4.0,0,7,2.0,2.0,1.0,0,1,0,0,0
附中大安捷運優質二樓,信義路三段,0,0,0,0,0,0,0,0,1,0,0,0,213.0,0,2.0,2.0,2.0,2.0,0,4,2.0,2.0,1.0,0,1,0,0,0
信義安和角窗金店面,安和路一段,0,0,0,0,0,0,0,0,1,0,0,0,233.0,0,,1.0,1.0,,0,14,1.0,1.0,1.0,0,0,0,0,0
仁愛A+附中學區,大安路一段,0,0,0,0,0,0,0,0,1,0,0,0,42.0,0,1.0,1.0,1.0,1.0,0,12,9.0,9.0,1.0,0,1,0,0,0
安和信義二線金店面,安和路一段,0,0,0,0,0,0,0,0,1,0,0,0,68.0,0,,,,,0,12,2.0,2.0,1.0,0,1,0,0,0
Y499吉美富徠高樓景觀戶,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,93.0,0,3.0,2.0,3.0,3.0,0,21,10.0,10.0,1.0,0,1,0,0,0
【六張犁｜危老都更・潛力黑土】,和平東路三段,0,0,0,0,0,0,0,0,1,0,0,0,116.0,0,3.0,2.0,1.0,3.0,0,4,2.0,2.0,1.0,0,1,0,0,0
台大雲和獨棟公寓頂加,雲和街,0,0,0,0,0,0,0,0,1,0,0,0,138.0,0,3.0,2.0,1.0,3.0,0,5,5.0,5.0,1.0,1,0,0,0,0
台北之星全新尊邸,忠孝東路三段,0,0,0,0,0,0,0,0,1,0,0,0,161.0,0,2.0,2.0,2.0,2.0,0,31,6.0,6.0,1.0,0,1,0,0,0
敦南225面林蔭,敦化南路一段,0,0,0,0,0,0,0,0,1,0,0,0,183.0,0,,2.0,,,0,9,2.0,2.0,1.0,0,0,0,0,0
【敦化站｜東區216巷．店辦】,忠孝東路四段,0,0,0,0,0,0,0,0,1,0,0,0,204.0,0,3.0,2.0,2.0,3.0,0,7,2.0,2.0,1.0,0,1,0,0,0
師大附中近大安捷運面公園,信義路三段,0,0,0,0,0,0,0,0,1,0,0,0,214.0,0,3.0,2.0,2.0,3.0,0,6,4.0,4.0,1.0,0,1,0,0,0
大巨蛋黃金住店辦+車位,延吉街,0,0,0,0,0,0,0,0,1,0,0,0,242.0,1,1.0,3.0,2.0,1.0,0,7,2.0,2.0,1.0,0,0,0,0,0
#忠孝延吉華廈鼎佳,延吉街,0,0,0,0,0,0,0,0,1,0,0,0,41.0,0,4.0,3.0,3.0,4.0,0,7,7.0,7.0,1.0,0,0,0,1,0
世界敦南便宜車位,四維路,0,0,0,0,0,0,0,0,1,0,0,0,69.0,1,,,,,0,8,-3.0,-3.0,1.0,0,0,0,0,0
101美景安和賞易改回兩房,通化街,0,0,0,0,0,0,0,0,1,0,0,0,91.0,0,1.0,2.0,1.0,1.0,0,7,4.0,4.0,1.0,0,1,0,0,0
K2忠孝敦化置產收租首選,敦化南路一段,0,0,0,0,0,0,0,0,1,0,0,0,115.0,0,6.0,4.0,4.0,6.0,0,8,6.0,6.0,1.0,0,1,0,0,0
H4新生金華永康美四房車,永康街,0,0,0,0,0,0,0,0,1,0,0,0,137.0,0,4.0,2.0,2.0,4.0,0,5,4.0,4.0,1.0,0,1,0,0,0
師大靜巷挑高庭院大戶,泰順街,0,0,0,0,0,0,0,0,1,0,0,0,161.0,0,5.0,3.0,4.0,5.0,0,6,-1.0,1.0,3.0,0,1,0,0,0
新生金華永康獨棟美廈+車位,永康街,0,0,0,0,0,0,0,0,1,0,0,0,137.0,1,4.0,2.0,2.0,4.0,0,5,4.0,4.0,1.0,0,1,0,0,0
忠孝建國雙捷獨立店辦,建國南路一段,0,0,0,0,0,0,0,0,1,0,0,0,194.0,0,,1.0,,,0,12,1.0,1.0,1.0,0,0,0,0,0
★仁愛路住四土地★,,0,0,0,0,0,0,0,0,1,0,0,0,23.0,0,,,,,0,23,1.0,1.0,1.0,0,0,0,0,0
皇勝瑞安 名人巷樓中樓,瑞安街,0,0,0,0,0,0,0,0,1,0,0,0,231.0,0,4.0,2.0,2.0,4.0,0,7,6.0,7.0,2.0,0,1,0,0,0
市民大道塔式車位,市民大道四段,0,0,0,0,0,0,0,0,1,0,0,0,18.0,1,,,,,0,10,1.0,1.0,1.0,0,0,0,0,0
正仁愛稀有國館金店,仁愛路四段,0,0,0,0,0,0,0,0,1,0,0,0,65.0,0,,,,,0,14,1.0,1.0,1.0,0,0,0,0,0
仁愛A+精品名邸附車位,大安路一段,0,0,0,0,0,0,0,0,1,0,0,0,89.0,1,2.0,2.0,2.0,2.0,0,12,2.0,2.0,1.0,0,1,0,0,0
仁愛敦南都更土地,復興段三小段,0,0,0,0,0,0,0,0,1,0,0,0,18.0,0,,,,,0,18,18.0,18.0,1.0,0,0,0,0,0
JZ4師大路商圈面寬金店面,師大路,0,0,0,0,0,0,0,0,1,0,0,0,120.0,0,,,,,0,4,1.0,1.0,1.0,0,0,0,0,0
【忠孝新生站｜海關．黃金二樓】,新生南路一段,0,0,0,0,0,0,0,0,1,0,0,0,142.0,0,3.0,2.0,2.0,3.0,0,4,2.0,2.0,1.0,0,1,0,0,0
【國館｜光復南路・樹海店辦】,光復南路,0,0,0,0,0,0,0,0,1,0,0,0,167.0,0,,1.0,3.0,,0,12,2.0,2.0,1.0,0,1,0,0,0
