區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
文山區,台北市文山區福興路,1550,公寓,42.4年,建坪29.79,主+陽27.29,4/5樓,3房(室)2廳2衛,0,25.0062808298,121.551275997
文山區,台北市文山區政大一街,3250,華廈,11.2年,建坪50.24,主+陽27.13,2/5樓,3房(室)2廳2衛,1,24.9864326957682,121.58498190318
文山區,台北市文山區興隆路二段,2150,公寓,43.2年,建坪36.54,主+陽36.54,5/5樓,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),0,24.9994933486,121.553314233
文山區,台北市文山區福興路,2288,華廈,34.8年,建坪44.04,主+陽38.85,5/6樓,3房(室)2廳2衛,1,25.0059825676,121.551698079
文山區,台北市文山區秀明路二段,4888,住宅大樓,28.6年,建坪91.81,主+陽+露66.68,18~19/19樓,6房(室)2廳3衛(含加蓋1房(室)--廳1衛),1,24.9915473886862,121.577552089024
文山區,台北市文山區景福街,3500,公寓,57.9年,建坪41.56,主41.56,1/4樓,3房(室)3廳2衛,0,24.9983711667,121.537159157
文山區,台北市文山區忠順街一段,1598,公寓,44.7年,建坪29.85,主+陽29.85,4/5樓,3房(室)2廳1衛,0,24.9832164201,121.560160937
文山區,台北市文山區仙岩路,920,套房,32.1年,建坪14.08,主8.30,3/8樓,1房(室)1廳1衛,1,24.9967239253,121.550227243
文山區,台北市文山區木新路二段,3980,公寓,40.7年,建坪87.19,主+平87.18,B1~1/5樓,5房(室)3廳2衛(含加蓋4房(室)2廳2衛),1,24.9839458224269,121.570681300762
文山區,台北市文山區辛亥路四段,2200,公寓,43.6年,建坪28.25,主+平+陽26.14,1~2/5樓,2房(室)2廳2衛,0,25.00221785,121.555559844
文山區,台北市文山區福興路,2380,住宅大樓,15.4年,建坪40.70,主+陽18.61,9/13樓,2房(室)2廳1衛,1,25.0066563314203,121.549553733066
文山區,台北市文山區指南路三段,2650,透天厝,--年,建坪68.37,主68.37,1~2/2樓,6房(室)2廳3衛(含加蓋6房(室)2廳3衛),1,24.9764471940678,121.582620925037
文山區,台北市文山區木新路二段,1688,華廈,30.1年,建坪22.90,主+陽13.49,4/7樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,24.9827849709,121.569209605
文山區,台北市文山區指南路三段,1088,套房,17.9年,建坪13.85,主+陽9.12,8/10樓,1房(室)--廳1衛,0,24.9831036224,121.579928169
文山區,台北市文山區車前路,999,公寓,44.2年,建坪37.58,主+陽37.58,3/5樓,4房(室)2廳2衛,0,24.9914369624,121.541006871
文山區,台北市文山區木柵路四段,5980,透天厝,33.7年,建坪121.95,主+平+陽+露94.44,B1~4/4樓,6房(室)3廳4衛(含加蓋1房(室)--廳--衛),1,25.0028856786,121.576447993
